human,continue,create,explain
48.19672131147541,83.84831460674157,88.92005610098177,78.73015873015873
50.61919504643962,85.65737051792829,76.71957671957672,81.04089219330855
43.285528031290745,87.19153936545241,86.74157303370787,82.39234449760765
46.63323782234957,87.51733703190014,84.40207972270363,81.22109158186865
47.44623655913978,85.71428571428571,89.76648351648352,81.15789473684211
57.89473684210527,81.28,86.49497487437185,81.48148148148148
56.81818181818182,88.54568854568855,87.2579001019368,83.72413793103448
51.02389078498294,86.58536585365853,86.0,84.04984423676012
41.98740377886634,86.2215909090909,88.01711840228246,83.18181818181817
45.26854219948849,60.41666666666666,85.19515477792731,83.5222978080121
