ashuman,asmachine,human
19838.29656862745,30612.07502930832,2766.5733706517394
13326.148796498906,8352.19683655536,1686.8024800708592
11219.868791002811,17306.97674418605,3818.2382242418944
26778.37127845884,18087.422934648584,2666.2313635868973
16946.492434663,20290.59367771781,3056.4356435643563
13505.103969754253,27691.46341463415,1912.9786793624507
11062.382578992314,30061.09090909091,2519.090992731622
16753.846153846156,18371.91201353638,2665.8767772511846
10479.339250493096,23004.43490701001,1656.3761845900287
14985.9392575928,18725.66371681416,2777.3171238570244
23701.20817843866,13654.153846153846,1804.795396419437
14132.446808510638,12147.13787954206,1911.762013729977
24374.66281310212,16872.727272727272,2435.2060617261136
16701.410105757932,24768.738049713196,3539.407330387315
25122.28260869565,22922.50803858521,2731.172439340619
8119.14498141264,14818.229715489988,3387.755527743012
13160.20913593836,21992.251815980628,3256.5606361829027
10499.461400359069,18615.04095309009,2185.4124419441355
7802.606382978724,11407.351555136664,2000.84909301428
16953.260123541524,11378.64768683274,3257.3242630385485
12084.831056793671,10745.058139534884,1569.6930740800258
13357.108892058965,13745.55023923445,2610.758620689656
19288.991888760134,25063.714285714286,3156.1437125748503
11598.801797304044,23163.755458515283,1801.815889029004
20738.618181818183,25800.6718924972,2780.326231691078
13614.667535853976,22800.324675324675,2252.3396880415944
24468.48541862653,7694.157937147462,2419.7098707032483
9978.83517320137,25715.94877764843,2849.2805755395684
9765.694076038904,17204.5746388443,1924.9137119548163
11334.038638454462,10899.95841995842,1881.102888272176
17277.38814993954,21729.34131736527,3442.5064599483208
17215.520134228187,23407.21040189125,2948.2233502538074
8926.634906886098,18286.21553884712,2634.639093259097
11749.432463110104,25060.067491563557,1899.15751306388
11048.345679012344,16144.713375796178,1882.708974000559
18266.383812010445,10540.038095238097,1744.3623299974338
18353.252480705625,11728.9592760181,2047.3200158227849
12359.386973180077,14486.772486772486,1872.346543317915
12268.89613920609,22464.05750798722,1614.7256021852495
17776.55601659751,10362.621584066696,2583.8276082782163
13677.137042062415,20548.77192982456,1667.3537604456826
11524.88306828812,19997.386172006743,2924.2226487523994
11103.455389375966,20371.5996578272,2292.596958623129
10291.029900332229,18422.90227048371,3227.6817162984307
11741.568869672636,26532.98701298701,1732.4226687739897
21295.207148659625,14097.33009708738,3220.125786163522
14319.999999999998,13021.45390070922,2500.6014745828484
10307.187222715173,20406.539509536786,6193.2160804020095
11566.00291403594,26169.081081081084,3140.5054254711595
11962.031015507751,22981.49224806201,2513.827655310621
12843.226176808266,8886.427145708583,3313.0027214998486
15531.372549019608,25516.83257918552,3307.0882981973723
13085.381479324402,11807.192174913693,3605.9886605244506
12119.936875328774,12369.821119446047,3088.5224157750463
14158.66935483871,26088.26479438315,3397.435897435897
18003.287671232876,27154.631379962197,3309.877003354454
9456.147144240078,15014.597156398106,1275.4982115482885
12013.807106598984,18500.13440860215,2811.814345991561
18993.548387096773,25225.158946412357,2089.6249669865306
12813.807531380751,15420.2718006795,2144.1176470588234
32626.544622425627,24032.261306532662,1808.6547687583957
15744.963144963143,19815.976331360947,2464.4266666666667
14380.03025718608,19010.56014692378,3414.5126663804203
25700.09765625,24964.21052631579,2625.9129914188784
18280.995475113123,25279.01748542881,3904.617291602107
21105.632716049386,21268.083182640145,2046.894409937888
9717.11397699547,13804.082840236686,2542.725913266396
17556.01023017903,14252.466574458276,2920.1270574646264
10000.804289544236,24223.946037099493,2022.420382165605
18639.70588235294,27059.17098445596,2775.235849056604
13567.6111382511,8751.515151515152,2531.442499446045
13698.289738430583,21514.336917562723,2161.782974059189
11558.747514910538,13899.465240641712,2306.5874587458748
17247.63406940063,26976.845943482225,3034.2145244606504
12164.614614614617,20687.80053428317,2021.8022515409305
15579.061784897023,22381.06565176023,2201.3897662665822
16120.410490307868,24163.65767878077,4418.291431503335
12800.935125657512,32604.0061633282,1591.4658480429778
9826.40094711918,10698.284080076262,2959.16694886556
23906.382978723406,14100.064102564102,3478.1292749658
28860.17410228509,24993.57298474945,2709.8503207412687
11656.618962432916,24248.63297431649,2506.3129722921917
22426.91771269177,14803.345280764635,2531.805157593123
20455.1753635586,12485.813366960909,1430.892002128037
12156.552962298025,14813.460131675203,2592.924187725632
13609.398099260825,25179.090029041625,2132.655770347631
14426.663306451614,26356.67870036101,3568.286140089419
12675.776699029126,23229.667519181585,4869.418702611626
15303.719912472649,13757.621951219511,2116.612377850163
10599.908842297174,20375.539568345324,4890.8809359944935
22368.00286327845,21909.381443298967,1994.526613713138
11790.405727923628,20338.41416474211,2057.1490791438528
12125.652173913044,12489.27813163482,2034.7634763476349
16938.066095471237,18913.337547408344,6563.636363636364
26886.994535519123,22686.60245183888,3357.3408116133287
13130.752453653216,17127.169811320753,1809.906029757244
17783.074935400517,21818.788958147816,2981.1436844010136
6256.855575868373,14023.594880356148,3718.2280319535225
16242.217484008528,13315.063970284771,3306.927867151012
19209.832841691248,11771.458011334364,2892.610043397396
