lemma,shannon
der,1.6314049497498402
ein,1.423941271082644
können,1.2130075659799042
chirurgisch,0.6931471805599453
medizinisch,0.6730116670092565
umfassen,0.6931471805599453
dies,0.9002560512685369
relevant,0.6931471805599453
geben,0.6931471805599453
urologisch,0.6365141682948128
sein,1.4012766486433694
erfordern,0.6931471805599453
modern,0.5623351446188083
spielen,0.6365141682948128
neu,0.6931471805599453
beinhalten,0.6931471805599453
komplex,0.6931471805599453
müssen,0.6365141682948128
ihr,0.5623351446188083
klinisch,0.6931471805599453
