human,ashuman,asmachine
0.1166077738515901,0.14968152866242038,0.1282798833819242
0.0967032967032967,0.12923076923076923,0.12807881773399016
0.09503239740820735,0.10638297872340426,0.018292682926829267
0.10223266745005875,0.1314878892733564,0.1301775147928994
0.10590631364562118,0.12277867528271405,0.13253012048192772
0.06134969325153374,0.0912106135986733,0.012364760432766615
0.11248454882571075,0.12919896640826872,0.02194787379972565
0.11557788944723618,0.01953125,0.016042780748663103
0.10938924339106655,0.12121212121212122,0.13565891472868216
0.09378960709759189,0.12080536912751678,0.11984536082474227
0.1037037037037037,0.09688013136288999,0.10837438423645321
0.11166253101736973,0.11650485436893204,0.09183673469387756
0.10362047440699126,0.11774461028192372,0.0228494623655914
0.11356932153392331,0.12345679012345678,0.11556240369799692
0.10803324099722991,0.1166936790923825,0.1271186440677966
0.09483793517406963,0.11070110701107011,0.10526315789473684
0.09349593495934959,0.06753812636165578,0.12265758091993186
0.10384615384615385,0.11639344262295082,0.12417218543046357
0.10315186246418338,0.11282051282051282,0.09010339734121123
0.10022271714922049,0.10606060606060606,0.11018363939899833
0.10663198959687907,0.12291350531107739,0.013333333333333334
0.1267605633802817,0.11282051282051282,0.11475409836065574
0.09049773755656108,0.10917721518987342,0.10929853181076672
0.10201342281879194,0.11764705882352941,0.11458333333333333
0.10452961672473868,0.12908777969018934,0.11714770797962648
0.09302325581395349,0.10952380952380952,0.10076335877862595
0.09691011235955056,0.13137557959814528,0.12735849056603774
0.08875128998968008,0.10806174957118353,0.01835985312117503
0.10610079575596817,0.11437908496732026,0.10476190476190476
0.09600760456273764,0.10163934426229508,0.10069790628115653
0.11545293072824156,0.13953488372093023,0.022257551669316374
0.08088235294117647,0.10317460317460317,0.11202635914332784
0.1029940119760479,0.09967320261437909,0.10947712418300654
0.1079136690647482,0.1254295532646048,0.11418685121107267
0.0912,0.11092715231788079,0.10909090909090909
0.1035548686244204,0.12828947368421054,0.11813643926788686
0.02048857368006304,0.06962663975782038,0.07472527472527472
0.10948905109489052,0.12146422628951747,0.01507537688442211
0.11961057023643949,0.11708860759493671,0.1408
0.10098522167487685,0.12436974789915967,0.1420863309352518
0.1122754491017964,0.1142433234421365,0.12462006079027356
0.10213414634146341,0.10979228486646884,0.01440922190201729
0.1192443919716647,0.09309309309309309,0.11235955056179775
0.10062893081761007,0.11694915254237288,0.09354413702239789
0.10737179487179487,0.12773109243697478,0.12333333333333334
0.09238451935081149,0.12658227848101267,0.08483290488431877
0.11261261261261261,0.1337386018237082,0.13302034428794993
0.09655172413793103,0.0998439937597504,0.09957924263674614
0.09183673469387756,0.11627906976744186,0.10963455149501661
0.10241657077100115,0.020432692307692308,0.128
0.1,0.1,0.13793103448275862
0.1005586592178771,0.10445205479452055,0.07827102803738317
0.08961038961038961,0.10849056603773585,0.11892797319932999
0.08681672025723473,0.11655405405405406,0.10491803278688525
0.11697247706422019,0.15594855305466238,0.015625
0.1031055900621118,0.11864406779661017,0.023166023166023165
0.11235955056179775,0.1111111111111111,0.12589413447782546
0.08165225744476465,0.11559888579387187,0.07720144752714113
0.08823529411764706,0.12145110410094637,0.12477718360071301
0.0893371757925072,0.1056782334384858,0.11248073959938366
0.10892586989409984,0.11661341853035144,0.11643835616438356
0.1,0.1132404181184669,0.09057971014492754
0.10614525139664804,0.11513157894736842,0.11589403973509933
0.09274873524451939,0.11394302848575712,0.10579710144927536
0.081203007518797,0.12135922330097088,0.10551181102362205
0.08994708994708994,0.10827067669172932,0.10776545166402536
0.0825515947467167,0.01765650080256822,0.12457912457912458
0.11014851485148515,0.10664605873261206,0.11700468018720749
0.09219858156028368,0.08415841584158416,0.11282051282051282
0.09905660377358491,0.11221122112211221,0.11591695501730104
0.08769633507853403,0.09439124487004104,0.10490693739424704
0.07072691552062868,0.09833333333333333,0.08962264150943396
0.1076923076923077,0.12808641975308643,0.08717948717948718
0.09078014184397164,0.023703703703703703,0.09210526315789473
0.09239940387481371,0.11056910569105691,0.01661631419939577
0.07858243451463791,0.10852713178294573,0.12519809825673534
0.09618104667609619,0.11730205278592376,0.12338593974175036
0.06913183279742766,0.11519198664440734,0.1278538812785388
0.09152542372881356,0.12837837837837837,0.13432835820895522
0.11397058823529412,0.02506265664160401,0.1357615894039735
0.11004126547455295,0.11314984709480122,0.11965811965811966
0.10473457675753228,0.1111111111111111,0.12560386473429952
0.095,0.1025260029717682,0.12741935483870967
0.10009017132551848,0.12030798845043311,0.08352402745995423
0.08076225045372051,0.10932475884244373,0.08442330558858502
0.11847672778561354,0.12578616352201258,0.1329394387001477
0.11461794019933555,0.11519198664440734,0.13277310924369748
0.11655629139072848,0.022106631989596878,0.0782051282051282
0.10403726708074534,0.11506849315068493,0.09198813056379822
0.08430232558139535,0.12168486739469579,0.11589403973509933
0.08433734939759036,0.14104372355430184,0.10517529215358931
0.11557788944723618,0.10093167701863354,0.11944869831546708
0.08508287292817679,0.1123882503192848,0.10432190760059612
0.11372549019607843,0.11205432937181664,0.12057877813504823
0.11782945736434108,0.11363636363636363,0.12748344370860928
0.1137370753323486,0.10815047021943573,0.09828393135725429
0.10749185667752444,0.11370716510903427,0.10207336523125997
0.11891891891891893,0.025280898876404494,0.11074380165289256
0.060209424083769635,0.09104704097116843,0.10393700787401575
0.11254019292604502,0.1353637901861252,0.12013536379018612
0.10454545454545454,0.12585499316005472,0.1202113606340819
0.09208400646203554,0.07718696397941681,0.10606060606060606
0.0992835209825998,0.08373786407766991,0.08244680851063829
0.10676835081029552,0.1132286995515695,0.06815203145478375
0.0970464135021097,0.12432432432432433,0.11294416243654823
0.11721907841552143,0.10693970420932879,0.12410986775178026
0.0920314253647587,0.0995405819295559,0.11976744186046512
0.11019283746556474,0.10655737704918032,0.10653753026634383
0.12011173184357542,0.10884353741496598,0.09770114942528736
0.11166875784190715,0.11428571428571428,0.102803738317757
0.08666666666666667,0.14332784184514002,0.09273182957393483
0.12297734627831715,0.10806174957118353,0.09953343701399689
0.11382978723404255,0.07862679955703211,0.09477521263669501
0.13869625520110956,0.09256661991584852,0.08859060402684564
0.12802768166089964,0.128125,0.10571923743500866
0.11649580615097857,0.11098130841121495,0.10628019323671498
0.116991643454039,0.10040160642570281,0.10824742268041238
0.10072992700729927,0.11261872455902307,0.10465116279069768
0.08500590318772137,0.1095360824742268,0.08739495798319327
0.10941176470588235,0.1092964824120603,0.09868421052631579
0.11621621621621622,0.11557788944723618,0.10902896081771721
0.10801393728222997,0.07740324594257178,0.08104575163398693
0.13333333333333333,0.13548387096774195,0.1187214611872146
0.11831726555652936,0.10770975056689343,0.0754017305315204
0.11475409836065574,0.10945273631840796,0.0880503144654088
0.11871657754010695,0.10495283018867925,0.07838179519595449
0.10465116279069768,0.12421580928481807,0.09314359637774904
0.11979166666666667,0.10584343991179714,0.08740359897172237
0.11635220125786164,0.10229885057471265,0.0774818401937046
0.09841534612176814,0.08971553610503283,0.12395543175487465
0.09877800407331976,0.08427672955974842,0.08969696969696969
0.09011627906976744,0.0953020134228188,0.10552763819095477
0.09439834024896265,0.1226252158894646,0.08163265306122448
0.09818731117824774,0.10158311345646438,0.08238276299112801
0.1030818278427205,0.11868390129259694,0.08214285714285714
0.13713592233009708,0.10372340425531915,0.08604954367666232
0.13893805309734514,0.1024390243902439,0.08092485549132948
0.11443433029908973,0.12709030100334448,0.11095100864553314
0.10781990521327015,0.08791208791208792,0.11933174224343675
0.10574712643678161,0.12131715771230503,0.1345646437994723
0.11125,0.0835509138381201,0.10478654592496765
0.10575635876840696,0.11311053984575835,0.08104395604395605
