ashuman,asmachine,human
18499.903567984573,15441.41610087294,3720.783847980998
17368.9238210399,15539.568345323742,2993.9123979213064
30589.123867069487,22847.432024169186,4709.503470368393
15832.67441860465,31240.384615384613,6101.264755480607
8038.491110043249,22104.263093788064,7752.372262773722
18400.10787486516,29541.969330104923,4432.174688057041
9891.84008762322,16575.870069605568,4009.0909090909095
22802.048655569783,12388.898836168308,1981.130615888129
22238.20895522388,23815.384615384617,2974.0981607560207
15489.86272439282,14840.698869475847,3458.454003407155
13648.393194706994,9191.200308761096,4343.704802521787
14022.319474835886,15065.318503538929,4340.192113245703
17383.66080661841,13122.459436379162,3771.551724137931
16391.539245667685,13950.191277735272,5900.704225352113
20275.86206896552,21004.166666666664,5089.571263035921
12412.123974475842,25157.55395683453,4366.67476317707
16920.662100456622,14843.310208126855,3379.1774731381997
24238.709677419352,23928.699551569505,3744.929552965733
16207.420924574208,25854.70085470085,3110.224453989957
23395.14687100894,14788.33138856476,4369.604386995692
10730.374592833876,11890.602189781022,4665.060240963855
18923.185011709604,14771.111111111111,5330.026809651474
14612.512716174975,22476.119402985078,4086.515238642898
18195.01246882793,13457.943925233643,3088.258575197889
15470.631970260223,8632.263374485596,3663.745019920319
25178.278145695363,22012.43016759777,5398.808379780896
13333.416252072968,22047.98685291701,3260.0315402137726
17863.75143843498,13551.075268817203,6302.946593001841
15303.403403403405,15828.100113765644,3940.235236461652
10561.451363870305,14269.979919678715,3761.538461538461
13009.977661950856,14771.111111111111,3389.00029489826
17446.838407494142,24630.54187192118,3362.2885413341846
15831.818181818182,18110.657894736843,2809.3837408643867
28673.659889094262,21186.206896551725,4305.926696126852
19316.62087912088,32953.1914893617,3355.329557157569
15567.25082146769,8272.007722007722,5228.1621621621625
12304.997882253285,9002.197802197803,3038.116805721096
22288.360450563203,16047.17416378316,3326.726492391728
14201.24481327801,13470.967741935485,3554.210940574577
17298.96587383661,15014.597156398106,2401.9462884731443
10749.040867389493,13979.538300104932,4533.569154580828
14356.831119544591,15761.27562642369,4501.560926485397
16310.224719101125,19556.04938271605,4583.330253187951
8421.606453875833,17116.56942823804,2420.707292123337
13797.00897308076,9912.963988919668,4969.742883379247
30008.62068965517,18925.032938076416,5275.235253614873
20057.5101488498,18262.98701298701,3106.2942854513667
15776.0162601626,15940.959409594094,5444.64609800363
22144.93580599144,11394.225941422594,3532.0311178758666
19234.82993197279,8914.014801110083,3693.430120371221
14048.45154845155,11161.658986175114,2246.938891412994
24662.420382165605,16327.710843373496,3231.578329518108
14227.692307692309,15514.593535749264,4167.820279295689
14704.399585921325,16951.5587529976,4171.895973154363
16629.48038176034,10848.941368078176,4293.031657001616
9053.827751196171,17021.437125748504,4094.142362827484
21575.691411935957,11563.355635615027,2876.306963898205
17096.309111880048,23338.86925795053,3437.367752856538
24824.91389207807,18551.093439363816,4246.503383822108
13011.909650924024,15008.823529411766,3144.000716332378
13448.396501457724,23211.07382550336,3780.2750180932953
16836.876355748373,18862.211421628188,3987.311729803743
20662.722646310434,21168.045112781954,3619.008453278501
17648.040033361136,18094.900221729487,3618.853929895921
9651.27157129882,32039.206534422403,4368.219527760051
16051.42857142857,7159.135949266746,4488.189306156638
16439.069767441862,10095.797280593326,3884.784784784784
12481.592039800997,8724.528301886792,3657.949673811743
18528.97091722595,17314.335260115608,4001.7683146878394
15751.8018018018,14451.609442060086,2936.504958456178
11881.21263877028,13028.92857142857,3274.7329498767463
14848.879668049793,22281.520778072503,4064.469453376206
26148.00550206327,17025.476429287864,3787.878787878788
12640.134340890008,11112.539936102236,5609.101187111362
17307.47950819672,18455.568181818184,4634.944139031743
17805.31328320802,28238.1679389313,3436.3125920471284
12189.5467160037,7479.296066252588,4255.277098614507
21937.5,27400.81227436823,1034.0914632794663
13122.48062015504,13976.371308016876,3792.960944595822
21562.90550070522,10902.577101816643,5137.939698492462
22270.144927536232,14758.982346832814,2899.1802034310003
15802.090209020904,15171.443193449337,3060.168386102217
15557.14285714286,21817.03800786369,3905.50243550424
11129.268292682927,9689.054991991456,4733.391608391608
17139.945652173912,15828.100113765644,5002.038103677448
11915.107913669066,18570.222743259084,3396.9184698608965
19408.66141732284,8750.0,3442.5977653631285
20452.983293556084,19411.247803163445,3604.693579766537
19037.37259343149,12278.326612903224,3759.5399188092015
15474.056603773584,14425.711275026344,2761.112342122756
15735.294117647058,12380.426045016076,4519.617299315494
25653.655514250317,21862.094395280237,2944.266702513779
20772.121896162527,13608.349900596422,4550.773088173841
24636.737400530503,15324.383020730502,2800.821220333415
19399.314285714285,21378.631452581038,2877.052401746725
15548.678213309026,8423.12062937063,3798.0769230769233
11424.003392705685,17256.521739130436,2325.993013326433
15420.229007633588,21056.75965665236,2097.4141774409272
12606.231454005934,9706.372132540357,3498.6666666666665
19080.354879594423,19165.792610250297,4092.035398230089
19838.29656862745,30612.07502930832,2766.5733706517394
13326.148796498906,8352.19683655536,1686.8024800708592
11219.868791002811,17306.97674418605,3818.2382242418944
26778.37127845884,18087.422934648584,2666.2313635868973
16946.492434663,20290.59367771781,3056.4356435643563
13505.103969754253,27691.46341463415,1912.9786793624507
11062.382578992314,30061.09090909091,2519.090992731622
16753.846153846156,18371.91201353638,2665.8767772511846
10479.339250493096,23004.43490701001,1656.3761845900287
14985.9392575928,18725.66371681416,2777.3171238570244
23701.20817843866,13654.153846153846,1804.795396419437
14132.446808510638,12147.13787954206,1911.762013729977
24374.66281310212,16872.727272727272,2435.2060617261136
16701.410105757932,24768.738049713196,3539.407330387315
25122.28260869565,22922.50803858521,2731.172439340619
8119.14498141264,14818.229715489988,3387.755527743012
13160.20913593836,21992.251815980628,3256.5606361829027
10499.461400359069,18615.04095309009,2185.4124419441355
7802.606382978724,11407.351555136664,2000.84909301428
16953.260123541524,11378.64768683274,3257.3242630385485
12084.831056793671,10745.058139534884,1569.6930740800258
