system,file,shannon,simpson
human,1,88.32615386899394,45.78848617868408
human,10,79.22665910308471,50.49988341384445
human,100,90.01715434732557,45.61198810096031
human,11,87.38695556954184,46.03323283633118
human,12,75.30216301867215,50.90492260514873
human,13,92.45923454706175,41.968088453851685
human,14,85.14287149159563,46.692600327295494
human,15,86.45582888589266,45.987264939250636
human,16,86.58273180615015,47.66146675360631
human,17,89.96323344423041,44.67773515179492
human,18,75.76886217615278,52.39023902105622
human,19,90.83560565087984,46.477916521324566
human,2,82.56614234432111,47.333851822505096
human,20,86.6203165897254,46.12704793788661
human,21,85.033299510051,46.61364661624246
human,22,86.2573995526941,46.11750566893424
human,23,93.9858064929736,43.53468951683237
human,24,80.10419099940168,47.862594039351855
human,25,103.2257781211547,38.872507928760214
human,26,78.80887885740366,49.50996525153271
human,27,84.83157502014727,46.23552930579633
human,28,80.25693082568196,49.189728730998574
human,29,93.27283355338278,41.87691059773816
human,3,82.82676317904767,46.67109639513479
human,30,89.96431187405001,46.84349142707192
human,31,87.10201164589544,47.5182719100474
human,32,85.67898707807912,47.08024446038686
human,33,76.88599984484024,50.943590963624594
human,34,79.7650972794886,47.5889331627968
human,35,85.9835485235651,46.645070429114135
human,36,91.37456251064307,43.093699003017186
human,37,103.45419370833623,38.62951647037427
human,38,86.44432640714051,46.09028574447531
human,39,85.58025585727033,46.758938234590005
human,4,91.50282917213775,44.64498318822535
human,40,87.78226585536333,45.61247015663548
human,41,81.80056694574701,48.659572217848954
human,42,91.09146399406332,45.264709743218795
human,43,73.98196905088606,52.10789591424606
human,44,88.95088128783333,45.515545973500664
human,45,93.22174887089517,43.94058309990571
human,46,85.1201051177407,45.77279039206642
human,47,87.385605935337,45.434750294320956
human,48,82.04216578892269,47.36705490276919
human,49,89.6037062633394,43.87676423910674
human,5,86.50375889194427,45.460132809849256
human,50,84.61035553592286,46.842182223123615
human,51,79.13929135821124,48.84650840794307
human,52,83.33544891962408,46.30141257686506
human,53,86.55339450710287,45.10763888888889
human,54,83.3109752133727,48.43980765956402
human,55,97.70265256514804,41.11081535223018
human,56,84.83941101340791,47.01094828479187
human,57,90.70283779643441,44.152366490733634
human,58,77.58181751661428,50.791455635980334
human,59,84.26790580726322,46.72215987029002
human,6,88.38609657166904,45.799641072732825
human,60,86.88894039796193,45.90340791964169
human,61,79.74640104166265,48.34823925645808
human,62,92.8769036298032,42.48178737145326
human,63,77.29738686438012,50.850055606570756
human,64,88.71785125630905,45.273366130422296
human,65,81.28619771635233,47.93570468224135
human,66,82.90577976714796,47.317558533974704
human,67,79.7705708419956,49.45738428970877
human,68,76.42703664258346,51.01279287225095
human,69,82.99431212691091,46.22543917696188
human,7,93.94932816361033,43.56785314153838
human,70,79.91838645437926,48.61146122650244
human,71,83.99303661238261,47.84292216594028
human,72,87.35191709111871,45.19685766925448
human,73,85.65375706594918,46.76652385986767
human,74,86.94358764224263,47.25303850668282
human,75,83.871780263564,47.15004583951007
human,76,87.89931828808231,45.28328066926968
human,77,81.22073126437299,48.977852780455706
human,78,90.9955464634336,44.41305187517309
human,79,86.53587663762973,46.744096740503984
human,8,77.33054021713389,51.502695556733094
human,80,85.23938513446456,46.137907770212095
human,81,82.11142492703374,48.49789085408289
human,82,78.80084021404316,48.6119362092304
human,83,74.9598351993989,50.88809894770794
human,84,92.55067522140395,42.44200102880659
human,85,82.10061614600433,47.44312571529452
human,86,86.953111822493,45.5363173141593
human,87,84.35231690802645,47.84369586224091
human,88,101.34575471214575,38.94179442491131
human,89,80.08298110106034,48.22470076952543
human,9,83.24997113451192,46.713375850340135
human,90,79.37166975968779,48.21636827018164
human,91,85.58223919219769,48.36353047811959
human,92,105.27819975377358,39.456674716677504
human,93,84.0704223921947,45.911787333981216
human,94,84.07238709084186,48.63692941023654
human,95,86.7488290002725,45.652058919270836
human,96,87.25052732546138,45.53584104938272
human,97,85.42131980243617,46.02992345657357
human,98,78.40056856632415,50.1342586900743
human,99,83.35166355765975,47.68090908396356
continue,1,92.62120441067381,42.94348904250281
