feature,human-cont,human-full,create,continue,explain
n_stop_words,345.6,324.6,182.0,58.8,130.0
alpha_ratio,0.8026019430187228,0.806571196677352,0.8688031117396772,0.8295187715102859,0.8605471277393655
mean_word_length,5.79036671853486,5.85508470272268,6.025259992316126,6.029568587261942,5.9286791322583765
doc_length,989.0,915.2,457.6,156.4,290.2
top_ngram_chr_fraction_2,0.009524284180514991,0.009390967205906875,0.017569040172672308,0.024197838566057492,0.016619037550673225
oov_ratio,0.08240154733198857,0.08911073936266001,0.05651374285978803,0.11252521578405758,0.069440300863825
token_length_mean,6.735701035121299,6.791219077698978,6.707621447195038,6.83256514411805,6.625414019980681
token_length_median,5.4,5.4,5.4,5.4,5.0
token_length_std,4.397318139192054,4.481510280112849,4.276738776085611,4.505031157703439,4.32921050288848
sentence_length_mean,17.84814965346111,17.57389142389142,12.981992337164751,16.884444444444444,16.99613442113442
sentence_length_median,15.9,15.5,12.7,15.2,16.5
sentence_length_std,9.510750986047794,9.64688190248033,4.8000086496625185,6.797406546825066,5.437554894230693
syllables_per_token_mean,2.414637216400117,2.4393755387828557,2.3123509297035323,2.4680590206734463,2.342627841111576
syllables_per_token_median,2.0,2.0,2.0,1.8,1.9
syllables_per_token_std,1.7118751990120393,1.7563845227122257,1.578398033776693,1.7378624264691105,1.6336568554223845
n_tokens,814.8,762.2,402.6,135.6,255.4
n_unique_tokens,403.4,384.8,212.8,87.2,150.0
proportion_unique_tokens,0.5164416447493835,0.5132131754658212,0.5279632136850637,0.6630471402393509,0.6213056961952967
n_characters,5591.4,5302.2,2755.2,951.2,1770.2
n_sentences,49.0,45.6,32.0,8.4,14.6
pos_prop_ADJ,0.08310294652307353,0.08589660535686358,0.08067333789265503,0.10033373779325327,0.08363796695987483
pos_prop_NOUN,0.21383153645222736,0.21339461917166544,0.24697879817677917,0.202114383711417,0.22854757265467313
pos_prop_PUNCT,0.14121483373603608,0.1388997081673728,0.11936392976605932,0.12807954912566907,0.11528248338436331
pos_prop_PROPN,0.0626684810083168,0.06522876552513575,0.029279896913585773,0.07157727403023101,0.02491759525798599
pos_prop_NUM,0.026435480622696073,0.02597689570906282,0.011880071128425403,0.01921302512700362,0.01905897494132788
pos_prop_ADV,0.06722155006711797,0.06781269442286911,0.04632598474930474,0.07935179300122945,0.058785105781968175
pos_prop_VERB,0.05864533885286336,0.05744658158794552,0.08262681037111867,0.06451711076273844,0.07202189835274445
pos_prop_PRON,0.015728174860812873,0.01642691115985421,0.02848469275055754,0.030182709585400994,0.029045085674927196
pos_prop_ADP,0.1026795510795993,0.10304469460454424,0.09250690673437945,0.07913397078994955,0.11315687205422749
pos_prop_DET,0.11942151473781186,0.1189581335156128,0.146720655183554,0.12154248008568516,0.1365864216313764
pos_prop_CCONJ,0.024784042146280744,0.026611330666391812,0.03894697648162511,0.04089902830348484,0.026979619465183825
pos_prop_SCONJ,0.00922382232993625,0.008765979283446742,0.013554202799190632,0.025261538888627894,0.024813157118638685
pos_prop_AUX,0.05025360576319789,0.04775614336327923,0.0531341908894666,0.0502615847132624,0.054284436344710016
pos_prop_PART,0.011537339519406883,0.010779422110681374,0.00945357746590189,0.019456147881138166,0.014733821052538574
pos_prop_X,0.013251782300623075,0.013001515355274607,0.004076638205136165,0.025393356643356645,0.004901960784313725
entropy,13.608802468849342,12.850375400836288,6.902889582633556,2.342558793923735,4.699290419272457
perplexity,2583394881.269155,49567487.76821594,1122.9844787541358,20.519632637690933,588.5452289678353
per_word_perplexity,1390513.9184543113,44911.92650447047,2.472465237240761,0.1054251693674518,1.539465208732312
dependency_distance_mean,3.154386337245007,3.0749469322535257,2.6228031513626986,2.9520352991063517,3.0622066743838245
dependency_distance_std,1.1724125802075238,1.1367146280590419,0.8579841824668826,0.8495909671109583,0.696203547317622
prop_adjacent_dependency_relation_mean,0.45223201064338997,0.454023934261612,0.45228282822343,0.4355565273801544,0.46035854472555293
prop_adjacent_dependency_relation_std,0.0894580466317285,0.09263889732864747,0.09452045851423777,0.10741271184131891,0.06577021211912969
flesch_reading_ease,-15.559180405712862,-17.373670376279335,-1.966610875141032,-19.100504260084666,-8.602391795490764
flesch_kincaid_grade,19.86349751837121,20.048449012955352,16.758717981995936,20.118029777280007,18.681500949359027
smog,17.861727441715004,17.832317751046144,15.557061599518969,17.734982342088784,17.30777363273263
gunning_fog,22.086384487193698,22.197504629925515,19.848410393742345,22.775468106092283,21.302049255187633
automated_readability_index,19.21922670215188,19.343587567907896,16.653893184871002,19.19360405101824,18.27376724467622
coleman_liau_index,22.119099413285326,22.398471683844935,21.31627926053104,22.3759329135302,21.386921964632993
lix,59.81923914872978,59.97301625822733,55.55009894220417,60.409747364377914,58.01656126660762
rix,7.5254832394153865,7.463016263016263,5.547524314765694,7.346666666666667,7.037995337995338
first_order_coherence,0.48953625880463203,0.48779905583875377,0.5208780012106351,0.5285818609610351,0.6109695202078805
second_order_coherence,0.487517693562348,0.48250720029226973,0.5022113010473489,0.5005284399024788,0.6045636136287993
connectives,18.8,17.8,8.2,1.6,7.4
duplicate_ngram_chr_fraction_5,0.027089975517673753,0.021806267011684567,0.07157417417543699,0.11239563265961845,0.08581954158097875
top_ngram_chr_fraction_3,0.008743599966848491,0.008162596505032222,0.020498715999944687,,0.01524629077189108
top_ngram_chr_fraction_4,0.0062738184123234,0.006273644927100183,0.036639876670197635,,0.02383939774153074
duplicate_ngram_chr_fraction_6,0.03249415565120166,0.016997525909824212,0.0517100136062578,0.09464894397151329,0.045484017227919754
duplicate_ngram_chr_fraction_7,0.019667748884007838,0.014254041684858505,0.04449234438162127,0.09464894397151329,0.034295273943956504
duplicate_ngram_chr_fraction_8,0.016274365575579257,0.008093278463648833,0.03665385752290866,0.07841353047582582,0.034295273943956504
duplicate_ngram_chr_fraction_9,0.002114748069143067,0.0031550068587105624,0.03665385752290866,0.09478924548542822,
duplicate_ngram_chr_fraction_10,,,,0.09821428571428571,
