feature,human-cont,human-full,create,continue,explain
dependency_distance_mean,3.642637006279397,3.4624487380497926,3.168771047498474,3.063171651404376,3.1994321078141246
dependency_distance_std,1.3762390707190626,1.4016216973067301,1.013777268498488,0.793365851592174,0.8368910682266995
prop_adjacent_dependency_relation_mean,0.4555214880231495,0.4591769639683941,0.4481666953513244,0.4758212614965978,0.4948189881504952
prop_adjacent_dependency_relation_std,0.08135849300026565,0.08324955740042328,0.1235216210551509,0.06642698151402163,0.07467550203661065
entropy,11.000840058815562,14.035653919843313,5.926888232089683,5.000537102001946,4.826626082566657
perplexity,609668.4531189764,5155557.210332939,599.7087050636603,280.130013120992,182.06486574372516
per_word_perplexity,566.7803410018305,4555.042105435791,1.5381348324293393,0.7879938918186035,0.600461524871435
n_stop_words,274.4,344.2,148.2,128.4,117.2
alpha_ratio,0.8474299156313068,0.8556739111228675,0.9023315248313717,0.8979326971129789,0.8941617283438792
mean_word_length,6.159448647537299,6.38565843508105,6.76121233623198,6.5853081348795355,6.612865626184839
doc_length,732.4,908.6,351.4,297.2,280.6
duplicate_ngram_chr_fraction_5,0.024526682671332345,0.09363312342951205,0.1626481405803024,0.04140626100361975,0.1358187840436436
duplicate_ngram_chr_fraction_6,0.020352489067947635,0.0816982822473435,0.1413976297507151,0.058151609553478714,0.1358187840436436
duplicate_ngram_chr_fraction_7,0.016025462733090304,0.06920372654402192,0.1413976297507151,0.058151609553478714,0.2026117926394934
duplicate_ngram_chr_fraction_8,,0.07254179582500261,0.1413976297507151,0.058151609553478714,0.2026117926394934
duplicate_ngram_chr_fraction_9,,0.06340937573367841,0.1413976297507151,0.058151609553478714,0.1669964384645825
top_ngram_chr_fraction_2,0.010417072786232098,0.013285175556318035,0.014981531889093333,0.02435183054363891,0.01628991233126189
top_ngram_chr_fraction_3,0.013021340982790125,0.01863013071563416,0.054961878572729786,0.04776479836063375,0.030604579489317923
top_ngram_chr_fraction_4,0.015477822195212921,0.014054148433833586,0.03678453084918338,,0.037989711119905
oov_ratio,0.04748320443375053,0.05263326484160617,0.04054907072508548,0.03382364804839881,0.04140170708490316
