feature,human-cont,human-full,create,continue,explain
pos_prop_NOUN,0.22084709820899984,0.2304586595978614,0.24315348655215113,0.2427077791268216,0.24443628974847256
pos_prop_ADV,0.07008867020116305,0.0660681908413421,0.057695649505690186,0.058508013190991345,0.05463696387249154
pos_prop_VERB,0.055147731180522595,0.05581806763763131,0.07281837996630187,0.0839928273043947,0.08051644159510066
pos_prop_PUNCT,0.12849658068188588,0.1237256789889107,0.10579636186933203,0.11583867968972009,0.11088980550119235
pos_prop_DET,0.1096563437472718,0.11301540899869893,0.1314074964621411,0.13156158678182428,0.13871979881370272
pos_prop_ADJ,0.09033673842093601,0.09341236107781538,0.08984596388835749,0.07838949172071151,0.0832113207665413
pos_prop_CCONJ,0.047472146795154754,0.04822317142430677,0.055174769755407096,0.04926766524015273,0.05057724158950864
pos_prop_AUX,0.034724507645918376,0.03364439497202827,0.04341542499856875,0.04470370899269504,0.03940659736696817
pos_prop_SCONJ,0.013170998120048644,0.013107697501112292,0.018343340175771456,0.020599864309183775,0.019928036345041675
pos_prop_PART,0.010409797977164903,0.009994023702455198,0.017871416914608054,0.023402828570472996,0.020657133047057186
pos_prop_ADP,0.10645957510447993,0.10825125495664445,0.10320860224638581,0.09411419829636294,0.09771037387634447
pos_prop_PROPN,0.06922109284947772,0.06348272769937,0.03622313555437808,0.03424002070721501,0.03724153633051938
pos_prop_PRON,0.022769776986192806,0.021229993374435145,0.020416950285070918,0.017607055942027827,0.030937180067978833
pos_prop_X,0.0141081238877514,0.013614974673571676,0.018307846709881885,0.018912853384847852,0.006358180062796592
flesch_reading_ease,-26.71292388169407,-31.479965893442312,-36.903462208836984,-31.195736489790402,-31.891452097655524
flesch_kincaid_grade,23.100214353333428,23.25982319902721,23.430392344842637,22.03641427772511,22.579240679429
smog,20.185390237679577,19.832856261523865,19.627532581688342,18.402535917412422,19.14509746294261
gunning_fog,24.631270172060926,24.363332192179804,24.747491611735494,23.320556709326855,23.977269096018013
automated_readability_index,24.020705857706655,23.957496546965977,23.572171753641463,22.052119767098567,22.793614131050703
coleman_liau_index,24.290584194803053,25.406069132083015,26.26090674834443,25.67591123954795,25.611098391867095
lix,68.17406222227365,67.19973028972663,67.04724805015715,62.37784078969277,65.56672366722418
rix,10.694013263425028,10.075731843733628,9.42902711323764,7.89073593073593,9.07326330532213
first_order_coherence,0.5766300790845095,0.5574624010891466,0.6901211749895342,0.7099199703099067,0.6956971528484175
second_order_coherence,0.5489973635539818,0.528966281263368,0.697144947184157,0.7074765455073271,0.7067325410898775
entropy,11.000840058815562,14.035653919843313,7.105013049097858,5.173114229784596,5.103894887542053
perplexity,609668.4531189764,5155557.210332939,5649.035593536529,341.0321184533817,1001.1341490822435
