feature,human-cont,human-full,create,continue,explain
dependency_distance_mean,3.154386337245007,3.0749469322535257,2.963486785367471,3.260088352482982,3.1841616412252423
dependency_distance_std,1.1724125802075238,1.1367146280590419,0.8977246257953485,0.6694509403749453,0.9504083056198841
prop_adjacent_dependency_relation_mean,0.45223201064338997,0.454023934261612,0.43957968115887197,0.44661915681597336,0.4427505064726615
prop_adjacent_dependency_relation_std,0.0894580466317285,0.09263889732864747,0.0962384989080611,0.09645167695313278,0.09193751593465391
entropy,13.608802468849342,12.850375400836288,6.513246505247484,2.090046879117496,5.7475123320230495
perplexity,2583394881.269155,49567487.76821594,940.7477082436093,15.61519750505354,380.6114695043135
per_word_perplexity,1390513.9184543113,44911.926504470466,2.019088399004139,0.08305236682109195,1.0505785035191182
token_length_mean,6.735701035121299,6.791219077698978,6.634119791994044,6.795923905103439,6.87659683540644
token_length_median,5.4,5.4,5.4,5.6,6.0
token_length_std,4.397318139192054,4.481510280112849,4.22069913224103,4.401810842159625,4.378791775029724
sentence_length_mean,17.84814965346111,17.57389142389142,16.72552348613469,18.35333333333333,16.718645510835916
sentence_length_median,15.9,15.5,16.5,17.8,16.5
sentence_length_std,9.510750986047794,9.64688190248033,6.564694057801755,5.549674413392646,5.717946106623682
syllables_per_token_mean,2.414637216400117,2.4393755387828557,2.315419748789556,2.4414102575218872,2.4131974553653164
syllables_per_token_median,2.0,2.0,2.0,1.6,2.0
syllables_per_token_std,1.7118751990120393,1.7563845227122257,1.557642949134126,1.7418466744167211,1.6643702476426334
n_tokens,814.8,762.2,376.8,123.8,318.4
n_unique_tokens,403.4,384.8,206.8,82.0,186.0
proportion_unique_tokens,0.5164416447493835,0.5132131754658212,0.5530602335134708,0.7003653645114853,0.5840741353165666
n_characters,5591.4,5302.2,2566.4,883.8,2237.6
n_sentences,49.0,45.6,22.8,7.0,20.0
first_order_coherence,0.489536258804632,0.48779905583875377,0.5852644961028571,0.630258642964893,0.6428500502166318
second_order_coherence,0.4875176935623481,0.48250720029226973,0.5470440521773589,0.6360868008931477,0.619947455147443
pos_prop_ADJ,0.08310294652307353,0.08589660535686358,0.09594376639642131,0.09567460379542499,0.08109243776843059
pos_prop_NOUN,0.21383153645222736,0.21339461917166544,0.23226602071983504,0.20269517960652328,0.2110421865770796
pos_prop_PUNCT,0.14121483373603608,0.1388997081673728,0.11609505592863494,0.13520323350094368,0.13148821618347178
pos_prop_ADP,0.1026795510795993,0.10304469460454424,0.08643938354676439,0.08634243329545052,0.08887483696952612
pos_prop_DET,0.11942151473781186,0.1189581335156128,0.15215814363717367,0.11311083646163649,0.13780605748332259
pos_prop_VERB,0.05864533885286336,0.05744658158794552,0.08328823354512709,0.07555658791790029,0.08035787579538112
pos_prop_PRON,0.015728174860812877,0.01642691115985421,0.029849309185282596,0.019385791640066995,0.024623674734048848
pos_prop_CCONJ,0.024784042146280744,0.02661133066639182,0.03673509914801871,0.03894839073553219,0.031592109669213525
pos_prop_AUX,0.05025360576319789,0.04775614336327923,0.0394462730578555,0.06111552367318716,0.07436660106038177
pos_prop_SCONJ,0.00922382232993625,0.008765979283446742,0.02192192315732753,0.017545586204672652,0.02085458205558936
pos_prop_ADV,0.06722155006711797,0.06781269442286911,0.04564798600706389,0.0657786322239609,0.07742202169847158
pos_prop_PROPN,0.0626684810083168,0.06522876552513575,0.030778095315408805,0.09849058459278587,0.01974889201948283
pos_prop_PART,0.011537339519406883,0.010779422110681374,0.012714366186207882,0.022896507147608474,0.013092715325927238
pos_prop_NUM,0.026435480622696066,0.02597689570906282,0.016068805565243025,0.040271442874624544,0.006102777021006376
flesch_reading_ease,-15.559180405712862,-17.373670376279335,-6.025917086023123,-18.33694111968498,-14.290929917404213
flesch_kincaid_grade,19.86349751837121,20.048449012955352,18.25490719530929,20.376441038758273,19.406001722536747
smog,17.861727441715004,17.832317751046144,17.550752604870034,18.15534846912447,17.439929199737456
gunning_fog,22.086384487193698,22.197504629925515,21.980398216199113,22.899194769143328,21.83474802392654
automated_readability_index,19.21922670215188,19.343587567907896,18.17946596335929,19.755468259703868,19.31809385018229
coleman_liau_index,22.119099413285326,22.398471683844935,21.409835601962715,22.40424486410799,22.777945050440913
lix,59.81923914872978,59.97301625822733,58.800610012287095,61.141345963667206,59.244411355058105
rix,7.5254832394153865,7.463016263016263,7.063420648395182,7.7647619047619045,7.163126074991399
n_stop_words,345.6,324.6,170.2,56.6,160.2
alpha_ratio,0.8026019430187228,0.806571196677352,0.8652302331444993,0.8317786332250547,0.8620653231886756
mean_word_length,5.79036671853486,5.85508470272268,5.969430725734446,6.001060213561554,6.102212605455797
doc_length,989.0,915.2,427.2,143.0,366.8
duplicate_ngram_chr_fraction_5,0.027089975517673753,0.021806267011684567,0.07051316822512428,0.07636363636363637,0.01968951154865581
duplicate_ngram_chr_fraction_6,0.03249415565120166,0.016997525909824212,0.06180454840361091,,0.01968951154865581
top_ngram_chr_fraction_2,0.009524284180514991,0.009390967205906875,0.012785506618716774,0.012543493247744578,0.014124015273195362
top_ngram_chr_fraction_3,0.008743599966848491,0.008162596505032222,0.013396704257810471,0.018404907975460124,0.019489414886575976
top_ngram_chr_fraction_4,0.0062738184123234,0.0062736449271001814,0.02234086544859973,,
oov_ratio,0.08240154733198857,0.08911073936266001,0.050294594547399055,0.09541286410689812,0.07327491279158034
connectives,18.8,17.8,8.2,3.2,10.4
pos_prop_X,0.013251782300623075,0.013001515355274607,0.006435499527807038,0.011814407199270635,0.004592618404779817
duplicate_ngram_chr_fraction_7,0.019667748884007838,0.014254041684858505,0.02348993288590604,,
duplicate_ngram_chr_fraction_8,0.016274365575579257,0.008093278463648833,,,
duplicate_ngram_chr_fraction_9,0.002114748069143067,0.0031550068587105624,,,
