feature,human-cont,human-full,create,continue,explain
token_length_mean,4.754412465953871,4.78420256908895,5.312255685073493,5.048860556220353,5.062254043500195
token_length_median,4.0,4.0,4.6,4.2,4.6
token_length_std,2.58454813587933,2.6084498260782,2.9186512773349724,2.7985590936952995,2.670324986872062
sentence_length_mean,17.69752898442554,17.84823222723631,19.248229677299445,21.806134453781514,18.363333333333333
sentence_length_median,16.1,16.5,18.8,22.0,17.4
sentence_length_std,9.918759480444805,10.244008881968176,6.11375174804565,5.7543223557206025,5.065636425570308
syllables_per_token_mean,1.4174160863915384,1.4250949894797809,1.6006777121156812,1.5131550992017488,1.5002612580127492
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.7557932208295709,0.7582717955522706,0.9050792163428287,0.8252274173832376,0.7936870803614777
n_tokens,809.0,771.0,531.6,393.6,246.0
n_unique_tokens,388.0,377.4,272.4,199.2,144.8
proportion_unique_tokens,0.49823210721426303,0.4939554664232304,0.5173381169208131,0.5098107971520103,0.5999784764349735
n_characters,4032.8,3868.6,2876.2,2038.0,1280.4
n_sentences,46.6,43.8,28.0,18.2,14.0
first_order_coherence,0.699184052701176,0.691734142128047,0.8202451362010663,0.8590476166444478,0.791795657340508
second_order_coherence,0.6931388570265795,0.6814316966897481,0.8182625003984665,0.8547774451792629,0.7783297048538232
entropy,29.360051410553563,27.305917778086666,18.504133538604773,14.024373313915982,8.04994657130558
perplexity,3.791158480217688e+19,133227262302141.66,364582397780.5753,62307375.42314428,19292.594854677845
per_word_perplexity,2.4985959713175104e+16,117802400442.2001,382975120.0645626,103927.87978357772,55.808979092918925
flesch_reading_ease,68.95860717208396,68.1560081793657,51.880712432554446,56.68885213694382,61.2741142387881
flesch_kincaid_grade,8.037546123346115,8.186931444483577,10.804806577111822,10.76962260755543,9.274782844550444
smog,10.765889230074105,10.861049718966111,13.465945678194725,12.993612212789401,11.39580121793251
gunning_fog,11.127776759452725,11.249921234950937,14.607806457864593,14.268318600133085,11.927508304566578
automated_readability_index,9.8120472068555,10.027710214027111,13.214839115345876,13.253200446688618,11.594883211552588
coleman_liau_index,10.458347018803874,10.657270992568948,13.882084179003893,12.51605389559352,12.301766229162997
lix,42.62443319612216,43.29921766317547,53.16033733324902,51.35868432025509,47.882528139844666
rix,4.411282280937454,4.53817615742525,6.59290205918113,6.533403361344537,5.494999999999999
pos_prop_VERB,0.11895899763062823,0.11555727011134884,0.11857656119667519,0.1248214249649587,0.12702422414405412
pos_prop_DET,0.08146412901020078,0.08144362949169878,0.10278625436562114,0.08754857266794264,0.09403978259378727
pos_prop_ADJ,0.05395462546063272,0.05460771501700677,0.07720794967586293,0.06646052182462035,0.0586108598095476
pos_prop_PROPN,0.09001795831074474,0.10208340663229645,0.046385036065694725,0.03187372396301238,0.09031036304376046
