feature,human-cont,human-full,create,continue,explain
pos_prop_ADJ,0.1157373950177663,0.1184146632125446,0.13613893011649186,0.1302595505012774,0.11582460882434012
pos_prop_NOUN,0.262011337013806,0.26357895114563423,0.2896392075129436,0.2911461503796544,0.2850204931520076
pos_prop_PUNCT,0.11194903066791513,0.1150132899818084,0.11839593004619835,0.09952599059423038,0.13349007278656214
pos_prop_ADP,0.10240758493687581,0.10468855658511038,0.11625088279135357,0.12080426978300196,0.10624442366101468
pos_prop_DET,0.07135930622520523,0.07069360820942987,0.06373970985166603,0.07108135261047585,0.061833982212797
pos_prop_PROPN,0.04928171839399246,0.046204781749419194,0.028272396914191044,0.01985617381525453,0.04273072636100568
pos_prop_NUM,0.03493227460615203,0.037255016889878714,0.022958451279768286,0.004824710193010549,0.020885111156327428
pos_prop_ADV,0.029441629608198395,0.02621670011243445,0.02357369983306773,0.02583544460286668,0.025825368066361605
pos_prop_AUX,0.04490848985912985,0.043675330659520416,0.024053096110711342,0.03136070919440671,0.025897490732753735
pos_prop_VERB,0.07990628559397929,0.07804564046664157,0.09912512902366832,0.1121007129807394,0.09334869091175246
pos_prop_PART,0.013915608043668043,0.011982547243469867,0.012810247625263987,0.020291929380338098,0.01235297652319329
pos_prop_CCONJ,0.04405549809078648,0.04447068029814935,0.027762403968818232,0.0318274273845342,0.0352008121598351
pos_prop_PRON,0.02821693435946341,0.028901611669807693,0.025816760274487517,0.03078281973165673,0.028473493535107825
pos_prop_SCONJ,0.005056142262115102,0.004928427274358739,0.00660733090070945,0.010137757384330325,0.008167734000371319
n_stop_words,240.8,272.6,213.6,171.8,171.4
alpha_ratio,0.8493134697469715,0.8423526478523335,0.8522302414252401,0.8920490582720788,0.8420751232315308
mean_word_length,4.67468152363434,4.632753395688501,5.1586969915933585,5.359537396534133,4.92570793769945
doc_length,708.0,806.6,698.6,502.2,547.6
duplicate_ngram_chr_fraction_5,0.03262798973247509,0.03502425282688551,0.023025911844586206,,0.040530002447057865
top_ngram_chr_fraction_2,0.011263907987809027,0.00890269631794608,0.009227603491208155,0.007953919944639194,0.017549604447293872
top_ngram_chr_fraction_3,0.01383122743314818,0.012070768525094661,0.01151371375249781,0.012955753463916093,0.015711531908003375
token_length_mean,5.192488368287437,5.164609322461341,5.784354814978885,5.898899515455293,5.592763601158765
token_length_median,4.4,4.3,5.2,5.0,4.8
token_length_std,3.0255642883542224,3.016769778916288,3.175114873496689,3.177254150706492,3.1293188282315416
sentence_length_mean,17.528181818181817,17.786440911499735,22.05287356321839,20.28144927536232,20.396392156862746
sentence_length_median,16.0,16.2,21.1,19.3,18.1
sentence_length_std,9.316440051222063,9.658256934783914,10.110344428230304,7.25231324458409,10.277690239334623
syllables_per_token_mean,1.5920187217821862,1.5850659052261473,1.7841666148601623,1.782581934611881,1.6900995509462142
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.945399335473911,0.9336820855559216,1.0420386703882696,1.0455102730821022,1.0074936610833891
n_tokens,615.0,698.8,606.8,446.6,467.8
n_unique_tokens,317.8,354.6,341.2,269.0,271.2
proportion_unique_tokens,0.5261531581966009,0.5154188102021711,0.5658998036012844,0.6058927668777742,0.578386198767556
n_characters,3317.6,3744.8,3600.4,2699.0,2707.4
n_sentences,35.0,39.2,27.4,22.0,23.2
entropy,17.738623023836475,20.171205681141544,15.024400298678,11.448199030674461,12.945516585969283
perplexity,480510677342.34796,2898385063214.1357,10544716.943981985,183933.25006386708,601193.1290652975
per_word_perplexity,409825487.6984886,2354367170.5423136,13540.074815258824,343.79867590623576,1024.1368877427396
dependency_distance_mean,2.6132781039646518,2.62953712495458,2.9170536079903515,2.7120936735952186,2.847171724414259
dependency_distance_std,0.7065888655883917,0.7626821857031245,0.7255717418487042,0.6004255558266508,0.7630653820043238
prop_adjacent_dependency_relation_mean,0.4609573641905748,0.46387422589782945,0.46073222128140356,0.4769260695442707,0.45872889429528757
prop_adjacent_dependency_relation_std,0.0789245459413449,0.08022839369171306,0.06515937779035905,0.07436697381061966,0.0782604622245956
first_order_coherence,0.7277512274990954,0.7258468392204938,0.7509591906690999,0.8087514572070121,0.7550369486320709
second_order_coherence,0.7038824158062829,0.7037731310702015,0.7509919270853234,0.8051983768362193,0.7435742278187014
flesch_reading_ease,54.359111591772525,54.68518689269574,33.51083771616362,35.44289731734214,43.15023995073461
flesch_kincaid_grade,10.031811826120707,10.050489637153436,14.063786745005089,13.3542320458115,12.3077676423418
smog,12.57175232786581,12.61836601358136,15.917503399764072,15.256454377537528,14.131591551810583
gunning_fog,13.332055887031554,13.377445896466957,17.988501395763585,17.01311848959898,15.48255129529726
automated_readability_index,11.790711123724737,11.788530364542783,16.84074796015974,16.494541355475594,15.110112639889156
coleman_liau_index,13.009770804220228,12.881091693673966,16.84758553974591,17.420540627869777,15.61023475731741
lix,48.27262638214256,48.51796693734217,61.992835648961645,61.94585836719178,56.63878258439977
rix,5.389638998682477,5.462080096903626,8.816940339354133,8.47937198067633,7.379529411764706
connectives,12.4,13.4,13.0,13.0,12.8
pos_prop_X,,0.0008116883116883117,,,
pos_prop_SYM,0.008525956651183102,0.007209821049318562,0.007558851550246388,0.005649717514124294,0.007840026527616695
duplicate_ngram_chr_fraction_6,0.027339010835125133,0.029759965807841765,0.018805702253978117,,0.04079151003300064
duplicate_ngram_chr_fraction_7,0.03294398105035557,0.027408479329063252,0.030804597701149426,,0.03366138525581704
duplicate_ngram_chr_fraction_8,0.0338812894946085,0.02776697101097539,0.030804597701149426,,0.05118411000763942
oov_ratio,0.015479236819393222,0.014992514844178451,0.007174639691516972,0.0032473840764103827,0.007321947208532853
top_ngram_chr_fraction_4,0.017650528090830894,0.01657148147059962,0.010547616653980383,0.020335700451904453,
duplicate_ngram_chr_fraction_9,0.06254545454545454,0.05052878965922444,0.030804597701149426,,
duplicate_ngram_chr_fraction_10,0.06254545454545454,0.05052878965922444,,,
pos_prop_INTJ,,,0.0016025641025641025,,
