feature,human-cont,human-full,create,continue,explain
second_order_coherence,0.4875176935623481,0.4825072002922698,0.48323606815586917,0.5568641963113277,0.6426963770051116
entropy,13.608802468849342,12.85037540083629,6.609942774544942,2.9495449310494988,6.140932678269732
perplexity,2583394881.269155,49567487.76821594,1560.6231855530273,64.31097464358292,622.0029810545147
per_word_perplexity,1390513.9184543113,44911.926504470466,3.3002823094191798,0.25673095792732253,1.631738786890661
token_length_mean,6.735701035121299,6.791219077698978,6.709753078602932,6.721012768872219,6.705754101333561
token_length_median,5.4,5.4,5.2,5.0,5.4
token_length_std,4.397318139192054,4.481510280112849,4.310052510823012,4.5328613265374,4.290533476723401
sentence_length_mean,17.84814965346111,17.57389142389142,13.58210965031174,16.678571428571427,18.319539043687648
sentence_length_median,15.9,15.5,13.2,16.8,17.6
sentence_length_std,9.510750986047794,9.64688190248033,6.227754610687223,5.178054849232902,5.937326103862159
syllables_per_token_mean,2.414637216400117,2.4393755387828557,2.3305255132162195,2.395372392382893,2.3830663198543123
syllables_per_token_median,2.0,2.0,2.0,1.8,1.8
syllables_per_token_std,1.7118751990120393,1.7563845227122257,1.6010554738128904,1.727458606032323,1.647985949350062
n_tokens,814.8,762.2,383.2,150.2,333.2
n_unique_tokens,403.4,384.8,204.0,96.2,179.4
proportion_unique_tokens,0.5164416447493835,0.5132131754658212,0.535973794775819,0.6704142398305333,0.5386923146692062
n_characters,5591.4,5302.2,2622.4,1039.6,2280.6
n_sentences,49.0,45.6,28.8,9.2,18.2
connectives,18.8,17.8,6.6,4.0,11.4
duplicate_ngram_chr_fraction_6,0.03249415565120166,0.016997525909824212,0.03904332321063881,0.056568814903171484,0.07809928250670836
duplicate_ngram_chr_fraction_7,0.019667748884007838,0.014254041684858505,0.05481748130001676,0.07072691552062868,0.07036661197370643
duplicate_ngram_chr_fraction_8,0.016274365575579257,0.008093278463648833,0.05481748130001676,0.07072691552062868,0.062122232811276976
duplicate_ngram_chr_fraction_9,0.002114748069143067,0.0031550068587105624,0.05481748130001676,,0.05394990366088632
duplicate_ngram_chr_fraction_10,,,0.0720360180090045,,0.05394990366088632
