feature,human-cont,human-full,create,continue,explain
dependency_distance_mean,2.7349215465601127,2.7116088370025255,2.7852090228750916,2.794424652381375,2.84635617981867
dependency_distance_std,0.7822446575677684,0.7946408404004707,0.566037413726843,0.46364525270200724,0.510853363188099
prop_adjacent_dependency_relation_mean,0.4202941566912778,0.4303031086876995,0.45655301159921924,0.4547889041937815,0.4585415873112428
prop_adjacent_dependency_relation_std,0.10136769326548004,0.09981169130973569,0.06362593499736854,0.05704153501173019,0.07115442324440409
token_length_mean,4.754412465953871,4.78420256908895,5.1706760400398055,5.09381571371475,5.1302624339246465
token_length_median,4.0,4.0,4.6,4.4,4.4
token_length_std,2.58454813587933,2.6084498260782,2.8058322882490208,2.7848653813556794,2.797529100423359
sentence_length_mean,17.69752898442554,17.84823222723631,20.34133897963299,20.62114774114774,20.228910256410256
sentence_length_median,16.1,16.5,19.7,21.2,19.1
sentence_length_std,9.918759480444805,10.244008881968176,6.685706185498198,5.75762910797314,5.00659936692199
syllables_per_token_mean,1.4174160863915384,1.4250949894797809,1.5446474363675646,1.5179884722917616,1.5301050791539648
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.7557932208295709,0.7582717955522706,0.8537026352585215,0.7986127445495734,0.8326797037735965
n_tokens,809.0,771.0,540.4,388.2,281.8
n_unique_tokens,388.0,377.4,286.8,209.8,161.0
proportion_unique_tokens,0.49823210721426303,0.4939554664232304,0.5377049723623527,0.5408067811470192,0.5809318935835269
n_characters,4032.8,3868.6,2881.8,2036.2,1471.0
n_sentences,46.6,43.8,27.2,19.2,13.8
first_order_coherence,0.699184052701176,0.691734142128047,0.8156010128003046,0.8366877598020684,0.8100069997991834
second_order_coherence,0.6931388570265795,0.6814316966897481,0.8025268073111278,0.8261086609214544,0.8051691533623637
entropy,29.360051410553563,27.305917778086666,18.733369144430633,13.548345519400048,9.005010782919939
perplexity,3.791158480217688e+19,133227262302141.66,194759377048.55396,3154023.403792497,44414.98485507581
per_word_perplexity,2.4985959713175104e+16,117802400442.2001,207743841.67664358,6425.016533450997,116.26723492434671
flesch_reading_ease,68.95860717208396,68.1560081793657,55.51136781897655,57.482710286852026,56.855766393318184
flesch_kincaid_grade,8.037546123346115,8.186931444483577,10.56996195119413,10.364511592090409,10.354514934016787
smog,10.765889230074105,10.861049718966111,12.828502608189575,12.496403708844664,12.416549282284413
gunning_fog,11.127776759452725,11.249921234950937,13.832113764922383,13.633253106348771,13.335784284164143
automated_readability_index,9.8120472068555,10.027710214027111,13.094553638403976,12.872445882170343,12.847991191990213
coleman_liau_index,10.458347018803874,10.657270992568948,13.138801953867164,12.69995179916908,12.874683628693944
lix,42.62443319612216,43.29921766317547,51.99877850906353,50.994511767612,50.8166810727638
