feature,human-cont,human-full,create,continue,explain
pos_prop_PUNCT,0.11194903066791513,0.1150132899818084,0.13663298093343273,0.11909498612763454,0.14730870178372105
pos_prop_DET,0.07135930622520523,0.07069360820942987,0.08291314407748387,0.0925607860306378,0.08446988422833662
pos_prop_NUM,0.03493227460615203,0.037255016889878714,0.020778409737143268,0.008398411922212823,0.017236762865175788
pos_prop_ADJ,0.1157373950177663,0.1184146632125446,0.13066949644914946,0.12170998879488812,0.11739705872470838
pos_prop_ADV,0.029441629608198395,0.02621670011243445,0.01852491836710816,0.023282198367689404,0.019655338877263707
pos_prop_ADP,0.10240758493687581,0.10468855658511038,0.10154341124317671,0.08857087766606618,0.08944490559019293
pos_prop_VERB,0.07990628559397929,0.07804564046664157,0.08891699317608577,0.10720346798398131,0.08960157836478189
pos_prop_AUX,0.04490848985912985,0.043675330659520416,0.03353162281878196,0.035062205549213604,0.04046838816322496
pos_prop_PRON,0.02821693435946341,0.028901611669807693,0.028553946540678832,0.024528196820182584,0.02442487513669319
pos_prop_PROPN,0.049281718393992466,0.04620478174941919,0.025991608635272622,0.010899896663129864,0.034789314596242585
pos_prop_SCONJ,0.005056142262115102,0.004928427274358738,0.004019653769629478,0.010681153385239039,0.005047274474354938
pos_prop_SYM,0.008525956651183102,0.007209821049318562,0.007057540986806811,0.0024626277581430893,0.010876074567758139
pos_prop_PART,0.013915608043668043,0.011982547243469867,0.01388133941726164,0.03085081819481114,0.013923045814198001
pos_prop_CCONJ,0.04405549809078648,0.04447068029814935,0.04274969107111691,0.04727229985896323,0.04534891857856831
flesch_reading_ease,54.359111591772525,54.68518689269574,45.02807977532417,37.95632530585216,48.53056128465018
flesch_kincaid_grade,10.031811826120707,10.050489637153436,11.361531190743808,12.7130295858848,11.021243253818795
smog,12.57175232786581,12.61836601358136,13.697205112258342,14.70353754864983,13.24308262175882
gunning_fog,13.332055887031554,13.377445896466957,14.862096848369191,16.245644403753406,14.241350350993562
automated_readability_index,11.790711123724737,11.788530364542783,13.361288165570153,15.376589485407624,12.956775485768343
coleman_liau_index,13.009770804220228,12.881091693673966,14.925059934287763,16.657779083804776,14.117055138410034
lix,48.27262638214256,48.51796693734217,54.47666982955923,59.930332628924795,52.40204275254238
rix,5.389638998682477,5.462080096903626,6.532516071562725,7.837368421052631,6.252255107264181
token_length_mean,5.192488368287437,5.164609322461341,5.513881981626161,5.785733058147725,5.364653840212683
token_length_median,4.4,4.3,5.0,5.2,4.4
token_length_std,3.0255642883542224,3.016769778916288,3.148924313502785,3.1808776918835244,3.0700676864393865
sentence_length_mean,17.528181818181817,17.786440911499735,17.641808064221856,19.11157356306367,18.238511796733214
sentence_length_median,16.0,16.2,17.3,19.1,17.0
sentence_length_std,9.316440051222063,9.658256934783914,7.3910297981781925,5.940128922799291,8.448887798609542
syllables_per_token_mean,1.5920187217821862,1.5850659052261473,1.7009513598048542,1.7669081268042344,1.6523918350078677
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.945399335473911,0.9336820855559216,1.0000332194954897,1.0341597172270256,0.9876949506597384
n_tokens,615.0,698.8,515.6,378.4,448.8
n_unique_tokens,317.8,354.6,277.6,207.4,242.2
proportion_unique_tokens,0.5261531581966009,0.5154188102021711,0.539216764469332,0.5513167146345148,0.5444007304355518
n_characters,3317.6,3744.8,2936.4,2253.0,2483.8
n_sentences,35.0,39.2,29.4,19.8,24.8
connectives,12.4,13.4,7.4,7.8,8.8
top_ngram_chr_fraction_4,0.017650528090830894,0.01657148147059962,0.008907951171230617,,0.0166865315852205
pos_prop_X,,0.0008116883116883117,,,
duplicate_ngram_chr_fraction_9,0.06254545454545454,0.05052878965922444,,,0.03396901072705602
duplicate_ngram_chr_fraction_10,0.06254545454545454,0.05052878965922444,,,0.03396901072705602
proportion_ellipsis,,,,1.0,
