feature,human-cont,human-full,create,continue,explain
first_order_coherence,0.7277512274990954,0.7258468392204938,0.7781247863521548,0.8558607168606562,0.7883861962509602
second_order_coherence,0.7038824158062829,0.7037731310702015,0.7580275697895986,0.8535843126936342,0.7816336754550639
entropy,17.738623023836475,20.171205681141544,16.933556114856827,13.12777790013248,15.543639320431373
perplexity,480510677342.34784,2898385063214.1357,46815184.046891525,1450898.8000127864,21553283.159561157
per_word_perplexity,409825487.6984886,2354367170.5423136,73018.9757508212,2990.505962819111,36279.876592812325
n_stop_words,240.8,272.6,200.8,157.6,180.6
alpha_ratio,0.8493134697469715,0.8423526478523335,0.8370562731003547,0.8710184207835097,0.8302781966809448
mean_word_length,4.67468152363434,4.632753395688501,4.8518558695836305,5.1635736333254805,4.671599482584805
doc_length,708.0,806.6,604.8,435.8,532.4
duplicate_ngram_chr_fraction_5,0.03262798973247509,0.03502425282688551,0.03816520620054148,0.01531803608284188,0.0733494102246177
duplicate_ngram_chr_fraction_6,0.027339010835125133,0.029759965807841765,0.02487882613559266,,0.061311356023819805
duplicate_ngram_chr_fraction_7,0.03294398105035557,0.027408479329063252,0.01803500829727803,,0.0768772348033373
duplicate_ngram_chr_fraction_8,0.0338812894946085,0.02776697101097539,0.01803500829727803,,0.05780691299165673
top_ngram_chr_fraction_2,0.011263907987809027,0.00890269631794608,0.014388877482300033,0.022753518671567323,0.02197472870423276
top_ngram_chr_fraction_3,0.01383122743314818,0.012070768525094661,0.017698525761760057,0.02494212390932763,0.019005929665568893
oov_ratio,0.015479236819393224,0.014992514844178451,0.004276274131824992,0.002796252669974348,0.004703027127622878
dependency_distance_mean,2.6132781039646518,2.62953712495458,2.7445086849473816,2.7349879902346794,2.811944892079608
dependency_distance_std,0.7065888655883917,0.7626821857031245,0.7219314580698382,0.5159405051881863,0.7125468767874993
prop_adjacent_dependency_relation_mean,0.4609573641905748,0.46387422589782945,0.4579122216505927,0.4452910534459362,0.4479935370687211
prop_adjacent_dependency_relation_std,0.0789245459413449,0.08022839369171306,0.07874037057521391,0.0592247188181846,0.06982786173562976
pos_prop_NOUN,0.26201133701380597,0.26357895114563423,0.26786218992552036,0.2865752363106519,0.2675429778703054
