human,ashuman,asmachine
3.0449085775292524,2.941813854511065,3.0194237122802168
2.93296831817204,3.2558565136678626,3.232241045908379
3.1474884707444737,3.6581983108018434,3.8093788005769453
3.2349550165920573,3.4208905457025076,3.7490818175495937
3.3898899694958176,3.1034414034175346,3.271967769426649
2.998758658564881,3.2471155046783533,3.2932383010896995
3.0247599822495683,3.0535247557290623,3.108826745318418
3.176029763583884,3.2515479946038357,3.219210679399489
3.1593403343181348,3.3339204520908217,3.540400934288404
3.0131989203367073,3.161159399721493,3.2083649506805023
3.301918042050517,3.329408261333084,3.7519680744457813
3.444846644175603,3.3426385486723107,3.5698057431011927
3.319888937660767,3.6884279455607034,3.403944631263903
3.2782609525064053,3.7923164470986266,3.9755112657072944
3.390631218761944,3.3621108406922713,3.1918698373871393
3.1588186128823725,3.059333669547603,3.1184593777976195
3.2096917662951543,3.630095631130188,3.27629414437116
3.2902175968077585,3.363023004848249,3.3906040353776503
3.1534838518848383,3.213350727412985,3.130173996755759
3.3357399477193868,3.294987944503921,3.130209997092359
3.0761659747742316,3.17194906325428,3.2382296182757955
2.9788109293494793,3.8824106528911906,3.791339744679303
3.0671501676084785,3.2159483503215625,3.8193355825484665
3.1299113801828176,3.2049024004608766,3.7966132305523947
3.217806443000171,3.1810957897185426,3.710576375895146
3.213650209031656,3.1922796479395963,3.5516875358098274
2.9348631756978727,3.2232331386209983,3.6882691352151493
3.0603502659009476,3.427464661816,3.9115131146145643
2.886431735429605,3.055438646009015,3.5976134649592355
3.192059466861036,3.4713973453102853,3.2484861090727546
2.9316926371705025,3.7141428957758293,3.18215510481672
2.8303096135342054,3.2867292442758727,3.0836128256072217
3.424952799243451,3.2102392432821785,3.655940668048499
3.061283500867793,2.9976347716501937,3.3640238762455774
3.2763827079915875,3.1961939726204607,3.7921183636727216
2.8680175311127805,3.3006569347409633,3.460787998437229
3.107572666802999,3.265902244438399,3.7152617768772496
2.839811338316425,3.1146584714363126,3.308379386454096
2.9850574586066063,3.335305037513204,3.118029798345564
3.4762686453772966,3.3403305760853392,3.453494619391299
2.931762590207013,3.6000254170524433,3.00715982350151
3.505956700895762,3.1785316110792894,3.9485414462172455
3.5452584042893296,3.3727485121116807,3.525446156138576
3.1560610151899096,3.504376519415292,3.860128612039996
3.2016308173798893,3.3462578490926385,3.7644246438650324
3.195151595159486,3.2272998018190875,3.319603006183905
3.2576767247382827,3.48158047082209,3.7898341438154453
3.6343072113148596,3.2875049738811573,3.817403239314675
3.5614996951980022,3.220458667385713,3.7604298762555843
3.627071497339669,3.28045992632061,3.3277760658393567
3.074311259815782,3.206474874683588,3.964929162709735
3.016718344353844,3.989903354481115,3.100361760646427
2.9305158827669437,3.201214019678933,3.5101189392072083
3.171860647706625,3.266163307933618,3.2031101496156826
3.170977188576289,3.846452880937149,3.337756808299148
3.13598411352451,3.5838853041794114,3.633324950997077
3.20836509392031,3.3060918747404715,3.8014767718773963
3.0919171543379833,3.600644064769443,3.015837305621648
3.156589455091327,3.2429117242258383,3.31477611685699
3.141838562452164,3.358582346553828,3.210012879125875
3.080474149811084,3.180707264983356,3.767900546504277
2.766316884773226,3.2608934141260617,3.7259666124363022
4.149483127628961,3.3656147288699994,3.8707120766659804
3.185121357944046,3.258690073444715,3.0682728712906893
3.129757074836885,3.1160411038512654,3.6704191434359243
3.0787887948369073,3.214824295919531,3.5866200729692896
3.0988669185374835,3.184623513553356,3.880178130488709
3.11983254391014,3.174263942480428,2.981429924947146
3.0768054148383515,3.392464556245335,3.446256812646813
3.3067653804252863,3.164642170661401,3.09843783687611
2.9734084587089415,3.1646025722308826,3.7210083492769574
2.914015361090816,3.563086649273828,3.287149690044123
2.9815923021043123,2.8052259289211268,3.267550217639185
3.1727382084460416,3.0793921254628422,3.5960646257286544
3.6398628017597288,3.1807404860983075,3.626161207050962
3.225084063578037,3.2224530744038637,3.638004156217582
3.3374329484986136,3.2823370627901562,3.7729771630707334
3.1510082044132197,3.43436443116108,3.5492930805037526
3.1671589851613464,3.4985971993653107,3.3237497860662155
3.459715391820197,3.2632745910867285,3.692128650687343
2.964733630759636,3.1623315605477864,3.065749440457514
2.9104257573401027,3.0973857155634303,3.034804397505796
3.1404021840289653,3.103178783366621,3.5485561655072684
2.8679885196951753,3.1636985449795163,3.460366104845402
3.378080875870144,3.575027869134317,3.424437458359553
3.0365570752809843,3.0704021540760915,3.6491678507621006
3.2079222024878944,3.266659762418387,3.2906943101762844
3.0443808234157848,3.0935953856269403,3.68509615261804
3.3752000397964523,3.2100562451363337,3.438337302109873
3.3844072270196452,3.3962187030226505,3.951148592050644
3.376857471754834,3.1804753674872717,3.253275709706867
3.106419984534383,3.146470398695854,3.2063923922709
3.2413904950020997,3.703853130683373,3.683334220375563
3.076025140892356,3.623787143666914,3.1639033080308256
3.2839710856845463,3.2563788692248443,3.5698280360071184
3.253731143170939,3.227509469038086,3.377614125865691
3.5281342248247225,3.511712785783834,3.984536642831198
3.3411128623300668,3.0681097822406813,3.3695868509690863
3.1132135752999823,3.1699648982277258,3.785849473502954
3.0923990057241477,3.0742050366139955,3.4298104233852293
