gpt,human
220,299
225,237
289,346
198,310
188,256
153,232
234,346
177,251
235,285
193,212
183,282
177,227
193,273
182,228
223,268
283,309
189,300
144,237
202,251
158,254
213,231
200,200
201,261
144,241
214,251
176,276
215,278
169,239
198,271
199,310
230,259
216,285
197,273
199,288
204,225
212,272
211,329
192,234
212,236
170,222
215,280
210,280
218,257
180,254
217,250
247,259
199,219
220,334
170,257
199,239
203,259
144,192
231,286
216,241
194,252
197,293
217,255
214,276
240,291
163,255
195,260
252,278
194,310
178,241
235,261
204,224
202,189
229,254
216,291
185,289
205,223
186,268
226,322
255,307
193,263
218,260
190,247
164,318
247,400
212,250
192,231
217,263
203,229
165,237
223,292
200,291
160,253
190,283
218,261
181,281
200,289
206,242
188,217
203,220
217,240
219,255
198,292
159,240
179,251
225,271
