system,file,TTR,Yules,MTLD
continue,1,59.0,5429.19,131.01
continue,10,65.13,9170.53,274.59
continue,100,57.01,4632.75,149.1
continue,11,58.12,4933.39,140.09
continue,12,60.03,8172.5,225.0
continue,13,57.73,5863.41,180.63
continue,14,64.19,7224.86,184.99
continue,15,50.54,4487.2,194.73
continue,16,57.74,4985.94,177.77
continue,17,53.61,3848.75,112.3
continue,18,53.7,4558.89,203.97
continue,19,59.22,6529.68,186.62
continue,2,62.31,7300.14,182.35
continue,20,52.22,4788.52,201.0
continue,21,55.68,5211.84,150.75
continue,22,56.99,6021.04,196.89
continue,23,61.83,7557.14,188.92
continue,24,62.4,6723.99,192.8
continue,25,55.6,4417.0,148.89
continue,26,62.5,7608.7,202.95
continue,27,65.81,9310.62,235.92
continue,28,59.48,6336.63,165.62
continue,29,53.96,4814.33,162.45
continue,3,51.06,3863.18,170.1
continue,30,50.96,4567.94,180.85
continue,31,60.6,5882.85,190.41
continue,32,52.85,4875.7,160.27
continue,33,60.61,7658.06,198.68
continue,34,54.24,4532.03,178.22
continue,35,58.56,5994.61,193.87
continue,36,62.05,6690.56,188.79
continue,37,52.19,3988.01,162.74
continue,38,61.68,6757.57,194.58
continue,39,59.22,6022.68,162.02
continue,4,59.23,4730.78,167.34
continue,40,55.5,4823.64,167.29
continue,41,49.9,3869.59,166.85
continue,42,55.42,5108.89,172.09
continue,43,62.4,5758.68,150.5
continue,44,57.78,5447.97,170.06
continue,45,59.83,5147.28,159.74
continue,46,57.64,4778.98,148.19
continue,47,55.75,4077.08,118.03
continue,48,54.94,4560.58,153.46
continue,49,62.18,6236.63,163.09
continue,5,55.51,6194.02,237.12
continue,50,62.92,6916.57,164.72
continue,51,59.2,6341.63,187.58
continue,52,60.57,6122.46,185.03
continue,53,60.69,5809.43,183.77
continue,54,61.1,6746.52,195.12
continue,55,59.01,5233.16,147.08
continue,56,64.88,8611.45,213.96
continue,57,58.08,6450.07,174.33
continue,58,59.88,6635.58,194.28
continue,59,50.0,3799.46,174.53
continue,6,46.35,3135.4,137.86
continue,60,63.85,7355.5,212.4
continue,61,55.34,4029.02,142.87
continue,62,62.01,6324.09,165.62
continue,63,60.65,6871.1,209.22
continue,64,54.11,5313.76,213.7
continue,65,58.75,5022.67,160.12
