system,file,TTR,Yules,MTLD
continue,1,53.51,4996.3,156.98
continue,10,49.88,3880.57,149.61
continue,100,56.88,6395.17,198.63
continue,11,46.6,3531.28,166.74
continue,12,44.68,3470.53,156.96
continue,13,61.96,7474.18,215.5
continue,14,58.94,5797.38,157.68
continue,15,48.97,3878.11,166.25
continue,16,57.75,5925.11,171.07
continue,17,52.52,4657.62,186.77
continue,18,54.77,4608.73,181.44
continue,19,62.59,7977.87,203.83
continue,2,52.66,4754.89,168.96
continue,20,50.11,4352.69,178.67
continue,21,51.63,5142.51,196.68
continue,22,62.62,7773.02,215.14
continue,23,48.06,3300.71,173.2
continue,24,57.35,6499.34,221.12
continue,25,52.21,3991.08,154.58
continue,26,52.42,4782.13,179.53
continue,27,48.76,3845.08,165.98
continue,28,54.9,5285.26,216.61
continue,29,56.25,5297.84,191.44
continue,3,53.11,5458.81,208.01
continue,30,53.73,5287.59,183.9
continue,31,57.92,5419.72,126.93
continue,32,64.64,9267.21,202.56
continue,33,51.61,4162.73,179.2
continue,34,51.27,4245.01,137.71
continue,35,52.57,5359.85,152.88
continue,36,49.21,2992.7,115.97
continue,37,50.73,3836.6,141.18
continue,38,52.02,4618.0,195.65
continue,39,52.22,3724.19,119.94
continue,4,55.7,5195.59,177.87
continue,40,54.49,5690.13,178.79
continue,41,54.65,5194.21,157.36
continue,42,55.2,5968.34,162.24
continue,43,51.62,4406.23,164.74
continue,44,55.88,5723.55,200.0
continue,45,49.65,4323.28,170.72
continue,46,57.74,6601.67,229.33
continue,47,58.85,5813.93,158.29
continue,48,52.98,4936.15,177.86
continue,49,60.16,6898.94,178.9
continue,5,53.79,5005.17,196.48
continue,50,52.71,5016.55,191.08
continue,51,49.54,4353.0,186.12
continue,52,59.8,7221.49,207.45
continue,53,53.11,5035.42,165.23
continue,54,60.38,7991.39,252.59
continue,55,63.0,7681.11,186.26
continue,56,63.14,7291.42,181.81
continue,57,56.55,6271.9,231.82
continue,58,61.18,6559.57,190.09
continue,59,54.28,5021.62,176.44
continue,6,51.77,4884.57,205.76
continue,60,55.65,5350.95,181.7
continue,61,60.37,6303.44,177.33
continue,62,58.37,6479.5,193.77
continue,63,50.41,3930.59,172.6
continue,64,64.85,8269.53,210.01
continue,65,49.32,3698.94,143.55
continue,66,54.22,5531.04,193.79
continue,67,53.38,4851.16,188.34
continue,68,52.13,5640.42,177.33
continue,69,61.17,7427.02,187.15
continue,7,53.88,5288.64,219.77
continue,70,56.19,6583.95,201.48
continue,71,50.11,4068.61,176.5
continue,72,50.16,4301.62,179.45
continue,73,53.95,5294.4,206.28
continue,74,41.55,2968.1,204.93
continue,75,58.34,6512.39,209.58
continue,76,52.81,5235.06,189.93
continue,77,53.4,5327.46,206.95
continue,78,60.65,6295.88,203.64
continue,79,52.71,5696.02,216.75
continue,8,60.88,7500.49,201.57
continue,80,62.79,7753.03,209.02
continue,81,50.0,3755.04,170.17
continue,82,53.94,5710.06,187.26
continue,83,55.4,5597.77,218.21
continue,84,49.44,4168.07,188.87
continue,85,47.69,3489.66,189.04
continue,86,52.35,5672.02,229.91
continue,87,49.35,4162.19,182.94
continue,88,52.08,5660.97,180.22
continue,89,64.43,9161.72,249.5
continue,9,51.5,4467.07,158.42
continue,90,56.61,6043.33,185.94
continue,91,55.56,6155.13,224.26
continue,92,53.35,5128.86,168.26
continue,93,49.83,3780.99,152.94
continue,94,49.39,4532.52,171.31
continue,95,59.6,5807.76,142.82
continue,96,59.77,5682.99,157.75
continue,97,48.55,3410.41,159.31
continue,98,62.78,7081.49,176.05
continue,99,49.42,4406.27,213.75
create,1,56.83,5609.48,179.38
create,10,49.48,4142.16,171.88
create,100,53.6,5076.95,175.13
create,11,59.88,6866.95,175.74
create,12,44.87,3936.53,223.49
create,13,52.02,4980.93,193.36
create,14,56.43,6558.72,203.71
create,15,65.87,9634.97,256.54
create,16,51.46,4684.92,186.91
create,17,54.86,5608.49,193.05
create,18,59.22,6687.39,196.23
create,19,53.21,4841.51,175.46
create,2,56.43,6769.79,229.0
create,20,44.64,2881.34,156.27
create,21,54.88,5403.53,156.37
create,22,55.3,5394.94,181.83
create,23,50.4,3939.13,183.3
create,24,52.58,4775.26,184.2
create,25,62.1,7510.67,155.96
create,26,58.1,6815.94,204.26
create,27,54.71,5981.29,219.46
create,28,54.79,4838.57,185.05
create,29,57.25,7561.23,243.32
create,3,51.65,5294.69,196.81
create,30,52.58,5438.39,187.02
create,31,54.93,5231.02,192.2
create,32,57.34,6029.91,193.0
create,33,53.25,5433.99,200.43
create,34,52.91,4392.26,162.99
create,35,58.82,6864.62,199.91
create,36,58.82,5369.93,179.38
create,37,51.6,4549.39,183.81
create,38,51.0,4277.42,172.91
create,39,52.29,4251.91,183.7
create,4,51.1,4668.75,158.5
create,40,55.09,7275.09,191.3
create,41,44.85,3197.32,150.79
create,42,53.71,5567.75,186.9
create,43,58.33,7548.46,230.5
create,44,55.99,5902.18,225.52
create,45,57.34,5763.15,195.39
create,46,53.12,5457.91,153.31
