system,file,TTR,Yules,MTLD
continue,1,65.33,8648.04,210.06
continue,10,62.04,6364.89,177.3
continue,100,61.16,5716.84,176.34
continue,11,56.38,4712.51,139.15
continue,12,60.55,5964.98,162.15
continue,13,62.59,7248.86,188.43
continue,14,62.68,8024.91,201.19
continue,15,61.22,7149.68,192.33
continue,16,49.68,3585.64,152.41
continue,17,63.54,8238.3,217.72
continue,18,63.49,7881.16,226.33
continue,19,64.0,7481.51,195.57
continue,2,60.58,7193.91,207.85
continue,20,60.96,6677.69,176.82
continue,21,57.24,5430.3,170.47
continue,22,54.32,5122.74,191.69
continue,23,62.67,6884.36,157.23
continue,24,61.28,6229.54,183.77
continue,25,49.6,4475.91,187.65
continue,26,59.19,6689.29,189.68
continue,27,61.21,7254.46,159.26
continue,28,66.13,9331.25,264.25
continue,29,64.31,7951.1,238.5
continue,3,61.88,6613.9,179.86
continue,30,58.57,6204.51,180.49
continue,31,63.14,8420.31,238.66
continue,32,61.29,7012.23,177.23
continue,33,65.14,8506.68,215.85
continue,34,65.18,8495.46,196.06
continue,35,62.13,7060.82,195.57
continue,36,57.92,5146.98,154.37
continue,37,58.08,5409.49,170.52
continue,38,61.79,6450.82,152.4
continue,39,55.83,6510.78,218.83
continue,4,65.19,9317.17,210.96
continue,40,55.98,4693.91,142.17
continue,41,65.01,8274.87,211.2
continue,42,55.38,3861.45,128.64
continue,43,61.84,6125.69,158.07
continue,44,61.99,6731.08,193.45
continue,45,56.75,6388.35,247.99
continue,46,49.17,3800.12,175.05
continue,47,63.01,6784.84,188.97
continue,48,65.98,10988.45,284.78
continue,49,66.48,9716.65,280.02
continue,5,66.67,8867.63,217.3
continue,50,66.79,8310.08,183.41
continue,51,58.89,5557.2,157.15
continue,52,63.09,7665.64,207.21
continue,53,59.58,6384.5,190.15
continue,54,63.72,7172.92,193.54
continue,55,59.83,5920.12,159.33
continue,56,58.8,5799.76,181.29
continue,57,51.83,4542.0,165.14
continue,58,59.41,6015.57,144.5
continue,59,64.44,7254.48,165.99
continue,6,63.13,6867.63,189.95
continue,60,63.57,6665.68,183.59
continue,61,67.18,8725.07,209.2
continue,62,60.95,6886.17,180.58
continue,63,59.77,6097.13,169.97
continue,64,61.18,7392.78,186.97
continue,65,65.36,9335.23,262.51
continue,66,60.41,6707.32,174.13
continue,67,62.48,7205.04,203.41
continue,68,65.95,8564.78,235.29
continue,69,60.56,6581.57,158.66
continue,7,67.18,9386.97,258.36
continue,70,50.92,4516.2,170.68
continue,71,63.41,7482.25,205.11
continue,72,61.55,6322.06,172.99
continue,73,64.53,6776.86,167.18
continue,74,55.61,5805.52,233.28
continue,75,59.44,5725.5,175.09
continue,76,59.97,7497.84,209.02
continue,77,65.28,9431.29,209.5
continue,78,59.17,6582.64,199.04
continue,79,58.41,5394.52,219.58
continue,8,54.18,4945.38,168.54
continue,80,63.58,6122.32,160.95
continue,81,64.22,7898.13,239.8
continue,82,59.86,6976.0,197.97
continue,83,62.97,6570.76,161.32
continue,84,54.37,4265.68,137.81
continue,85,65.4,8613.42,196.02
continue,86,52.5,4234.63,178.22
continue,87,49.14,3946.52,185.39
continue,88,63.07,7617.38,235.91
continue,89,58.23,5045.45,158.68
continue,9,63.11,7463.3,165.61
continue,90,50.49,4157.99,158.46
continue,91,60.71,5872.14,179.91
continue,92,60.97,6212.73,168.17
continue,93,60.75,5565.18,180.55
continue,94,64.19,9132.23,212.1
continue,95,62.27,6868.15,173.37
continue,96,56.43,5744.68,177.1
continue,97,60.83,7703.94,247.09
continue,98,57.12,5171.57,148.32
continue,99,70.4,11959.85,271.22
create,1,66.61,11160.71,288.6
create,10,66.9,11444.7,250.85
create,100,64.87,9375.91,221.87
create,11,64.71,8750.28,226.21
create,12,68.8,10962.03,265.07
create,13,70.09,12242.8,299.71
create,14,64.54,9792.83,229.72
create,15,68.72,13248.05,332.71
create,16,62.07,8049.83,173.79
create,17,64.52,9012.52,241.04
create,18,67.89,10542.37,245.77
create,19,66.38,11959.18,347.65
create,2,61.99,6692.79,166.67
create,20,65.18,8779.75,246.18
create,21,66.38,8813.66,213.7
create,22,67.09,10725.84,304.39
create,23,61.33,7401.48,193.87
create,24,69.7,12563.75,315.53
create,25,60.86,7015.93,203.84
create,26,67.44,10023.8,260.58
create,27,67.99,12831.03,331.41
create,28,66.51,11070.37,346.81
create,29,65.06,9002.54,247.04
create,3,65.23,9006.46,245.44
create,30,63.04,7076.04,205.94
create,31,69.96,11868.31,308.15
create,32,65.4,9813.46,230.95
create,33,69.35,13616.28,289.3
create,34,61.61,7186.22,209.8
create,35,67.35,9434.92,253.68
create,36,66.67,9210.96,241.1
create,37,67.22,10193.75,265.02
create,38,63.72,7936.07,225.24
create,39,64.44,9550.17,232.87
create,4,66.47,8381.25,199.25
create,40,64.68,9108.5,200.08
create,41,65.7,8266.87,236.22
create,42,67.32,8754.79,201.51
create,43,66.73,10403.7,297.16
create,44,63.56,8946.9,221.38
create,45,62.05,6989.14,195.36
create,46,66.44,10184.28,303.64
create,47,64.7,9497.68,242.78
create,48,70.53,14942.98,349.03
create,49,66.5,9864.47,252.1
create,5,65.16,9570.12,251.15
create,50,62.75,8105.61,200.72
create,51,64.49,8782.14,203.26
create,52,64.81,9898.04,238.71
create,53,67.02,10710.54,237.24
create,54,54.96,6246.0,195.78
create,55,67.48,10642.53,284.48
create,56,66.39,10270.82,299.94
create,57,66.5,11273.89,311.4
create,58,65.4,9531.15,244.47
create,59,64.7,10318.56,247.26
create,6,60.37,7273.47,217.44
create,60,68.32,12807.8,276.83
create,61,66.61,8884.5,213.05
create,62,67.26,7878.12,208.12
create,63,63.44,8124.76,217.94
create,64,67.46,10798.31,264.64
create,65,68.28,13111.71,283.91
create,66,67.88,10055.27,269.81
create,67,63.15,8168.33,260.03
create,68,69.3,11811.13,303.63
create,69,63.38,7491.33,205.22
create,7,64.64,8568.64,227.93
create,70,65.05,9559.13,223.43
create,71,63.48,8389.48,185.39
create,72,59.18,7726.92,282.0
create,73,66.56,10432.94,222.87
create,74,69.5,12940.41,362.39
create,75,67.08,9838.42,264.17
create,76,63.12,8868.63,203.65
create,77,60.67,7636.77,191.54
create,78,61.71,8066.56,221.92
create,79,62.16,7144.36,211.1
create,8,65.7,9831.25,217.67
create,80,62.5,7632.14,234.18
create,81,64.38,9521.86,223.71
create,82,69.38,9991.77,271.89
create,83,68.24,10387.66,283.55
create,84,63.85,10009.93,227.67
create,85,62.45,8428.14,251.81
create,86,63.56,7586.78,211.33
create,87,66.0,9529.69,280.43
create,88,65.81,8835.78,262.88
create,89,63.67,8646.91,193.45
create,9,65.01,9775.03,201.19
create,90,67.82,10076.21,247.18
create,91,64.1,8629.99,281.61
create,92,67.63,10273.73,265.97
create,93,67.45,11569.05,270.9
create,94,66.19,9478.36,236.83
create,95,63.79,8785.03,208.63
create,96,67.01,11338.83,305.64
create,97,69.1,12457.19,318.93
create,98,67.6,9681.35,241.96
create,99,65.3,8606.33,225.2
explain,1,52.4,4298.55,170.28
explain,10,47.35,3339.34,166.06
explain,100,41.55,2521.45,151.42
explain,11,48.26,3943.01,157.59
explain,12,48.52,3687.01,167.24
explain,13,49.08,3496.01,168.12
explain,14,56.75,5195.64,143.47
explain,15,49.78,3223.26,126.32
explain,16,52.35,3910.73,160.22
explain,17,58.19,5585.98,142.02
explain,18,53.76,4737.5,152.0
explain,19,50.67,4011.34,158.27
explain,2,59.77,5809.43,172.03
explain,20,54.49,5481.87,189.3
explain,21,52.13,4775.53,159.41
explain,22,48.88,2968.24,150.85
explain,23,45.04,2783.44,123.34
explain,24,50.96,3870.71,126.88
explain,25,51.14,4458.42,178.48
explain,26,49.82,4076.7,148.72
explain,27,47.31,2746.86,105.81
explain,28,49.61,3744.34,141.41
explain,29,50.2,4047.41,153.33
explain,3,47.26,3422.2,166.83
explain,30,56.83,5391.79,176.35
explain,31,60.95,7183.16,173.45
explain,32,46.08,3139.19,134.9
explain,33,50.07,4010.67,143.18
explain,34,52.63,5063.15,168.22
explain,35,47.54,3411.45,133.51
explain,36,59.31,5701.32,143.97
explain,37,52.89,4433.32,164.01
explain,38,50.61,3594.86,145.13
