,human-full,continue,human-cont,explain,create
pos_prop_ADP,0.11875,0.08465608465608465,0.11307420494699646,0.10378912685337727,0.12849162011173185
pos_prop_VERB,0.07604166666666666,0.13227513227513227,0.07538280329799764,0.08731466227347612,0.09124767225325885
pos_prop_ADV,0.022916666666666665,0.031746031746031744,0.024734982332155476,0.016474464579901153,0.0148975791433892
pos_prop_CCONJ,0.042708333333333334,0.05026455026455026,0.04240282685512368,0.04612850082372323,0.04283054003724395
pos_prop_PRON,0.013541666666666667,0.026455026455026454,0.012956419316843345,0.008237232289950576,0.0148975791433892
pos_prop_AUX,0.04375,0.042328042328042326,0.043580683156654886,0.04118616144975288,0.03165735567970205
pos_prop_SCONJ,0.004166666666666667,0.015873015873015872,0.0035335689045936395,0.0016474464579901153,0.00186219739292365
pos_prop_PART,0.008333333333333333,0.03439153439153439,0.009422850412249705,0.009884678747940691,0.0074487895716946
pos_prop_SYM,0.004166666666666667,,0.004711425206124852,,0.0037243947858473
flesch_reading_ease,55.8368735849057,44.1087406015038,54.37897179627606,56.32305617977528,49.65933917197455
flesch_kincaid_grade,9.684541509433963,11.500294486215537,9.89218054034319,9.825408239700376,10.511758416742495
smog,12.446307210317908,13.776415006240082,12.602617957971052,12.516099999999998,12.964793036080376
gunning_fog,13.057584905660377,14.930827067669174,13.270159425581113,13.18741573033708,13.77740370033364
automated_readability_index,11.383148584905662,14.017998120300753,11.743576122672515,11.752078651685395,12.020714285714284
coleman_liau_index,12.832405660377358,15.741190476190479,13.273360107095048,12.851011235955056,13.70046709129511
lix,47.738301886792456,55.77944862155388,48.57031154922721,46.63895131086142,49.30550500454959
rix,5.22,6.7368421052631575,5.363636363636363,5.133333333333334,5.464285714285714
token_length_mean,5.16627358490566,5.648809523809524,5.240963855421687,5.155430711610487,5.316348195329087
token_length_median,4.5,5.0,5.0,4.0,5.0
token_length_std,2.9455665887779356,2.9973001362185876,2.9581250859503294,2.973068646035283,3.104638034054331
sentence_length_mean,16.96,17.68421052631579,16.977272727272727,17.8,16.821428571428573
sentence_length_median,16.0,19.0,16.0,17.0,16.5
sentence_length_std,8.959821426791942,7.145500104621954,9.233064684657764,6.6,6.772072754168778
syllables_per_token_mean,1.5813679245283019,1.7113095238095237,1.5983935742971886,1.5655430711610487,1.6560509554140128
syllables_per_token_median,1.0,1.0,1.0,1.0,1.0
syllables_per_token_std,0.8838071678338891,1.0103585876428143,0.8988450661063138,0.91513081329843,0.9690324532711574
n_tokens,848,336.0,747,534,471
n_unique_tokens,402,183.0,377,253,248
proportion_unique_tokens,0.4740566037735849,0.5446428571428571,0.5046854082998661,0.4737827715355805,0.5265392781316348
n_characters,4495,1944.0,4019,2826,2573
n_sentences,50,19.0,44,30,28
connectives,11,7.0,11,10,2
proportion_ellipsis,,1.0,,,
duplicate_ngram_chr_fraction_7,,,,0.0768772348033373,
duplicate_ngram_chr_fraction_8,,,,0.05780691299165673,
duplicate_ngram_chr_fraction_9,,,,0.03396901072705602,
duplicate_ngram_chr_fraction_10,,,,0.03396901072705602,
