lemma,shannon
sein,1.3321790402101223
der,1.4411631704691739
unser,0.6365141682948128
wir,0.6365141682948128
erstellen,0.6931471805599453
beschäftigen,0.6931471805599453
ich,0.798520444019148
ander,0.6931471805599453
mein,1.2680942586678274
haben,1.0397207708399179
dies,0.6931471805599453
ihr,0.6931471805599453
nehmen,0.5623351446188083
neu,1.0986122886681096
allfällig,0.6931471805599453
werden,0.6931471805599453
ein,1.559581156259877
kommen,0.6931471805599453
alle,0.6931471805599453
