gpt,human
457,406
470,427
566,529
456,426
651,588
584,537
443,428
526,515
457,425
463,444
437,423
494,457
527,489
455,443
492,458
514,465
533,482
593,567
553,511
505,463
599,554
624,562
594,590
540,517
457,445
607,548
488,468
524,527
450,415
526,475
639,592
688,657
563,551
538,497
487,479
546,534
454,447
552,513
482,444
524,497
472,438
621,557
522,478
523,483
734,656
455,414
500,488
506,452
579,560
528,482
554,527
597,532
541,492
483,457
515,478
718,657
531,498
505,476
529,494
567,518
500,453
591,588
533,493
627,579
668,626
513,461
556,540
581,537
608,599
632,603
468,447
477,472
459,428
561,534
477,431
508,492
464,444
587,550
460,431
450,436
597,574
710,666
629,625
527,477
518,487
695,697
476,460
521,477
436,417
551,523
545,497
518,474
565,492
543,491
449,431
487,343
673,618
466,430
528,512
606,580
