flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,top_ngram_chr_fraction_2,oov_ratio,entropy,perplexity,per_word_perplexity,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,pos_prop_ADP,pos_prop_DET,pos_prop_NOUN,pos_prop_AUX,pos_prop_ADJ,pos_prop_VERB,pos_prop_PUNCT,pos_prop_SCONJ,pos_prop_CCONJ,pos_prop_ADV,pos_prop_PART,pos_prop_X,pos_prop_PRON,pos_prop_NUM,first_order_coherence,second_order_coherence,connectives
-25.082083333333316,21.622819148936177,19.117987234576393,23.833333333333332,21.41183687943262,23.948595744680848,61.71099290780141,8.25,True,113.0,0.8893129770992366,6.396946564885496,262.0,0.012572027239392353,0.05725190839694656,3.4414792443771534,31.233125438739584,0.11921040243793735,3.422228553428266,0.5622430595366387,0.42590868927794223,0.05812358193099193,7.017021276595744,6.0,4.283532005991763,19.583333333333332,21.0,5.203497755249721,2.5063829787234044,2.0,1.6512283313531984,235,157,0.6680851063829787,1676,12,0.11450381679389313,0.13740458015267176,0.22137404580152673,0.08015267175572519,0.11068702290076336,0.08396946564885496,0.10305343511450382,0.026717557251908396,0.022900763358778626,0.0648854961832061,0.007633587786259542,0.007633587786259542,0.007633587786259542,0.011450381679389313,0.6938925737684424,0.6656026303768158,5
