dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,pos_prop_X,pos_prop_PROPN,pos_prop_ADJ,pos_prop_NOUN,pos_prop_PUNCT,pos_prop_PART,pos_prop_ADV,pos_prop_ADP,pos_prop_PRON,pos_prop_NUM,pos_prop_VERB,pos_prop_AUX,pos_prop_DET,pos_prop_CCONJ,pos_prop_SCONJ,entropy,perplexity,per_word_perplexity,first_order_coherence,second_order_coherence,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,symbol_to_word_ratio_#,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,connectives
3.3737460133237014,1.1812527946655489,0.4198159981100401,0.10131014076960902,-11.7269378486356,19.980869516056085,18.803045445653858,22.897165686717926,19.41152495100257,20.962170963364994,60.36367405397256,8.166666666666666,6.497964721845319,5.0,4.177579062209095,20.47222222222222,18.0,11.629670175678317,2.337856173677069,2.0,1.59070989023475,737,373,0.5061058344640434,4954,36,0.026607538802660754,0.07760532150776053,0.08647450110864745,0.2017738359201774,0.15299334811529933,0.012195121951219513,0.05432372505543237,0.10421286031042129,0.013303769401330377,0.04212860310421286,0.050997782705099776,0.04434589800443459,0.10643015521064302,0.014412416851441241,0.012195121951219513,11.484166390593213,97165.05317787582,107.72178844553859,0.5504406345742089,0.46586501642185096,True,296.0,0.7694013303769401,5.492239467849224,902.0,0.004070556309362279,0.0433561523608917,0.018781814990345796,0.013866947516236615,0.010531858873091101,0.01123398279796384,0.0140424784974548,0.01158504476040021,0.06984478935698447,14
