pos_prop_ADP,pos_prop_ADJ,pos_prop_NOUN,pos_prop_PUNCT,pos_prop_PRON,pos_prop_ADV,pos_prop_PROPN,pos_prop_NUM,pos_prop_VERB,pos_prop_AUX,pos_prop_DET,pos_prop_CCONJ,pos_prop_X,pos_prop_SCONJ,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,oov_ratio,entropy,perplexity,per_word_perplexity,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,first_order_coherence,second_order_coherence,connectives
0.14625850340136054,0.0782312925170068,0.22448979591836735,0.12585034013605442,0.017006802721088437,0.04081632653061224,0.08503401360544217,0.05442176870748299,0.061224489795918366,0.023809523809523808,0.09863945578231292,0.013605442176870748,0.017006802721088437,0.013605442176870748,3.577478632478632,1.066122309946068,0.4845693195693196,0.080603071828181,94.0,0.7959183673469388,5.370748299319728,294.0,0.24316939890710382,0.17759562841530055,0.08415300546448087,0.03278688524590164,0.01639344262295082,0.027868852459016394,0.08503401360544217,4.198144404912683,66.56270294996689,0.22640375153049963,6.1195219123505975,5.0,4.169904669259846,25.1,20.0,14.053113534018003,2.2071713147410357,1.0,1.513849860762336,251,121,0.4820717131474104,1579,10,-5.368193227091581,20.243621513944223,19.97928068152386,23.904541832669324,19.94294820717132,19.00350597609562,61.75338645418327,9.2,0.5895652125279108,0.48777398467063904,0
