pos_prop_ADP,pos_prop_DET,pos_prop_NOUN,pos_prop_AUX,pos_prop_ADJ,pos_prop_VERB,pos_prop_PUNCT,pos_prop_PRON,pos_prop_CCONJ,pos_prop_SCONJ,pos_prop_ADV,pos_prop_NUM,pos_prop_X,pos_prop_PROPN,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,first_order_coherence,second_order_coherence,entropy,perplexity,per_word_perplexity,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,connectives
0.1015625,0.140625,0.22916666666666666,0.07291666666666667,0.09895833333333333,0.078125,0.109375,0.018229166666666668,0.018229166666666668,0.028645833333333332,0.078125,0.015625,0.0078125,0.0026041666666666665,-14.302631578947341,19.974385964912276,18.599290044081553,23.03859649122807,19.731666666666662,22.168771929824562,60.812865497076025,7.944444444444445,0.6757375860915464,0.6911923699080944,5.582930599965847,265.84956401047805,0.6923165729439532,3.511908707668512,0.6571212657617341,0.4197079427269632,0.08792358780585681,True,159.0,0.8723958333333334,6.096354166666667,384.0,0.015659955257270694,0.04287844891871737,0.039149888143176735,0.0546875,6.722222222222222,6.0,3.947984573960658,19.0,18.0,5.527707983925667,2.3859649122807016,2.0,1.4937027969286518,342,192,0.5614035087719298,2341,18,11
