pos_prop_ADP,pos_prop_DET,pos_prop_NOUN,pos_prop_VERB,pos_prop_PRON,pos_prop_ADJ,pos_prop_PUNCT,pos_prop_AUX,pos_prop_ADV,pos_prop_SCONJ,pos_prop_CCONJ,pos_prop_NUM,pos_prop_PROPN,pos_prop_X,pos_prop_PART,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,oov_ratio,entropy,perplexity,per_word_perplexity,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,first_order_coherence,second_order_coherence,connectives
0.10810810810810811,0.10565110565110565,0.21621621621621623,0.07616707616707617,0.02457002457002457,0.09828009828009827,0.13267813267813267,0.07616707616707617,0.0687960687960688,0.02702702702702703,0.014742014742014743,0.022113022113022112,0.014742014742014743,0.012285012285012284,0.002457002457002457,3.4280397959070976,0.9456737520435662,0.4391932397018263,0.07542793398244063,True,162.0,0.8402948402948403,6.034398034398034,407.0,0.02425972172672137,0.02425972172672137,0.02425972172672137,0.014983945772386728,0.0328219764537995,0.056511056511056514,5.080452899887812,160.84688697184112,0.3952011964910101,6.837606837606837,6.0,4.376752750972361,18.473684210526315,18.0,6.443016791376631,2.4472934472934473,2.0,1.728572463058038,351,210,0.5982905982905983,2456,19,-18.956815114709826,20.492799520167946,18.41311972477687,22.888049182786023,20.011970310391362,22.802849002849005,59.784225521067626,7.631578947368421,0.5729967364006572,0.4914055116036359,13
