flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,entropy,perplexity,per_word_perplexity,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,pos_prop_ADP,pos_prop_DET,pos_prop_NOUN,pos_prop_VERB,pos_prop_PRON,pos_prop_ADJ,pos_prop_PUNCT,pos_prop_AUX,pos_prop_SCONJ,pos_prop_ADV,pos_prop_PROPN,pos_prop_X,pos_prop_CCONJ,pos_prop_NUM,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,top_ngram_chr_fraction_2,oov_ratio,first_order_coherence,second_order_coherence,connectives
-16.446380090497712,20.42627450980392,18.8141640860857,23.218702865761692,20.257927601809953,22.490509803921565,61.184012066365014,8.153846153846153,4.004197234012932,54.82779284067748,0.18648909129482136,3.375417378870065,0.7668691605362331,0.43525651671431714,0.05683609903350108,0.11564625850340136,0.1292517006802721,0.2108843537414966,0.08503401360544217,0.034013605442176874,0.09523809523809523,0.1326530612244898,0.07142857142857142,0.034013605442176874,0.047619047619047616,0.01020408163265306,0.006802721088435374,0.013605442176870748,0.013605442176870748,6.768627450980392,6.0,4.104205886556673,19.615384615384617,18.0,5.916579853239819,2.403921568627451,2.0,1.5177331890237513,255,168,0.6588235294117647,1765,13,True,119.0,0.8537414965986394,6.003401360544218,294.0,0.022794846382556987,0.017839444995044598,0.04081632653061224,0.6077843755483627,0.5638548068024896,10
