dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,pos_prop_DET,pos_prop_NOUN,pos_prop_ADP,pos_prop_VERB,pos_prop_PRON,pos_prop_ADJ,pos_prop_PUNCT,pos_prop_AUX,pos_prop_PROPN,pos_prop_ADV,pos_prop_CCONJ,pos_prop_SCONJ,pos_prop_PART,pos_prop_X,pos_prop_NUM,entropy,perplexity,per_word_perplexity,first_order_coherence,second_order_coherence,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,oov_ratio,connectives
3.1338357767318197,0.6835461955332655,0.4274633243868433,0.07774562051433222,-17.154374999999987,20.030558510638297,18.175979182242408,22.79468085106383,19.617606382978728,22.763120567375882,60.1781914893617,7.5,6.843971631205674,6.0,4.1612595064530975,17.625,16.0,5.633327169621874,2.4361702127659575,2.0,1.558949300452784,282,165,0.5851063829787234,1971,16,0.13622291021671826,0.21671826625386997,0.09287925696594428,0.06811145510835913,0.021671826625386997,0.11145510835913312,0.12693498452012383,0.07120743034055728,0.021671826625386997,0.06811145510835913,0.018575851393188854,0.021671826625386997,0.01238390092879257,0.006191950464396285,0.006191950464396285,4.920337780115499,137.0488977615393,0.42429999306978117,0.5656385680039724,0.571739890745708,True,131.0,0.8668730650154799,6.102167182662539,323.0,0.08174144824522435,0.04264771212794314,0.04264771212794314,0.01776988005330964,0.040870724122612175,0.05263157894736842,8
