dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,pos_prop_ADJ,pos_prop_NOUN,pos_prop_PUNCT,pos_prop_AUX,pos_prop_DET,pos_prop_PRON,pos_prop_ADP,pos_prop_VERB,pos_prop_PROPN,pos_prop_X,pos_prop_ADV,pos_prop_NUM,pos_prop_CCONJ,pos_prop_SCONJ,pos_prop_PART,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,entropy,perplexity,per_word_perplexity,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,top_ngram_chr_fraction_2,oov_ratio,first_order_coherence,second_order_coherence,connectives
2.87627038391189,0.755027576762432,0.4747010317146144,0.10663848151872338,0.10264900662251655,0.26158940397350994,0.11589403973509933,0.04304635761589404,0.16225165562913907,0.023178807947019868,0.09933774834437085,0.0728476821192053,0.009933774834437087,0.009933774834437087,0.033112582781456956,0.023178807947019868,0.023178807947019868,0.013245033112582781,0.006622516556291391,6.734082397003745,5.0,4.552695974629263,16.6875,16.0,6.341517464298273,2.3782771535580522,2.0,1.729664087552891,267,169,0.6329588014981273,1833,16,-11.305059691011195,18.981795411985022,17.19510642950941,21.206835205992512,18.631278089887637,22.02262172284644,60.88225655430712,7.375,4.28974959872494,72.94819989022089,0.24155033076232083,True,118.0,0.8675496688741722,6.069536423841059,302.0,0.019102196752626553,0.019102196752626553,0.0071633237822349575,0.046357615894039736,0.4516611635684967,0.48006533262585954,2
