flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,top_ngram_chr_fraction_2,oov_ratio,entropy,perplexity,per_word_perplexity,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,pos_prop_DET,pos_prop_NOUN,pos_prop_VERB,pos_prop_ADP,pos_prop_PUNCT,pos_prop_SCONJ,pos_prop_ADJ,pos_prop_ADV,pos_prop_AUX,pos_prop_PROPN,pos_prop_PRON,pos_prop_NUM,pos_prop_CCONJ,pos_prop_PART,pos_prop_X,first_order_coherence,second_order_coherence,connectives
-1.801014188123986,17.417624802942722,16.471200829534098,20.163741460851288,17.00779821334735,20.486936416184964,52.14345769837099,5.7272727272727275,True,68.0,0.835,5.75,200.0,0.0709433962264151,0.04226415094339623,0.018113207547169812,0.075,2.371043146146831,10.708557049882144,0.05354278524941072,2.985091650773469,1.4047827715259684,0.4016475948294131,0.1465744609360425,6.491329479768786,5.0,4.4716428258486065,15.727272727272727,15.0,8.88400922076912,2.277456647398844,2.0,1.5593871645763304,173,107,0.6184971098265896,1150,11,0.12,0.205,0.075,0.12,0.13,0.015,0.065,0.06,0.05,0.085,0.01,0.03,0.01,0.01,0.015,0.4934428155422211,0.40510547161102295,3
