first_order_coherence,second_order_coherence,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,pos_prop_ADP,pos_prop_DET,pos_prop_NOUN,pos_prop_VERB,pos_prop_PRON,pos_prop_ADJ,pos_prop_PUNCT,pos_prop_AUX,pos_prop_SCONJ,pos_prop_ADV,pos_prop_X,pos_prop_PART,pos_prop_NUM,pos_prop_CCONJ,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,entropy,perplexity,per_word_perplexity,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,connectives
0.6568227873908149,0.6399242617189884,True,96.0,0.8433179723502304,5.967741935483871,217.0,0.05266711681296422,0.05266711681296422,0.05266711681296422,0.05266711681296422,0.01350438892640108,0.024307900067521943,0.048615800135043886,0.03686635944700461,6.764705882352941,6.0,4.145513042969548,18.7,18.5,4.473253849269009,2.379679144385027,2.0,1.558215729829486,187,124,0.6631016042780749,1295,10,0.10138248847926268,0.1152073732718894,0.19815668202764977,0.09216589861751152,0.04608294930875576,0.08755760368663594,0.12903225806451613,0.08755760368663594,0.02304147465437788,0.07834101382488479,0.009216589861751152,0.009216589861751152,0.018433179723502304,0.004608294930875576,3.7592107673028723,0.8563672555091743,0.4326385675727781,0.04838438955427574,3.185177879806487,24.171587660794028,0.11138980488845174,-13.466355614973253,19.78321390374332,18.026119701940384,22.025454545454547,19.781764705882352,22.39358288770053,58.80695187165776,7.5,7
