first_order_coherence,second_order_coherence,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,duplicate_ngram_chr_fraction_9,duplicate_ngram_chr_fraction_10,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,pos_prop_ADJ,pos_prop_NOUN,pos_prop_PUNCT,pos_prop_PROPN,pos_prop_NUM,pos_prop_ADV,pos_prop_VERB,pos_prop_PRON,pos_prop_ADP,pos_prop_DET,pos_prop_CCONJ,pos_prop_AUX,pos_prop_PART,pos_prop_SCONJ,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,entropy,perplexity,per_word_perplexity,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,connectives
0.5681936447990352,0.5701208274279322,True,186.0,0.8633540372670807,5.853002070393375,483.0,0.1386928505676588,0.1386928505676588,0.10678122123350721,0.10678122123350721,0.07793801779687021,0.0490948143602332,0.013807916538815588,0.033752684872660324,0.019331083154341823,0.035196687370600416,6.4511627906976745,6.0,3.89229244897951,14.333333333333334,14.0,4.914830165484415,2.244186046511628,2.0,1.4120416236011049,430,210,0.4883720930232558,2827,30,0.10351966873706005,0.2401656314699793,0.10144927536231885,0.026915113871635612,0.026915113871635612,0.039337474120082816,0.07660455486542443,0.022774327122153208,0.13043478260869565,0.13043478260869565,0.016563146997929608,0.060041407867494824,0.012422360248447204,0.012422360248447204,3.00986070982109,0.7096793051784572,0.4131897304516142,0.08251716608876421,6.510152041726871,671.9285710053758,1.3911564617088525,2.428527131782971,16.481395348837214,16.19785254184576,20.337984496124037,16.121643410852712,20.06772093023255,57.12403100775194,6.133333333333334,7
