first_order_coherence,second_order_coherence,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,oov_ratio,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,pos_prop_ADP,pos_prop_ADJ,pos_prop_NOUN,pos_prop_PUNCT,pos_prop_PRON,pos_prop_ADV,pos_prop_PROPN,pos_prop_NUM,pos_prop_VERB,pos_prop_AUX,pos_prop_DET,pos_prop_CCONJ,pos_prop_X,pos_prop_SCONJ,pos_prop_PART,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,entropy,perplexity,per_word_perplexity,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,connectives
0.6711577797929446,0.5635914904996753,True,92.0,0.8110236220472441,5.5236220472440944,254.0,0.11379097093382808,0.03710575139146568,0.03710575139146568,0.03710575139146568,0.01855287569573284,0.01855287569573284,0.07874015748031496,6.344186046511628,5.0,4.360782003989299,21.5,16.5,14.263590010933433,2.3069767441860467,2.0,1.6645965149545108,215,132,0.6139534883720931,1403,10,0.0984251968503937,0.08267716535433071,0.20078740157480315,0.1377952755905512,0.023622047244094488,0.05511811023622047,0.06692913385826772,0.03543307086614173,0.05905511811023622,0.047244094488188976,0.11023622047244094,0.027559055118110236,0.015748031496062992,0.027559055118110236,0.011811023622047244,3.684494477615607,1.0439463453015059,0.43562177738841823,0.08210289706108546,3.918057335079765,50.30262864477902,0.19804184505818512,-10.157732558139514,20.01732558139535,18.7741,22.553488372093025,19.201116279069772,20.127069767441863,59.17441860465116,8.1,3
