pos_prop_ADJ,pos_prop_NOUN,pos_prop_PUNCT,pos_prop_PROPN,pos_prop_NUM,pos_prop_ADV,pos_prop_AUX,pos_prop_ADP,pos_prop_DET,pos_prop_VERB,pos_prop_PRON,pos_prop_CCONJ,pos_prop_SCONJ,pos_prop_PART,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,top_ngram_chr_fraction_2,oov_ratio,entropy,perplexity,per_word_perplexity,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,first_order_coherence,second_order_coherence,connectives
0.08816120906801007,0.24685138539042822,0.11838790931989925,0.022670025188916875,0.015113350125944584,0.05037783375314862,0.055415617128463476,0.11083123425692695,0.13602015113350127,0.07556675062972293,0.02518891687657431,0.027707808564231738,0.015113350125944584,0.012594458438287154,2.8455754437453185,0.8154015197008724,0.4305071039473381,0.08894184658136894,True,161.0,0.8664987405541562,5.9017632241813605,397.0,0.020802377414561663,0.020802377414561663,0.014858841010401188,0.04030226700251889,5.382004180395857,217.45766336707084,0.5477523006727225,6.56,5.0,4.264886533409435,14.0,14.0,4.749736834815167,2.2114285714285713,2.0,1.4758574125032597,350,187,0.5342857142857143,2343,25,5.538142857142873,15.964857142857145,15.59284089910409,19.200000000000003,16.467599999999997,20.658514285714286,53.14285714285714,5.48,0.5075919064693153,0.47725452385518863,10
