dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,pos_prop_ADJ,pos_prop_NOUN,pos_prop_PUNCT,pos_prop_PROPN,pos_prop_NUM,pos_prop_ADV,pos_prop_VERB,pos_prop_PRON,pos_prop_ADP,pos_prop_DET,pos_prop_CCONJ,pos_prop_PART,pos_prop_AUX,pos_prop_SCONJ,pos_prop_X,entropy,perplexity,per_word_perplexity,first_order_coherence,second_order_coherence,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,connectives
2.6822453131663657,0.9279747706704154,0.428041841199736,0.07587606264775307,-4.506417748917727,17.076038961038964,15.470042427545799,19.678787878787883,16.901504329004332,21.736233766233763,55.04112554112554,5.416666666666667,6.775974025974026,6.0,4.390641688965725,12.833333333333334,13.0,5.120763831912406,2.344155844155844,2.0,1.5558013349699944,308,174,0.564935064935065,2126,24,0.11239193083573487,0.2564841498559078,0.11239193083573487,0.023054755043227664,0.01440922190201729,0.03170028818443804,0.08645533141210375,0.025936599423631124,0.09798270893371758,0.1585014409221902,0.02881844380403458,0.008645533141210375,0.0345821325648415,0.005763688760806916,0.002881844380403458,5.100822126610522,164.15680952035592,0.47307437902119864,0.46228500714768533,0.4301770524629815,True,133.0,0.8731988472622478,6.126801152737752,347.0,0.09741060419235512,0.014385532264693794,0.016029593094944512,0.025893958076448828,0.05475504322766571,4
