dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,pos_prop_ADP,pos_prop_DET,pos_prop_NOUN,pos_prop_PROPN,pos_prop_VERB,pos_prop_PRON,pos_prop_PUNCT,pos_prop_SCONJ,pos_prop_ADJ,pos_prop_ADV,pos_prop_AUX,pos_prop_NUM,pos_prop_CCONJ,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,entropy,perplexity,per_word_perplexity,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,top_ngram_chr_fraction_2,oov_ratio,first_order_coherence,second_order_coherence,connectives
4.192350242350242,0.055326316781976304,0.383570596070596,0.0821237749894342,0.13636363636363635,0.10606060606060606,0.19696969696969696,0.09848484848484848,0.06818181818181818,0.015151515151515152,0.11363636363636363,0.022727272727272728,0.09848484848484848,0.05303030303030303,0.030303030303030304,0.05303030303030303,0.007575757575757576,5.771929824561403,5.0,3.718222287267337,22.8,25.0,6.04648658313239,2.1315789473684212,2.0,1.448006239050342,114,73,0.6403508771929824,676,5,3.3614210526315844,18.454631578947374,18.026119701940384,21.04982456140351,17.15578947368421,16.840701754385957,57.01052631578948,7.8,1.70386432330246,5.4951414181003,0.04162985922803258,True,47.0,0.8106060606060606,5.121212121212121,132.0,0.060759493670886074,0.02278481012658228,0.07575757575757576,0.47552596777677536,0.6920485198497772,2
