dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,pos_prop_DET,pos_prop_NOUN,pos_prop_VERB,pos_prop_ADJ,pos_prop_ADP,pos_prop_PUNCT,pos_prop_PRON,pos_prop_AUX,pos_prop_SCONJ,pos_prop_ADV,pos_prop_X,pos_prop_PROPN,pos_prop_CCONJ,pos_prop_NUM,pos_prop_PART,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,entropy,perplexity,per_word_perplexity,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,top_ngram_chr_fraction_2,oov_ratio,first_order_coherence,second_order_coherence,connectives
3.178956693684104,0.9681566809203217,0.45386950205408355,0.08601349361668123,0.1360759493670886,0.23417721518987342,0.07278481012658228,0.13291139240506328,0.11392405063291139,0.11708860759493671,0.022151898734177215,0.04430379746835443,0.00949367088607595,0.060126582278481014,0.015822784810126583,0.00949367088607595,0.0189873417721519,0.00949367088607595,0.0031645569620253164,7.046931407942238,6.0,4.220625773446736,17.3125,18.0,5.39350013905627,2.5812274368231045,2.0,1.6316171936713721,277,179,0.6462093862815884,1991,16,-29.109028655234624,21.620358754512633,18.839152255641928,24.397924187725632,20.41729693140794,23.92620938628158,60.63379963898917,7.5,4.248696399479773,70.01408243647484,0.22156355201416086,True,123.0,0.8670886075949367,6.300632911392405,316.0,0.03968253968253968,0.056962025316455694,0.5389046922326088,0.5209557717399937,4
