pos_prop_ADJ,pos_prop_NOUN,pos_prop_PUNCT,pos_prop_PROPN,pos_prop_NUM,pos_prop_ADV,pos_prop_VERB,pos_prop_PRON,pos_prop_ADP,pos_prop_CCONJ,pos_prop_DET,pos_prop_AUX,pos_prop_PART,pos_prop_SCONJ,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,first_order_coherence,second_order_coherence,entropy,perplexity,per_word_perplexity,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,connectives
0.08064516129032258,0.2304147465437788,0.12442396313364056,0.04608294930875576,0.01152073732718894,0.052995391705069124,0.08064516129032258,0.020737327188940093,0.10368663594470046,0.03456221198156682,0.1175115207373272,0.06221198156682028,0.016129032258064516,0.018433179723502304,-9.985258355437622,18.39836180371353,16.887214914478655,21.416615384615387,18.330397877984083,22.461326259946947,56.459310344827585,6.24,0.3332945325722297,0.35344362874393875,6.1076079559877225,449.2627725046437,1.0351676785821282,2.7642410595116145,1.0170880439636691,0.4632057879053819,0.07443770109314395,True,170.0,0.8571428571428571,6.073732718894009,434.0,0.07577268195413758,0.06979062811565304,0.06979062811565304,0.027916251246261216,0.006646726487205052,0.008308408109006314,0.009970089730807577,0.03456221198156682,6.840848806366048,5.0,4.498880181440134,15.08,16.0,6.852269696969028,2.381962864721485,2.0,1.6472767877916261,377,219,0.5809018567639257,2636,25,9
