dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,pos_prop_DET,pos_prop_NOUN,pos_prop_AUX,pos_prop_ADV,pos_prop_ADP,pos_prop_PROPN,pos_prop_PUNCT,pos_prop_ADJ,pos_prop_PART,pos_prop_VERB,pos_prop_PRON,pos_prop_NUM,pos_prop_X,pos_prop_SCONJ,pos_prop_CCONJ,entropy,perplexity,per_word_perplexity,first_order_coherence,second_order_coherence,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,top_ngram_chr_fraction_2,top_ngram_chr_fraction_3,top_ngram_chr_fraction_4,oov_ratio,connectives
3.535026092277602,0.9272978114267698,0.42963507378299354,0.07324378789654426,-12.85127484270447,20.228737641066612,19.024435895343842,23.19616498551883,19.750175272146215,21.18160990712074,61.39598521921502,8.451612903225806,6.530959752321982,5.0,4.122144532820716,20.838709677419356,18.0,8.519793932815999,2.346749226006192,2.0,1.5778694797121657,646,341,0.5278637770897833,4354,31,0.11523687580025609,0.20486555697823303,0.04865556978233035,0.05761843790012804,0.10627400768245839,0.06402048655569782,0.147247119078105,0.088348271446863,0.012804097311139564,0.052496798975672214,0.012804097311139564,0.03841229193341869,0.024327784891165175,0.012804097311139564,0.014084507042253521,10.170692718704048,26126.16858267478,33.45220048998051,0.5475638285279274,0.5004768858438936,True,271.0,0.7836107554417413,5.574903969270166,781.0,0.025769077107471033,0.0037954454654414702,0.0037954454654414702,0.011186576108669596,0.013983220135836995,0.004794246903715541,0.06658130601792574,14
