dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,pos_prop_ADP,pos_prop_ADJ,pos_prop_NOUN,pos_prop_PUNCT,pos_prop_PRON,pos_prop_ADV,pos_prop_PROPN,pos_prop_NUM,pos_prop_VERB,pos_prop_AUX,pos_prop_DET,pos_prop_CCONJ,pos_prop_X,pos_prop_SCONJ,entropy,perplexity,per_word_perplexity,first_order_coherence,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,oov_ratio,connectives
4.1,0.8999999999999999,0.47813852813852814,0.08852813852813851,-11.03785714285712,25.232857142857146,28.704761904761906,26.372142857142855,16.955238095238098,74.14285714285714,13.5,5.690476190476191,4.0,4.137448576795074,42.0,42.0,18.0,2.0714285714285716,1.0,1.4539413943592405,84,62,0.7380952380952381,501,2,0.11214953271028037,0.07476635514018691,0.21495327102803738,0.17757009345794392,0.009345794392523364,0.018691588785046728,0.14953271028037382,0.07476635514018691,0.037383177570093455,0.037383177570093455,0.056074766355140186,0.018691588785046728,0.009345794392523364,0.009345794392523364,1.2552654663210274,3.508769710904354,0.03279224028882574,0.6840401291847229,25.0,0.7009345794392523,4.682242990654205,107.0,0.17555938037865748,0.10327022375215146,0.10327022375215146,0.10327022375215146,0.06542056074766354,0
