pos_prop_DET,pos_prop_NOUN,pos_prop_ADJ,pos_prop_VERB,pos_prop_PUNCT,pos_prop_SCONJ,pos_prop_ADP,pos_prop_AUX,pos_prop_PROPN,pos_prop_X,pos_prop_NUM,pos_prop_ADV,pos_prop_PRON,pos_prop_CCONJ,pos_prop_PART,flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,first_order_coherence,second_order_coherence,entropy,perplexity,per_word_perplexity,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,top_ngram_chr_fraction_2,oov_ratio,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,connectives
0.13297872340425532,0.2393617021276596,0.10106382978723404,0.06914893617021277,0.09042553191489362,0.02127659574468085,0.13829787234042554,0.02127659574468085,0.047872340425531915,0.015957446808510637,0.03723404255319149,0.047872340425531915,0.015957446808510637,0.010638297872340425,0.010638297872340425,-16.90550295857986,21.615063398140325,20.40282108145781,24.8050718512257,21.465452240067627,21.454911242603547,65.56297548605241,10.0,0.5735379680991173,0.6082711398601532,2.727862552858248,15.300148784959257,0.081383770132762,3.4456535569693467,0.6707908433942196,0.4414920786128217,0.0715054546806608,70.0,0.8617021276595744,5.98404255319149,188.0,0.1561051004636785,0.08964451313755796,0.013910355486862442,0.06914893617021277,6.544378698224852,5.0,4.51946294641778,24.142857142857142,23.0,6.446008098673415,2.3550295857988166,2.0,1.600107660675337,169,101,0.5976331360946746,1125,7,2
