flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,top_ngram_chr_fraction_2,oov_ratio,entropy,perplexity,per_word_perplexity,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,pos_prop_ADJ,pos_prop_NOUN,pos_prop_PUNCT,pos_prop_DET,pos_prop_VERB,pos_prop_PRON,pos_prop_ADP,pos_prop_CCONJ,pos_prop_PROPN,pos_prop_AUX,pos_prop_SCONJ,pos_prop_X,pos_prop_ADV,pos_prop_PART,pos_prop_NUM,first_order_coherence,second_order_coherence,connectives
-14.10824999999997,19.885166666666667,18.31093147301405,22.566666666666666,19.831699999999998,22.428933333333337,61.41666666666667,8.0,True,139.0,0.9102167182662538,6.359133126934984,323.0,0.04929876753081173,0.02379940501487463,0.014024649383765405,0.043343653250773995,4.549748911107109,94.60865015111902,0.2929060376195635,2.99028156677344,0.6964827471859505,0.397994650312278,0.07311725888371008,6.77,5.0,4.195684290633253,18.75,16.0,9.424038412485382,2.3866666666666667,2.0,1.625983463083872,300,194,0.6466666666666666,2054,16,0.1238390092879257,0.24458204334365324,0.07120743034055728,0.17027863777089783,0.07430340557275542,0.018575851393188854,0.11455108359133127,0.02786377708978328,0.01238390092879257,0.034055727554179564,0.018575851393188854,0.009287925696594427,0.043343653250773995,0.01238390092879257,0.02476780185758514,0.6251880864302317,0.6461695773260934,8
