flesch_reading_ease,flesch_kincaid_grade,smog,gunning_fog,automated_readability_index,coleman_liau_index,lix,rix,entropy,perplexity,per_word_perplexity,dependency_distance_mean,dependency_distance_std,prop_adjacent_dependency_relation_mean,prop_adjacent_dependency_relation_std,pos_prop_ADP,pos_prop_ADJ,pos_prop_NOUN,pos_prop_PUNCT,pos_prop_PRON,pos_prop_ADV,pos_prop_PROPN,pos_prop_NUM,pos_prop_VERB,pos_prop_AUX,pos_prop_DET,pos_prop_CCONJ,pos_prop_X,pos_prop_SCONJ,pos_prop_PART,token_length_mean,token_length_median,token_length_std,sentence_length_mean,sentence_length_median,sentence_length_std,syllables_per_token_mean,syllables_per_token_median,syllables_per_token_std,n_tokens,n_unique_tokens,proportion_unique_tokens,n_characters,n_sentences,passed_quality_check,n_stop_words,alpha_ratio,mean_word_length,doc_length,duplicate_ngram_chr_fraction_5,duplicate_ngram_chr_fraction_6,duplicate_ngram_chr_fraction_7,duplicate_ngram_chr_fraction_8,top_ngram_chr_fraction_2,oov_ratio,first_order_coherence,second_order_coherence,connectives
-16.487770522388047,21.800789800995023,20.852429223088986,25.373383084577114,21.4780223880597,20.905472636815926,63.93097014925373,9.75,3.260303844589865,26.057453356036007,0.10948509813460507,3.689571958692313,0.8560642341833318,0.48208137628500536,0.0576128485148744,0.08823529411764706,0.08823529411764706,0.19747899159663865,0.13865546218487396,0.02100840336134454,0.0546218487394958,0.07142857142857142,0.03361344537815126,0.07142857142857142,0.05042016806722689,0.08823529411764706,0.04201680672268908,0.012605042016806723,0.025210084033613446,0.01680672268907563,6.442786069651741,5.0,4.247089749733752,25.125,21.0,14.198921613981817,2.3383084577114426,2.0,1.5944478057783367,201,132,0.6567164179104478,1332,8,True,82.0,0.8067226890756303,5.5966386554621845,238.0,0.12140992167101827,0.0391644908616188,0.0391644908616188,0.0391644908616188,0.0195822454308094,0.07142857142857142,0.7199096509388515,0.5809012601772944,1
