system,file,shannon,simpson
human,1,88.33,45.79
human,10,79.23,50.5
human,100,90.02,45.61
human,11,80.43,50.59
human,12,76.36,50.29
human,13,92.46,41.97
human,14,85.14,46.69
human,15,86.46,45.99
human,16,83.28,48.59
human,17,89.96,44.68
human,18,75.77,52.39
human,19,88.53,47.97
human,2,82.57,47.33
human,20,86.94,45.94
human,21,84.34,46.21
human,22,86.26,46.12
human,23,93.99,43.53
human,24,80.1,47.86
human,25,103.23,38.87
human,26,78.81,49.51
human,27,84.83,46.24
human,28,80.26,49.19
human,29,93.27,41.88
human,3,82.83,46.67
human,30,89.96,46.84
human,31,87.1,47.52
human,32,85.68,47.08
human,33,77.43,51.01
human,34,79.77,47.59
human,35,85.98,46.65
human,36,91.37,43.09
human,37,103.45,38.63
human,38,86.24,46.29
human,39,85.56,46.77
human,4,91.5,44.64
human,40,87.78,45.61
human,41,83.81,48.09
human,42,91.09,45.26
human,43,85.1,47.6
human,44,79.19,51.17
human,45,79.7,52.29
human,46,85.12,45.77
human,47,86.81,45.11
human,48,80.21,48.64
human,49,89.6,43.88
human,5,86.5,45.46
human,50,84.61,46.84
human,51,79.14,48.85
human,52,83.34,46.3
human,53,86.55,45.11
human,54,83.31,48.44
human,55,97.7,41.11
human,56,84.84,47.01
human,57,90.7,44.15
human,58,77.58,50.79
human,59,84.27,46.72
human,6,88.39,45.8
human,60,86.89,45.9
human,61,79.93,48.17
human,62,92.88,42.48
human,63,77.4,50.75
human,64,88.72,45.27
human,65,80.07,48.53
human,66,77.47,49.86
human,67,79.77,49.46
human,68,76.43,51.01
human,69,79.78,49.12
human,7,93.95,43.57
human,70,79.92,48.61
human,71,87.42,46.03
human,72,87.35,45.2
human,73,85.65,46.77
human,74,86.94,47.25
human,75,84.25,47.08
human,76,87.9,45.28
human,77,81.22,48.98
human,78,91.0,44.41
human,79,86.54,46.74
human,8,74.95,52.37
human,80,85.24,46.14
human,81,83.08,48.04
human,82,78.06,49.35
human,83,74.96,50.89
human,84,94.49,41.81
human,85,82.1,47.44
human,86,86.95,45.54
human,87,82.99,47.47
human,88,101.35,38.94
human,89,77.71,49.38
human,9,83.25,46.71
human,90,79.37,48.22
human,91,85.58,48.36
human,92,105.28,39.46
human,93,84.07,45.91
human,94,84.07,48.64
human,95,86.75,45.65
human,96,87.25,45.54
human,97,85.42,46.03
human,98,82.6,48.34
human,99,86.11,46.91
continue,1,84.02,45.77
continue,10,81.87,47.89
continue,100,76.11,51.64
continue,11,79.15,49.11
continue,12,79.84,48.16
continue,13,80.63,48.39
continue,14,85.38,45.94
continue,15,81.82,48.99
continue,16,79.56,49.18
continue,17,83.84,47.42
continue,18,84.72,46.49
continue,19,84.54,47.57
continue,2,78.41,50.17
continue,20,85.87,46.43
continue,21,90.14,44.77
continue,22,78.47,48.58
continue,23,79.55,50.31
continue,24,88.18,46.03
continue,25,87.16,45.77
continue,26,79.75,49.65
continue,27,84.59,48.01
continue,28,73.73,52.2
continue,29,74.93,50.81
continue,3,84.44,47.11
continue,30,75.95,50.75
continue,31,80.15,48.36
continue,32,77.71,49.93
continue,33,81.36,47.76
continue,34,89.63,44.28
continue,35,75.17,51.89
continue,36,77.73,52.6
continue,37,80.89,48.77
continue,38,81.14,48.98
continue,39,82.43,48.7
continue,4,74.1,53.45
continue,40,77.07,50.94
continue,41,88.35,45.14
continue,42,84.19,47.08
continue,43,75.08,51.97
continue,44,82.09,48.03
continue,45,85.38,46.13
continue,46,83.54,48.12
continue,47,86.2,47.38
continue,48,82.34,49.52
continue,49,80.6,49.12
continue,5,78.91,49.1
continue,50,81.45,47.77
continue,51,83.1,47.13
continue,52,74.07,53.14
continue,53,80.62,48.64
continue,54,78.58,51.26
continue,55,72.49,52.75
continue,56,82.07,48.65
continue,57,90.87,44.6
continue,58,78.22,49.32
continue,59,75.78,50.59
continue,6,83.39,46.09
continue,60,75.41,51.7
continue,61,85.52,45.82
continue,62,86.7,46.0
continue,63,77.43,50.49
continue,64,74.58,51.92
continue,65,88.9,45.93
continue,66,78.41,50.05
continue,67,82.5,48.34
continue,68,87.0,46.09
continue,69,73.35,52.33
continue,7,74.61,51.81
continue,70,80.24,48.46
continue,71,77.82,50.39
continue,72,78.17,49.14
continue,73,77.77,49.86
continue,74,77.82,48.57
continue,75,90.0,45.7
continue,76,90.11,44.88
continue,77,85.59,46.69
continue,78,74.77,52.23
continue,79,83.43,47.17
continue,8,87.06,46.45
continue,80,77.69,49.55
continue,81,81.24,47.69
continue,82,82.9,48.11
continue,83,75.07,51.58
continue,84,75.67,52.39
continue,85,75.74,51.2
continue,86,78.33,50.26
continue,87,86.58,46.75
continue,88,79.88,49.47
continue,89,83.57,47.52
continue,9,74.4,51.78
continue,90,81.29,47.88
continue,91,85.87,47.35
continue,92,79.94,50.21
continue,93,87.82,45.7
continue,94,84.79,46.99
continue,95,76.83,50.45
continue,96,78.47,49.58
continue,97,83.07,47.79
continue,98,80.34,48.42
continue,99,77.3,51.23
explain,1,87.64,45.65
explain,10,85.19,46.04
explain,100,81.34,49.19
explain,11,90.82,44.36
explain,12,83.89,47.82
explain,13,89.82,44.51
explain,14,78.98,49.72
explain,15,85.17,46.61
explain,16,82.4,47.21
explain,17,96.37,42.81
explain,18,90.82,44.72
explain,19,88.49,46.67
explain,2,79.49,49.57
explain,20,88.9,44.99
explain,21,96.23,42.57
explain,22,83.58,47.06
explain,23,79.13,50.3
explain,24,78.53,49.1
explain,25,83.26,48.68
explain,26,80.76,48.64
explain,27,85.15,47.27
explain,28,91.93,43.54
explain,29,86.55,46.11
explain,3,79.65,49.94
explain,30,84.82,49.23
explain,31,84.12,48.04
explain,32,82.46,48.24
explain,33,79.11,49.78
explain,34,86.51,46.71
explain,35,85.95,48.32
explain,36,103.02,39.22
explain,37,88.57,44.11
explain,38,80.48,49.1
explain,39,80.41,47.31
explain,4,88.2,45.51
explain,40,90.61,45.45
explain,41,79.75,49.42
explain,42,84.67,47.61
explain,43,91.16,44.52
explain,44,78.11,51.53
explain,45,84.97,46.18
explain,46,90.83,44.16
explain,47,82.26,48.19
explain,48,79.58,48.63
explain,49,81.79,48.56
explain,5,91.88,44.15
explain,50,78.68,50.49
explain,51,80.9,47.16
explain,52,86.78,47.59
explain,53,80.85,47.52
explain,54,83.02,47.24
explain,55,88.28,45.29
explain,56,82.8,47.91
explain,57,76.06,51.05
explain,58,78.42,49.52
explain,59,77.25,49.16
explain,6,91.14,43.98
explain,60,79.81,47.98
explain,61,93.84,42.56
explain,62,83.75,48.02
explain,63,79.92,48.91
explain,64,81.53,47.39
explain,65,86.15,45.95
explain,66,77.49,49.78
explain,67,85.45,46.87
explain,68,91.59,44.36
explain,69,78.67,49.19
explain,7,82.68,47.71
explain,70,76.65,51.26
explain,71,85.27,47.96
explain,72,84.88,47.09
explain,73,83.05,46.99
explain,74,83.08,48.4
explain,75,93.44,43.62
explain,76,83.75,47.65
explain,77,74.34,50.53
explain,78,76.65,50.49
explain,79,75.87,50.04
explain,8,80.49,48.6
explain,80,83.66,48.97
explain,81,81.45,47.77
explain,82,82.17,48.31
explain,83,78.65,50.36
explain,84,85.62,47.53
explain,85,76.94,49.75
explain,86,82.57,47.84
explain,87,87.45,46.18
explain,88,90.73,44.82
explain,89,79.28,49.26
explain,9,80.5,48.7
explain,90,80.39,49.73
explain,91,89.33,45.38
explain,92,82.78,47.61
explain,93,86.19,46.56
explain,94,77.08,50.25
explain,95,79.23,50.78
explain,96,86.07,45.83
explain,97,78.99,48.97
explain,98,71.2,52.88
explain,99,83.39,49.41
create,1,81.88,48.41
create,10,82.28,47.73
create,100,88.82,45.45
create,11,87.37,45.16
create,12,91.5,44.96
create,13,89.69,44.98
create,14,83.6,47.99
create,15,87.28,46.57
create,16,87.58,45.61
create,17,90.64,45.45
create,18,90.69,45.02
create,19,76.33,50.86
create,2,87.75,45.66
create,20,88.12,45.27
create,21,75.72,51.29
create,22,77.22,51.24
create,23,85.77,45.2
create,24,81.31,48.4
create,25,87.15,45.83
create,26,82.65,48.01
create,27,82.46,47.37
create,28,86.83,46.25
create,29,77.93,49.24
create,3,73.33,51.27
create,30,96.97,43.12
create,31,82.7,47.25
create,32,79.6,48.92
create,33,78.79,49.79
create,34,85.25,46.33
create,35,90.65,44.85
create,36,87.69,45.44
create,37,81.13,47.58
create,38,75.74,50.95
create,39,87.99,44.74
create,4,80.14,49.27
create,40,78.28,48.81
create,41,88.25,45.87
create,42,85.39,46.42
create,43,81.29,48.91
create,44,79.68,49.47
create,45,88.41,45.51
create,46,80.51,48.28
create,47,91.79,44.87
create,48,75.37,50.83
create,49,90.52,44.72
create,5,86.75,45.71
create,50,83.63,47.83
create,51,83.04,47.71
create,52,78.3,49.13
create,53,85.9,48.17
create,54,87.19,46.0
create,55,84.29,49.1
create,56,81.17,48.16
create,57,84.49,46.98
create,58,83.45,49.27
create,59,88.39,46.29
create,6,78.34,49.8
create,60,81.75,47.64
create,61,88.1,45.22
create,62,85.21,46.26
create,63,83.74,46.79
create,64,85.03,47.02
create,65,81.65,48.54
create,66,90.0,43.62
create,67,78.18,49.93
create,68,80.32,48.91
create,69,74.53,51.98
create,7,94.34,44.0
create,70,82.01,48.22
create,71,89.64,45.07
create,72,88.87,44.86
create,73,80.64,47.65
create,74,81.9,48.54
create,75,79.89,48.92
create,76,92.24,44.7
create,77,80.53,48.96
create,78,88.63,45.13
create,79,90.14,44.18
create,8,88.3,45.39
create,80,90.15,45.61
create,81,79.77,48.48
create,82,90.11,43.86
create,83,84.81,46.23
create,84,72.54,52.47
create,85,89.8,44.87
create,86,96.6,43.33
create,87,82.13,47.85
create,88,84.65,47.74
create,89,85.27,47.06
create,9,89.44,46.44
create,90,88.45,44.85
create,91,85.32,47.67
create,92,78.13,51.47
create,93,83.4,47.6
create,94,86.2,46.08
create,95,78.47,49.56
create,96,80.71,49.15
create,97,80.68,48.14
create,98,80.06,48.17
create,99,88.8,46.76
