system,file,shannon,simpson
human,1,99.73,42.01
human,10,82.99,47.97
human,100,87.85,46.41
human,11,89.2,45.19
human,12,83.41,47.26
human,13,96.54,42.51
human,14,81.79,47.51
human,15,90.31,43.93
human,16,90.03,45.86
human,17,88.85,45.18
human,18,88.93,45.99
human,19,85.39,46.12
human,2,91.97,43.15
human,20,90.48,46.3
human,21,81.86,47.61
human,22,78.55,49.07
human,23,88.19,46.18
human,24,82.15,47.94
human,25,84.22,47.3
human,26,90.06,44.88
human,27,87.54,47.34
human,28,90.45,43.87
human,29,88.37,46.06
human,3,93.61,42.82
human,30,89.63,46.23
human,31,91.92,44.72
human,32,83.53,47.77
human,33,83.44,46.28
human,34,85.42,46.97
human,35,95.81,42.81
human,36,87.02,46.35
human,37,87.99,45.55
human,38,84.12,46.28
human,39,86.51,46.29
human,4,95.84,43.18
human,40,89.01,44.54
human,41,89.05,46.73
human,42,90.97,43.11
human,43,82.87,48.48
human,44,83.6,48.05
human,45,90.82,44.58
human,46,89.0,43.91
human,47,89.31,44.29
human,48,83.15,49.02
human,49,91.73,44.68
human,5,82.36,48.1
human,50,87.83,46.19
human,51,84.68,48.37
human,52,88.61,44.58
human,53,86.68,45.98
human,54,88.68,44.42
human,55,95.4,43.13
human,56,99.26,41.09
human,57,88.69,45.52
human,58,91.24,44.82
human,59,94.02,43.67
human,6,97.58,42.36
human,60,88.96,45.27
human,61,89.08,45.41
human,62,88.15,46.54
human,63,96.4,42.11
human,64,79.85,49.23
human,65,86.14,47.75
human,66,84.6,49.26
human,67,83.29,47.83
human,68,81.33,48.73
human,69,88.03,45.94
human,7,89.68,44.68
human,70,78.84,50.13
human,71,94.91,43.93
human,72,92.69,43.74
human,73,88.45,46.52
human,74,97.86,42.93
human,75,95.26,42.15
human,76,88.7,45.71
human,77,98.82,43.16
human,78,86.68,46.89
human,79,91.14,44.05
human,8,84.29,46.52
human,80,93.15,45.34
human,81,96.5,42.28
human,82,89.17,44.32
human,83,87.22,45.27
human,84,87.97,45.41
human,85,87.43,45.08
human,86,80.84,47.88
human,87,95.32,42.89
human,88,88.75,44.75
human,89,92.97,43.82
human,9,89.01,44.44
human,90,85.36,45.64
human,91,90.58,44.84
human,92,93.91,43.76
human,93,96.69,41.64
human,94,93.46,43.62
human,95,83.09,45.9
human,96,83.57,49.04
human,97,88.69,44.93
human,98,86.41,45.7
human,99,84.68,47.15
continue,1,83.9,47.7
continue,10,79.92,49.85
continue,100,75.55,52.19
continue,11,93.77,44.49
continue,12,89.36,46.2
continue,13,80.49,48.65
continue,14,78.59,49.5
continue,15,83.68,47.95
continue,16,94.69,43.15
continue,17,76.6,50.19
continue,18,89.67,45.4
continue,19,103.32,39.29
continue,2,82.04,48.69
continue,20,91.22,43.95
continue,21,77.36,51.02
continue,22,65.54,53.7
continue,23,103.85,40.25
continue,24,78.23,48.7
continue,25,80.24,49.3
continue,26,89.02,47.02
continue,27,91.11,44.81
continue,28,80.02,48.76
continue,29,89.28,45.9
continue,3,83.88,47.84
continue,30,80.73,49.31
continue,31,89.1,45.38
continue,32,84.14,47.47
continue,33,82.85,46.64
continue,34,82.23,47.86
continue,35,95.46,42.44
continue,36,82.73,48.37
continue,37,86.65,46.36
continue,38,86.35,47.23
continue,39,89.64,44.94
continue,4,88.41,45.42
continue,40,86.64,45.84
continue,41,82.97,47.8
continue,42,86.77,45.6
continue,43,90.8,44.43
continue,44,79.6,50.08
continue,45,84.98,46.21
continue,46,81.43,48.64
continue,47,90.09,43.95
continue,48,89.84,45.37
continue,49,81.66,49.25
continue,5,82.35,47.89
continue,50,86.75,47.35
continue,51,84.56,48.18
continue,52,83.05,49.43
continue,53,81.57,48.64
continue,54,79.67,49.21
continue,55,83.83,46.65
continue,56,80.99,48.77
continue,57,94.87,43.9
continue,58,89.11,44.73
continue,59,90.0,44.98
continue,6,89.11,45.77
continue,60,72.21,52.72
continue,61,82.7,47.77
continue,62,85.73,47.39
continue,63,89.33,46.06
continue,64,87.3,45.8
continue,65,83.97,47.35
continue,66,85.49,47.72
continue,67,81.0,48.74
continue,68,81.27,49.43
continue,69,78.32,49.98
continue,7,83.4,46.74
continue,70,84.56,47.58
continue,71,87.64,45.27
continue,72,90.68,44.73
continue,73,82.8,47.59
continue,74,76.69,49.97
continue,75,77.84,49.89
continue,76,81.68,49.07
continue,77,97.84,42.46
continue,78,81.37,49.5
continue,79,93.58,44.85
continue,8,94.3,42.97
continue,80,84.59,47.24
continue,81,84.31,47.17
continue,82,87.81,46.65
continue,83,87.54,46.21
continue,84,83.27,48.14
continue,85,85.1,47.6
continue,86,75.23,51.08
continue,87,80.44,48.24
continue,88,84.1,46.62
continue,89,81.7,48.25
continue,9,84.12,47.27
continue,90,86.77,46.28
continue,91,86.38,46.02
continue,92,83.13,47.98
continue,93,83.99,47.22
continue,94,84.65,47.92
continue,95,76.75,51.41
continue,96,84.32,48.2
continue,97,80.87,47.9
continue,98,86.98,46.05
continue,99,85.67,47.58
explain,1,92.52,45.36
explain,10,108.95,37.31
explain,100,86.9,45.93
explain,11,95.12,42.96
explain,12,82.26,49.18
explain,13,79.39,49.99
explain,14,74.58,51.87
explain,15,84.23,47.0
explain,16,81.79,48.42
explain,17,87.81,45.63
explain,18,87.63,46.01
explain,19,89.47,45.62
explain,2,89.68,43.83
explain,20,88.7,44.6
explain,21,91.82,45.13
explain,22,82.97,47.15
explain,23,89.45,44.5
explain,24,89.14,46.77
explain,25,82.31,47.3
explain,26,81.37,48.02
explain,27,92.48,46.15
explain,28,91.09,43.31
explain,29,87.85,46.79
explain,3,94.8,42.3
explain,30,92.55,44.74
explain,31,81.65,48.59
explain,32,79.45,50.67
explain,33,90.89,45.13
explain,34,96.23,42.22
explain,35,85.31,47.65
explain,36,81.65,48.41
explain,37,88.01,46.45
explain,38,85.93,45.56
explain,39,89.25,44.75
explain,4,88.38,47.02
explain,40,84.4,47.1
explain,41,79.28,50.25
explain,42,82.65,46.7
explain,43,89.0,45.05
explain,44,89.5,44.75
explain,45,89.72,45.24
explain,46,84.55,47.01
explain,47,82.06,47.34
explain,48,80.28,48.78
explain,49,80.79,48.06
explain,5,92.28,43.52
explain,50,96.31,43.2
explain,51,80.28,49.54
explain,52,84.74,45.88
explain,53,89.73,44.98
explain,54,88.11,45.48
explain,55,93.21,43.71
explain,56,96.64,42.36
explain,57,96.06,43.34
explain,58,90.24,43.55
explain,59,93.56,44.77
explain,6,84.59,48.7
explain,60,74.82,51.3
explain,61,92.27,45.31
explain,62,96.73,42.63
explain,63,88.65,44.34
explain,64,96.44,43.52
explain,65,87.18,46.75
explain,66,81.72,50.07
explain,67,84.63,47.5
explain,68,72.64,51.23
explain,69,84.05,47.48
explain,7,80.33,49.55
explain,70,85.79,46.87
explain,71,89.4,46.99
explain,72,99.06,40.56
explain,73,77.93,51.31
explain,74,88.58,46.3
explain,75,92.63,43.62
explain,76,92.13,43.87
explain,77,98.82,44.17
explain,78,87.41,46.16
explain,79,89.91,45.02
explain,8,87.16,46.66
explain,80,87.28,47.8
explain,81,88.21,46.86
explain,82,77.22,50.2
explain,83,86.67,47.1
explain,84,96.6,42.34
explain,85,88.51,45.62
explain,86,89.82,44.6
explain,87,89.02,45.43
explain,88,86.17,45.86
explain,89,86.06,46.45
explain,9,92.99,43.11
explain,90,86.68,46.55
explain,91,90.32,44.88
explain,92,83.8,47.36
explain,93,84.77,47.36
explain,94,87.94,45.49
explain,95,80.28,47.86
explain,96,87.73,44.97
explain,97,84.91,46.26
explain,98,89.21,44.6
explain,99,98.15,39.89
create,1,87.41,47.26
create,10,91.93,43.82
create,100,86.21,46.39
create,11,91.49,44.93
create,12,96.97,41.87
create,13,87.65,46.09
create,14,86.81,45.86
create,15,86.82,45.91
create,16,79.51,49.07
create,17,86.93,44.93
create,18,88.83,45.51
create,19,93.58,43.05
create,2,81.05,47.53
create,20,87.14,45.74
create,21,88.6,44.88
create,22,89.34,45.97
create,23,82.94,47.7
create,24,92.68,43.73
create,25,76.97,50.67
create,26,84.22,47.69
create,27,85.68,46.26
create,28,82.49,48.05
create,29,91.48,46.44
create,3,84.44,46.4
create,30,57.19,61.11
create,31,88.34,45.27
create,32,82.29,47.78
create,33,86.27,45.49
create,34,87.74,46.07
create,35,92.07,45.15
create,36,84.96,47.7
create,37,88.07,45.79
create,38,85.15,47.22
create,39,80.72,48.0
create,4,84.28,48.1
create,40,88.65,45.91
create,41,96.9,42.14
create,42,90.22,45.22
create,43,85.85,45.49
create,44,87.54,45.28
create,45,93.72,44.12
create,46,81.82,47.69
create,47,82.96,46.9
create,48,86.72,46.4
create,49,76.26,50.91
create,5,87.23,45.81
create,50,96.49,43.68
create,51,85.78,45.82
create,52,94.2,43.24
create,53,84.29,47.06
create,54,87.4,46.56
create,55,86.35,46.19
create,56,69.31,50.0
create,57,80.86,48.55
create,58,96.65,42.63
create,59,84.79,46.74
create,6,90.1,45.48
create,60,80.62,47.94
create,61,87.32,45.67
create,62,83.55,46.96
create,63,84.91,45.56
create,64,89.73,44.64
create,65,81.07,47.91
create,66,81.73,48.87
create,67,83.16,47.7
create,68,77.84,49.91
create,69,79.48,48.71
create,7,86.78,45.89
create,70,96.86,44.02
create,71,66.35,54.72
create,72,88.25,46.15
create,73,84.42,47.14
create,74,96.03,43.24
create,75,91.74,43.42
create,76,92.95,44.16
create,77,98.27,41.94
create,78,66.48,52.78
create,79,83.87,46.71
create,8,88.75,46.19
create,80,90.7,44.31
create,81,98.09,42.36
create,82,91.66,44.26
create,83,88.64,45.8
create,84,82.52,46.83
create,85,85.77,48.03
create,86,85.68,46.78
create,87,90.47,44.87
create,88,85.09,47.16
create,89,84.62,47.36
create,9,83.63,46.63
create,90,90.62,44.39
create,91,84.85,46.46
create,92,85.91,46.22
create,93,85.82,46.55
create,94,83.62,48.38
create,95,90.34,45.12
create,96,92.45,44.87
create,97,89.26,45.24
create,98,83.13,47.18
create,99,101.96,41.09
