lemma,shannon
der,1.6161545879238999
dies,1.4270610433807247
werden,1.2131634390361368
hinweisen,0.6365141682948128
ein,1.1648729119013703
bestehend,0.6931471805599453
Betroffene,0.6365141682948128
evaluieren,0.6931471805599453
sein,1.14370838942625
erreichen,0.6615632381579821
können,1.0397207708399179
weit,1.0397207708399179
haben,1.0986122886681096
betonen,0.5004024235381879
hoch,0.6931471805599453
kommen,0.6931471805599453
aktuell,0.6365141682948128
alternativ,0.6931471805599453
wichtig,0.6365141682948128
sie,0.6365141682948128
ihr,1.0549201679861442
nehmen,0.6931471805599453
zeigen,1.0397207708399179
webbasiert,0.6365141682948128
bieten,0.6931471805599453
