system,file,TTR,Yules,MTLD
continue,1,62.33,6382.94,136.81
continue,10,62.62,7156.17,203.2
continue,100,67.47,9772.8,191.69
continue,11,61.97,7191.55,170.25
continue,12,49.57,3696.81,148.07
continue,13,57.8,6976.76,207.13
continue,14,55.54,4596.76,139.06
continue,15,66.25,9634.97,236.57
continue,16,64.3,7979.5,224.95
continue,17,60.96,7056.34,181.4
continue,18,67.34,13443.62,355.68
continue,19,60.29,6175.89,148.43
continue,2,70.5,15638.43,341.29
continue,20,61.2,5236.91,139.65
continue,21,49.71,4051.85,143.67
continue,22,53.5,3953.21,137.09
continue,23,55.14,4663.62,142.08
continue,24,61.24,7872.72,192.52
continue,25,59.15,4855.38,125.89
continue,26,51.07,4026.49,159.66
continue,27,51.11,4606.01,187.81
continue,28,54.71,5550.06,190.9
continue,29,58.41,5445.15,153.62
continue,3,62.02,6911.31,170.35
continue,30,50.06,3719.86,153.22
continue,31,62.38,7309.06,169.64
continue,32,66.85,10103.78,221.12
continue,33,62.99,7129.11,200.52
continue,34,48.57,4086.85,161.77
continue,35,54.2,5160.29,185.0
continue,36,58.02,6674.76,232.92
continue,37,54.13,4483.97,150.95
continue,38,57.33,6214.66,171.6
continue,39,58.7,6655.82,160.15
continue,4,62.0,6616.07,148.95
continue,40,52.12,4703.59,160.43
continue,41,60.92,6711.37,198.96
continue,42,52.5,4626.96,168.23
continue,43,64.82,7020.19,196.59
continue,44,55.1,4933.08,165.09
continue,45,53.38,5283.07,187.36
continue,46,48.8,4369.32,173.25
continue,47,51.38,4416.24,163.21
continue,48,60.43,6074.05,168.43
continue,49,53.89,4675.27,161.39
continue,5,56.64,6332.08,182.34
continue,50,51.04,4620.24,180.48
continue,51,66.05,9550.57,192.26
continue,52,61.82,6449.62,150.4
continue,53,74.33,32129.29,456.43
continue,54,61.82,7668.5,190.86
continue,55,62.13,6890.62,170.11
continue,56,60.26,7017.8,197.92
continue,57,49.83,4327.0,152.56
continue,58,60.11,6638.99,117.59
continue,59,65.89,8892.31,189.87
continue,6,63.23,7725.78,193.82
continue,60,59.65,6090.62,173.24
continue,61,55.07,4921.2,163.35
continue,62,60.23,6043.1,158.88
continue,63,53.98,4811.43,133.86
continue,64,61.02,5754.49,170.26
continue,65,64.15,9584.65,254.77
continue,66,52.33,4794.27,188.1
continue,67,58.49,5923.34,183.82
continue,68,57.77,5266.65,159.67
continue,69,41.61,2779.9,142.17
continue,7,62.08,7154.06,139.72
continue,70,52.14,4488.12,151.35
continue,71,56.54,5781.49,195.0
continue,72,51.85,4626.82,195.42
continue,73,50.06,3798.01,136.79
continue,74,62.36,7486.5,206.02
continue,75,58.2,5592.19,147.59
continue,76,53.3,4670.71,169.72
continue,77,60.77,7737.79,197.15
continue,78,60.95,6428.12,209.41
continue,79,61.88,7792.77,198.47
continue,8,66.14,8587.84,255.28
continue,80,57.27,5841.62,149.15
continue,81,50.36,4414.43,202.96
continue,82,49.63,4097.57,164.68
continue,83,62.23,7733.9,187.88
continue,84,65.61,9976.7,215.65
continue,85,59.9,7364.77,177.33
continue,86,52.72,4552.91,175.77
continue,87,52.23,4276.1,136.21
continue,88,66.41,8317.58,182.73
continue,89,51.81,4790.02,190.92
continue,9,64.14,8070.31,207.66
continue,90,59.3,5881.11,173.37
continue,91,51.24,4417.42,151.28
continue,92,57.99,5981.73,162.93
continue,93,60.88,5954.42,167.57
continue,94,59.71,6873.06,190.15
continue,95,65.58,9682.44,207.14
continue,96,60.4,7742.28,186.48
continue,97,51.42,4649.58,159.81
continue,98,60.22,5877.72,140.79
continue,99,62.15,8508.87,230.08
create,1,50.63,4935.86,165.5
create,10,50.4,4430.0,165.43
create,100,62.23,7675.37,208.92
create,11,47.68,4369.85,213.96
create,12,67.27,9690.19,182.48
create,13,65.75,10168.94,226.36
create,14,58.3,5958.25,170.08
create,15,57.54,7952.79,219.96
create,16,52.09,4914.96,192.25
create,17,63.41,8030.06,225.24
create,18,53.79,5776.62,182.53
create,19,50.89,5233.03,183.28
create,2,58.69,8475.04,244.2
create,20,63.17,8038.22,194.8
create,21,47.35,4229.67,148.66
create,22,59.29,6372.43,182.63
create,23,53.47,5270.92,194.66
create,24,53.84,5239.0,166.06
create,25,64.04,10569.84,183.28
create,26,63.35,7958.04,174.71
create,27,68.77,12350.49,242.59
create,28,64.62,8260.2,159.3
create,29,53.43,5842.18,200.45
create,3,64.93,10334.73,142.68
create,30,65.6,9617.33,186.99
create,31,64.11,10013.61,198.9
create,32,63.39,8734.12,184.87
create,33,61.48,7397.89,204.3
create,34,52.89,5407.19,205.25
create,35,66.67,11349.01,211.19
create,36,68.0,10859.94,293.72
create,37,59.23,7970.51,230.44
create,38,63.68,10131.28,175.63
create,39,65.83,10682.3,167.85
create,4,62.29,8679.15,146.42
create,40,60.73,6886.17,195.69
create,41,61.31,7157.95,163.26
create,42,63.82,7336.39,198.48
create,43,55.22,5982.01,224.51
create,44,75.73,23020.21,506.42
create,45,58.02,5486.16,154.21
create,46,67.65,9686.98,270.85
create,47,65.61,9348.01,148.25
create,48,56.53,6890.11,235.57
create,49,64.5,9237.93,254.33
create,5,50.83,4634.43,145.79
create,50,50.7,4114.48,163.37
create,51,67.29,11282.04,229.28
create,52,57.11,6684.61,230.46
create,53,64.91,10021.96,172.08
create,54,58.73,7309.19,174.7
create,55,66.01,10825.23,248.05
create,56,65.45,9548.95,204.14
create,57,64.5,8400.29,189.49
create,58,51.69,5955.36,244.52
create,59,66.67,10237.16,278.73
create,6,71.56,20545.55,294.4
create,60,67.94,15418.52,246.83
create,61,65.05,9087.94,184.92
create,62,64.79,8669.98,213.72
create,63,57.09,6258.62,192.0
create,64,64.62,8411.4,172.76
create,65,58.13,5847.94,174.75
create,66,70.27,13244.45,178.96
create,67,67.97,11010.33,236.99
create,68,65.61,10719.13,180.92
create,69,69.14,12022.72,285.9
create,7,60.19,7633.98,159.71
create,70,68.7,10846.04,188.15
create,71,52.93,5720.45,203.59
create,72,53.78,5806.38,190.47
create,73,64.39,9164.86,135.25
