system,file,shannon,simpson
human,1,91.22485180252704,44.01306617695555
human,10,93.20835907863295,44.421017292397295
human,100,100.31019079001142,41.17323588804358
human,11,85.1051807042134,46.069534022930995
human,12,92.94954461724132,43.77498771732399
human,13,87.24739250179621,47.32368657909242
human,14,90.31076136556973,46.098144060658356
human,15,102.455368313821,43.576783289880495
human,16,87.37868669528996,45.833970112379205
human,17,95.36342887540214,41.534188034188034
human,18,99.36729601877363,43.55579012114009
human,19,83.34454495479868,48.34362139917695
human,2,93.81555646755801,43.07683578011942
human,20,87.22891347023547,45.64711514906324
human,21,85.92824954902348,47.01065094084466
human,22,100.15776050784164,42.79724369493199
human,23,102.04671029899495,39.635162432319866
human,24,87.35733867745387,44.819864101023605
human,25,102.52894122859941,39.50797431279501
human,26,96.75532106859809,41.992592592592594
human,27,82.53192762749208,46.92638984170148
human,28,98.08329246556579,42.30462688343311
human,29,83.38000902073583,46.71329365079365
human,3,92.7857210319037,42.58497315367947
human,30,87.62028045032358,47.64954748666679
human,31,89.06494748758179,46.616292649233635
human,32,83.31044992695097,47.19649954140283
human,33,93.82175782531806,44.447428476553824
human,34,94.5408121694696,44.06096135583315
human,35,98.25206779608546,42.15551544680288
human,36,82.62192113839248,48.07368440836501
human,37,97.71467029987076,43.58678951625793
human,38,80.98600590310213,49.80786640010774
human,39,92.00864508225264,45.255650909902236
human,4,90.43222741624015,45.749884103968384
human,40,87.58854996682322,44.834055692877875
human,41,101.87397991729242,41.38415404040404
human,42,91.35350453841181,45.38736851269384
human,43,90.9675828717815,43.8586428465672
human,44,95.06030898429488,42.28248867284784
human,45,110.22514017901321,38.9101850314346
human,46,83.69109457892691,45.69574533210897
human,47,93.6718669845248,42.38109326570865
human,48,90.404617433193,45.58931065712296
human,49,96.02920240689525,42.00107867220962
human,5,89.64774462857716,44.36101840795619
human,50,80.86166494072722,47.86520787140024
human,51,94.96941003285167,43.92302285719566
human,52,86.92242002520719,46.71730395878962
human,53,108.33837766310361,39.62694404361071
human,54,120.82412208517064,35.40946694508285
human,55,83.29629305088876,48.301897085778215
human,56,90.95213364135611,44.872657964308246
human,57,89.90959631119577,43.832475514437995
human,58,82.19911380850972,49.357953114290524
human,59,86.2149153073331,47.05767471937444
human,6,72.00165250383938,52.42781561152549
human,60,98.37552396013109,42.05332432250506
human,61,83.00576572922961,48.07966956147392
human,62,102.58268930077716,41.498870069569776
human,63,93.38647877048663,43.66241751925288
human,64,89.46393090197196,45.37242704698327
human,65,85.40956183152629,45.939809355615395
human,66,89.46151044121913,45.65010110242132
human,67,79.54629226943854,49.13536088497721
human,68,90.45481024642274,46.365996099434334
human,69,82.34094642950046,48.25794953268233
human,7,98.08911321645219,42.51706414032716
human,70,95.06269570648048,43.91433566890809
human,71,101.66265674424046,39.22986354305036
human,72,89.59792397132476,45.78341045687569
human,73,97.99709522616304,41.516871325511666
human,74,97.60430209197169,41.44162106489246
human,75,96.14054223090069,43.69999069533211
human,76,89.91391377565083,45.61598176685641
human,77,96.49879685823052,42.68049986980663
human,78,86.36090457298248,45.95692840131681
human,79,91.37891107936859,43.67063567508451
human,8,79.75534111516592,49.39316557544882
human,80,80.95154133833796,48.42575024801587
human,81,82.93107312587209,46.47919881687243
human,82,88.78521629522838,45.10036160420776
human,83,93.68429906409096,45.99298514750607
human,84,85.01229829323907,46.329513027963394
human,85,91.0459416902861,44.29917590157776
human,86,96.01570509673184,42.61623449087584
human,87,84.71169679595876,46.33967812244735
human,88,89.74017483263674,44.682915073709225
human,89,96.39333373685142,41.962232942152426
human,9,101.63083911025768,41.873746963353106
human,90,87.24493193134853,46.33560425276667
human,91,90.05226107615566,44.95596555120365
human,92,96.78076371679144,44.03913353628361
human,93,90.16214022960641,45.66818579356042
human,94,95.92169567335928,44.15961097507604
human,95,96.006820945489,42.29905374683051
human,96,82.45530428575141,48.73731823731824
human,97,86.16998400854331,45.82101831826092
human,98,90.72339765698963,44.93795145960352
human,99,102.99874008326681,39.85973614982362
