lemma,shannon
der,1.6647583337623277
werden,0.7963116401738131
dies,0.9347698978582792
ein,1.5383206069845785
sein,0.9622678365069895
niedrig,0.6931471805599453
gut,1.2711814802605796
haben,0.6730116670092565
gehören,0.6365141682948128
ander,0.6365141682948128
politisch,0.9502705392332347
stark,0.6365141682948128
sozial,0.6931471805599453
hoch,1.310783678099714
groß,1.0397207708399179
medizinisch,1.0986122886681096
viel,0.6931471805599453
ihr,1.294545165844896
schätzen,0.7963116401738131
stabil,0.6365141682948128
sicher,0.6931471805599453
können,0.6931471805599453
direkt,0.6931471805599453
natürlich,0.6365141682948128
jung,0.6931471805599453
ökologisch,0.6931471805599453
legen,0.6931471805599453
hochwertig,0.6931471805599453
