lemma,shannon
der,1.7325629360033026
sein,1.0123308391031736
kein,0.6365141682948128
werden,0.9556998911125343
ihr,1.0549201679861442
ein,1.5832584594204766
haben,0.6730116670092565
dies,0.639031859650177
verschieden,0.6365141682948128
gut,1.0986122886681096
defensiv,0.5004024235381879
zyklisch,0.6365141682948128
niedrig,0.6931471805599453
können,1.351783994289646
groß,0.6931471805599453
diversifizieren,0.6931471805599453
erzielen,0.6931471805599453
zeigen,0.6931471805599453
bleiben,0.6931471805599453
