ashuman,asmachine,human
70.50805452292441,74.9266862170088,54.70588235294118
69.38369781312127,59.56284153005464,49.64028776978417
66.66666666666666,71.76470588235294,51.8025078369906
73.05151915455747,72.26415094339622,46.23513870541612
69.36758893280633,70.85635359116023,52.87769784172662
68.47826086956522,73.93767705382436,53.054101221640494
64.18663303909206,75.79908675799086,49.333333333333336
67.3469387755102,69.34523809523809,47.83163265306122
60.73781291172595,76.81992337164752,43.63438520130577
70.1923076923077,70.33639143730886,50.14548981571289
72.45337159253945,65.31645569620254,47.94069192751236
68.01112656467315,64.23927178153446,48.032564450474894
72.16642754662841,69.25373134328359,50.69832402234636
71.67300380228137,72.81831187410587,53.79008746355685
75.43859649122807,73.35164835164835,54.77888730385164
58.87323943661972,71.83908045977012,58.15295815295816
66.98630136986301,71.40902872777018,51.71428571428572
65.51724137931035,69.15629322268326,45.83663758921491
59.01386748844376,61.34663341645885,44.10958904109589
68.26923076923077,65.3731343283582,54.14141414141415
63.3693972179289,65.68047337278107,40.550458715596335
63.020214030915575,66.96113074204946,53.76661742983752
73.24955116696589,72.97297297297297,54.5045045045045
63.337713534822605,71.52777777777779,47.848101265822784
70.72847682119206,74.4186046511628,53.22283609576427
66.32801161103048,69.92084432717678,48.51063829787234
73.17073170731707,58.815612382234185,48.25783972125436
60.73546856465006,74.48494453248811,50.42492917847026
62.00527704485488,69.00149031296571,51.93704600484261
65.48507462686567,61.46458583433373,40.30646235842772
73.11411992263056,72.72727272727273,55.052790346908
69.37212863705973,74.29048414023373,55.69620253164557
59.501965923984265,72.0754716981132,53.45080763582967
63.282336578581365,74.80190174326465,48.00910125142208
63.06666666666667,70.77534791252485,45.93241551939925
67.38853503184713,60.809248554913296,43.0576070901034
70.7105719237435,62.727272727272734,48.767416934619504
64.79591836734694,70.20872865275142,47.8960396039604
67.4715909090909,73.6738703339882,53.125
69.93103448275862,61.91099476439791,50.36179450072359
66.9150521609538,71.38643067846607,48.32402234636872
66.73003802281369,71.0948905109489,55.53319919517102
62.61808367071525,70.2158273381295,48.14410480349345
65.4275092936803,71.64179104477611,52.27008149010477
63.64963503649636,74.3421052631579,51.2962962962963
70.42640990371389,66.39118457300276,54.23728813559322
69.24564796905223,64.67780429594272,50.492264416315045
61.16751269035533,71.06446776611695,62.8
62.80566280566281,73.98496240601504,54.725787631271885
65.02659574468085,73.45399698340876,49.122807017543856
66.33941093969145,61.51603498542274,58.89679715302491
70.91633466135458,73.75,58.12720848056537
64.31478968792402,63.71308016877637,57.47747747747748
65.3061224489796,64.66480446927375,51.75131348511384
68.4053651266766,75.78008915304606,56.623931623931625
70.58823529411765,73.82920110192838,59.009900990099005
61.55988857938719,67.80238500851789,41.12646121147715
68.389662027833,73.17554240631164,52.53863134657837
72.01565557729941,72.39010989010988,45.719973457199735
69.44444444444444,70.41984732824427,51.52671755725192
76.28571428571429,73.86706948640483,48.270440251572325
70.7509881422925,72.90836653386454,52.9616724738676
65.2014652014652,70.43343653250774,54.12667946257198
75.10980966325037,73.68421052631578,55.700325732899024
72.04301075268818,72.12041884816755,53.97849462365591
72.5381414701803,73.82039573820396,45.14692787177204
59.25925925925925,65.18218623481782,50.0
68.05194805194805,64.72642607683353,54.173764906303234
62.165450121654494,71.65775401069519,52.066115702479344
72.76119402985076,74.9266862170088,54.66666666666666
65.38461538461539,60.15831134564644,48.63309352517985
69.23076923076923,72.48520710059172,49.42528735632184
67.79324055666004,66.66666666666666,48.54819976771197
71.05263157894737,72.63017356475301,53.109243697479
62.642947903430745,71.19645494830132,41.97201865423052
71.09826589595376,72.82282282282281,51.5625
72.16890595009598,75.54076539101497,58.368495077355846
65.82278481012658,77.834179357022,42.53632760898283
61.07711138310894,65.94488188976378,48.818316100443134
73.7134909596662,67.4820143884892,51.77956371986223
76.63690476190477,73.57910906298002,50.994152046783626
67.22532588454376,73.1081081081081,47.89915966386555
73.17518248175182,70.25948103792416,52.71028037383177
71.07558139534885,65.34508076358296,46.81255946717412
66.9090909090909,68.07866868381241,50.95057034220533
69.3050193050193,75.33234859675036,47.74011299435029
66.29491945477075,73.93364928909952,58.15126050420169
65.76576576576578,74.25320056899004,59.85915492957746
70.30075187969925,65.15775034293553,47.10743801652893
64.82889733840305,73.23076923076923,60.51364365971108
70.75949367088607,73.29093799682035,47.11332858161084
64.54545454545455,71.0926694329184,44.1967717140661
63.49809885931559,66.8615984405458,50.0
71.95357833655706,70.39897039897039,62.8099173553719
74.81146304675717,73.66136034732273,54.62328767123288
68.84920634920636,73.50597609561753,48.20627802690583
73.46534653465346,71.73913043478261,55.62015503875969
55.72289156626506,64.94178525226391,59.25925925925925
68.31683168316832,63.89201349831272,53.20417287630402
70.49441786283892,62.647444298820446,49.48770491803279
