ashuman,asmachine,human
62.09813874788495,62.05128205128205,63.63636363636363
64.16666666666667,64.70588235294117,66.41366223908919
61.95652173913043,65.3169014084507,59.15492957746479
64.2292490118577,61.99324324324324,64.11290322580645
64.41281138790036,61.9281045751634,60.21897810218978
65.72379367720465,66.4179104477612,65.6319290465632
67.25521669341894,63.86066763425254,60.82758620689656
61.09215017064847,63.05609284332688,57.14285714285714
63.888888888888886,66.26086956521739,57.78816199376947
58.902077151335305,59.463986599664985,61.65413533834586
61.57337367624811,64.6655231560892,56.43224699828473
65.38461538461539,68.88888888888889,63.08724832214765
58.38414634146341,64.453125,57.407407407407405
63.4011090573013,59.64601769911504,63.52705410821643
65.26315789473685,60.423452768729646,63.0801687763713
62.71186440677966,60.3399433427762,63.230240549828174
63.63636363636363,64.18685121107266,66.8724279835391
64.11092985318108,68.11023622047244,62.83783783783784
62.68115942028986,64.8424543946932,62.94117647058823
60.891938250428815,58.92575039494471,62.7906976744186
65.70397111913357,62.94117647058823,51.70380078636959
64.24050632911393,65.9966499162479,67.9245283018868
63.99345335515548,64.00651465798045,63.382352941176464
67.26943942133815,63.898916967509024,61.05882352941177
63.54166666666666,59.27342256214149,63.74269005847953
60.87689713322091,62.66025641025641,63.9030612244898
59.12408759124088,62.75229357798165,50.71989528795812
68.28828828828829,64.8506151142355,66.2431941923775
63.44827586206897,61.56648451730419,62.270450751252085
62.75862068965517,62.25806451612903,57.56013745704467
64.28571428571429,58.36363636363636,64.77541371158392
60.05586592178771,60.79447322970639,57.24572457245725
57.90251107828656,65.93806921675774,64.85013623978202
62.83048211508554,64.94345718901454,62.67281105990783
61.42270861833106,62.676056338028175,59.583333333333336
68.18181818181817,65.12820512820512,57.96766743648961
63.1578947368421,61.83644189383071,62.2680412371134
59.359190556492415,55.5735056542811,57.2972972972973
63.04728546409807,61.74603174603175,67.09511568123393
65.49815498154982,63.98467432950192,63.06818181818182
64.44780635400907,56.258790436005626,68.77828054298642
62.53968253968254,62.07513416815742,65.58139534883722
62.73408239700375,62.225705329153605,59.09849749582637
64.28571428571429,65.83011583011583,61.53846153846154
66.24775583482945,65.93001841620627,56.21890547263681
64.36597110754414,64.15441176470588,58.61581920903954
63.064516129032256,63.97058823529412,56.58747300215983
64.36090225563909,64.0909090909091,56.590084643289
61.75040518638573,59.45485519591141,61.876247504990026
66.07460035523978,66.23376623376623,67.2686230248307
65.18650088809946,63.45514950166113,59.798994974874375
62.85714285714285,60.98360655737704,60.66945606694561
61.93447737909516,62.664473684210535,63.338788870703766
60.89644513137558,66.98872785829307,66.0952380952381
68.44919786096256,68.89632107023411,61.8018018018018
64.6774193548387,60.891938250428815,53.8971807628524
64.03225806451613,65.46644844517185,53.81165919282511
63.02931596091205,62.19512195121951,56.53333333333334
65.06849315068493,65.42372881355932,56.39810426540285
64.64497041420118,62.59314456035767,66.26794258373205
62.87215411558669,66.96750902527076,59.57446808510638
63.91437308868502,65.71428571428571,58.50785340314136
66.32947976878613,62.54355400696864,69.34579439252336
63.26860841423948,64.15094339622641,60.526315789473685
61.43572621035058,60.582822085889575,64.20047732696898
66.49659863945578,66.77471636952998,63.62068965517241
63.33907056798624,60.1123595505618,60.72106261859582
64.568345323741,62.41496598639456,51.62721893491125
55.4954954954955,61.41479099678456,55.716878402903816
65.01976284584981,64.00625978090767,58.59969558599696
62.225475841874086,63.69230769230769,55.66502463054187
65.49618320610688,63.2279534109817,68.75
62.05128205128205,66.48745519713262,63.79690949227373
63.52739726027398,65.3658536585366,52.17105263157895
63.55785837651122,57.27554179566563,60.80305927342257
62.21864951768489,63.14878892733565,46.27062706270627
64.31924882629107,64.77093206951027,57.1773220747889
64.12859560067682,60.47819971870605,71.08167770419426
66.78832116788321,60.26711185308849,58.53211009174312
59.97191011235955,64.75409836065575,57.9092159559835
58.64197530864198,60.92362344582594,61.96868008948546
59.57446808510638,61.58730158730159,59.65996908809892
63.67781155015197,58.93939393939394,61.93447737909516
67.5146771037182,59.8159509202454,64.21052631578948
66.32825719120136,68.18980667838312,64.94845360824742
63.78737541528239,65.01766784452296,57.391304347826086
67.4812030075188,65.97744360902256,66.58986175115207
63.54166666666666,61.06060606060606,61.49068322981367
65.98746081504702,65.91337099811676,57.33855185909981
60.82949308755761,64.47368421052632,59.442060085836914
65.04504504504504,60.02865329512894,69.35483870967742
64.34494195688225,62.903225806451616,61.53846153846154
62.89198606271778,63.95534290271132,64.69194312796208
63.00174520069808,63.75404530744336,70.23809523809523
61.57337367624811,63.369963369963365,55.33596837944664
63.327370304114496,62.06896551724138,61.52512998266898
