human,ashuman,asmachine
339,315,352
260,313,332
410,370,327
269,324,319
369,387,334
377,366,360
297,320,298
326,339,347
344,365,374
258,310,309
330,329,338
296,346,316
278,317,330
395,328,317
357,356,353
351,346,338
277,310,304
360,376,375
287,373,363
264,328,327
370,379,377
281,324,326
287,344,328
282,368,337
377,395,396
270,323,314
293,339,313
261,333,312
259,322,320
374,382,363
291,351,350
303,338,351
378,364,326
381,356,356
310,323,308
385,381,379
463,367,342
251,311,318
341,374,321
363,340,348
245,329,328
258,322,335
261,302,277
335,340,363
281,334,321
321,338,342
290,324,307
341,357,337
333,336,316
299,315,304
266,319,320
315,325,288
308,345,348
304,341,325
389,344,332
306,334,337
423,333,370
300,311,353
205,299,302
469,374,313
264,311,307
321,336,348
278,346,342
385,388,404
268,323,326
451,328,299
332,351,354
442,391,330
228,315,325
365,348,342
308,334,335
304,310,316
288,345,318
276,315,329
346,356,336
461,365,374
262,350,329
318,314,346
278,367,347
319,357,355
461,334,376
292,341,317
264,366,352
269,309,315
297,341,340
377,389,382
256,359,323
303,343,351
334,306,351
343,386,337
285,339,332
265,315,329
313,340,371
322,354,363
513,390,337
284,286,342
