human,ashuman,asmachine
2.502446982055465,2.56794425087108,2.495908346972177
2.4825986078886313,2.4275741710296685,2.5469026548672566
2.6799007444168734,2.6,2.608108108108108
2.443254817987152,2.40272373540856,2.311284046692607
2.408888888888889,2.527736131934033,2.4457831325301207
2.302496328928047,2.3803786574870913,2.521594684385382
2.25417439703154,2.4466911764705883,2.3912248628884827
2.4545454545454546,2.6038394415357766,2.6017241379310345
2.409168081494058,2.389261744966443,2.41722972972973
2.350332594235033,2.384335154826958,2.441818181818182
2.3705583756345177,2.4413309982486866,2.4716006884681585
2.3957968476357268,2.7024647887323945,2.5435168738898755
2.5894495412844036,2.52014652014652,2.47962962962963
2.430962343096234,2.35678391959799,2.3949447077409163
2.4512,2.4535073409461665,2.344
2.3364779874213837,2.657754010695187,2.563963963963964
2.309128630705394,2.4003690036900367,2.4805914972273566
2.2332814930015554,2.502354788069074,2.4433811802232857
2.253061224489796,2.2524271844660193,2.3713355048859937
2.44921875,2.393992932862191,2.50355871886121
2.3401459854014597,2.411589895988113,2.4410339256865914
2.5810526315789475,2.687022900763359,2.825046040515654
2.5515695067264574,2.5636998254799304,2.5848375451263537
2.2133333333333334,2.2053422370617697,2.4494195688225537
2.338008415147265,2.5424739195230996,2.4607407407407407
2.4503311258278146,2.5559701492537314,2.6082089552238807
2.349904397705545,2.3672014260249554,2.5879218472468914
2.3446712018140587,2.4671669793621014,2.5711610486891385
2.310126582278481,2.4338235294117645,2.4611111111111112
2.5913978494623655,2.5495356037151704,2.763440860215054
2.316532258064516,2.3220640569395017,2.325663716814159
2.4406438631790746,2.5575868372943327,2.671559633027523
2.3723252496433664,2.394276629570747,2.349290780141844
2.6927899686520376,2.3263327948303716,2.593996840442338
2.302411873840445,2.568441064638783,2.345724907063197
2.321579689703808,2.308411214953271,2.3265625
2.3894389438943895,2.5703001579778832,2.5409015025041737
2.630653266331658,2.455576559546314,2.5160680529300565
2.392156862745098,2.4532488114104596,2.441860465116279
2.6414473684210527,2.672661870503597,2.5622775800711746
2.3427331887201737,2.4700374531835205,2.7351851851851854
2.533180778032037,2.7243947858473,2.729981378026071
2.34703196347032,2.432926829268293,2.3224489795918366
2.2794612794612794,2.3583333333333334,2.5234248788368334
2.418410041841004,2.4003623188405796,2.4743589743589745
2.611864406779661,2.419191919191919,2.424703891708968
2.4809437386569875,2.4103019538188275,2.5477099236641223
2.5892857142857144,2.478723404255319,2.6912028725314183
2.358131487889273,2.4303135888501743,2.4024604569420034
2.3254437869822486,2.439622641509434,2.536121673003802
2.505567928730512,2.447876447876448,2.577220077220077
2.2490421455938696,2.6473880597014925,2.456238361266294
2.526050420168067,2.4833887043189367,2.5
2.3339449541284405,2.418487394957983,2.5299003322259135
2.596036585365854,2.4910394265232974,2.617699115044248
2.354581673306773,2.342245989304813,2.369175627240143
2.588323353293413,2.5427631578947367,2.469673405909798
2.4271844660194173,2.3717277486910993,2.528233151183971
2.101123595505618,2.37015503875969,2.4332688588007736
2.52442996742671,2.3632416787264834,2.504409171075838
2.390715667311412,2.4635514018691587,2.543560606060606
2.4103852596314908,2.458961474036851,2.4219554030874786
2.422273781902552,2.565693430656934,2.6054545454545455
2.7463343108504397,2.41335453100159,2.7337278106508878
2.4285714285714284,2.5638095238095238,2.6893939393939394
2.323665893271462,2.358792184724689,2.5875706214689265
2.4990892531876137,2.1515679442508713,2.309688581314879
2.3530864197530863,2.4476584022038566,2.273489932885906
2.3925729442970822,2.623818525519849,2.4592030360531307
2.3878504672897196,2.4018691588785046,2.4364261168384878
2.2302158273381294,2.4175438596491228,2.4788732394366195
2.439842209072978,2.4791666666666665,2.535645472061657
2.5872093023255816,2.5869565217391304,2.5383177570093456
2.334056399132321,2.4791666666666665,2.469811320754717
2.418711656441718,2.515974440894569,2.4403361344537817
2.210035005834306,2.379254457050243,2.3311897106109325
2.1843971631205674,2.4508050089445437,2.353153153153153
2.3168654173764907,2.323529411764706,2.3918228279386713
2.456967213114754,2.649415692821369,2.6434494195688227
2.63681592039801,2.5016611295681064,2.6318407960199006
2.339168490153173,2.3033898305084746,2.503987240829346
2.371698113207547,2.5125208681135227,2.4575389948006934
2.9905882352941178,2.5870307167235493,2.5384615384615383
2.563063063063063,2.607843137254902,2.584493041749503
2.2467532467532467,2.3,2.3397212543554007
2.629526462395543,2.4591836734693877,2.4606060606060605
2.3143939393939394,2.6234234234234233,2.4927272727272727
2.893709327548807,2.595197255574614,2.5783132530120483
2.3642384105960264,2.592030360531309,2.620805369127517
2.627737226277372,2.7392026578073088,2.5434782608695654
2.3531353135313533,2.63922942206655,2.5050167224080266
2.590717299578059,2.640151515151515,2.612476370510397
2.4744525547445257,2.4037162162162162,2.581512605042017
2.3244206773618536,2.397905759162304,2.487544483985765
2.439476553980371,2.43993993993994,2.446584938704028
2.3440860215053765,2.414335664335664,2.556719022687609
