human,ashuman,asmachine
21,15,21
6,18,17
12,20,15
10,22,8
20,28,18
19,22,20
16,19,20
30,21,20
17,24,25
15,12,13
10,12,12
19,13,20
8,10,20
15,27,14
10,19,28
15,23,22
12,22,22
24,23,24
22,29,31
14,20,18
19,29,27
12,15,13
13,12,27
11,27,22
21,27,29
15,23,16
19,15,14
12,17,18
10,22,21
14,21,18
19,21,29
9,23,8
23,27,15
15,24,24
19,23,16
8,21,25
27,22,15
13,11,16
20,25,16
16,19,13
14,20,13
11,19,22
9,16,17
19,28,10
15,17,23
24,20,25
12,20,7
19,21,14
14,16,13
17,18,22
9,16,23
14,21,20
13,21,13
7,27,33
20,17,14
11,23,20
18,22,13
20,18,22
11,14,15
27,28,15
14,13,16
22,14,12
16,15,21
25,23,13
16,14,16
25,20,15
15,20,25
38,29,24
13,14,21
13,24,17
23,18,22
17,10,20
12,20,18
10,24,22
14,16,19
36,30,26
19,20,19
9,22,23
25,24,15
10,23,23
28,20,18
6,19,19
13,14,27
6,12,17
27,19,25
30,23,24
5,14,19
12,17,18
11,6,17
15,12,12
14,9,17
16,13,19
15,14,21
27,21,27
24,19,23
13,14,24
