,human,ashuman,asmachine
pos_prop_INTJ,0.0031520882584712374,0.004036326942482341,0.002197802197802198
pos_prop_VERB,0.04018912529550828,0.08577194752774975,0.08131868131868132
pos_prop_PROPN,0.3735224586288416,0.33804238143289606,0.3076923076923077
pos_prop_PUNCT,0.338849487785658,0.12512613521695257,0.13956043956043956
pos_prop_ADP,0.02048857368006304,0.06962663975782038,0.07472527472527472
pos_prop_NOUN,0.08747044917257683,0.15136226034308778,0.16813186813186815
pos_prop_CCONJ,0.015760441292356184,0.015136226034308779,0.008791208791208791
pos_prop_ADJ,0.03309692671394799,0.044399596367305755,0.041758241758241756
pos_prop_SCONJ,0.0015760441292356187,0.010090817356205853,0.006593406593406593
pos_prop_PRON,0.0252167060677699,0.04238143289606458,0.03626373626373627
pos_prop_AUX,0.01182033096926714,0.015136226034308779,0.017582417582417582
pos_prop_SYM,0.003940110323089046,0.0010090817356205853,0.002197802197802198
pos_prop_ADV,0.007880220646178092,0.02320887991927346,0.02857142857142857
pos_prop_DET,0.022852639873916468,0.035317860746720484,0.03296703296703297
pos_prop_NUM,0.0070921985815602835,0.008072653884964682,0.00989010989010989
pos_prop_PART,0.0070921985815602835,0.010090817356205853,0.01868131868131868
flesch_reading_ease,13.246862636141401,63.532720279720294,63.010940240046025
flesch_kincaid_grade,29.885656812625026,10.487820845820846,9.804865243639501
smog,17.228024813938504,11.979248473330827,11.264054261293257
gunning_fog,33.02173816403646,13.721798201798203,12.366379186430933
automated_readability_index,39.63002111580351,15.321338661338665,14.074739830386662
coleman_liau_index,13.611687041564789,13.57128205128205,13.742820181112549
lix,95.7572793954212,50.27186147186147,49.156568923386516
rix,15.909090909090908,6.314285714285714,5.944444444444445
passed_quality_check,False,True,True
n_stop_words,158.0,218.0,201.0
alpha_ratio,0.6461780929866037,0.8526740665993946,0.8318681318681319
mean_word_length,3.7541371158392436,4.646821392532795,4.62967032967033
doc_length,1269.0,991.0,910.0
symbol_to_word_ratio_#,0.0,0.0,0.0
proportion_ellipsis,0.0,0.0,0.0
proportion_bullet_points,0.0,0.0,0.0
contains_lorem ipsum,0.0,0.0,0.0
duplicate_line_chr_fraction,0.0,0.0,0.0
duplicate_paragraph_chr_fraction,0.0,0.0,0.0
duplicate_ngram_chr_fraction_5,0.15152571926765476,0.009557066715677265,0.010926750303520841
duplicate_ngram_chr_fraction_6,0.0972972972972973,0.0,0.0
duplicate_ngram_chr_fraction_7,0.04097646033129904,0.0,0.0
duplicate_ngram_chr_fraction_8,0.010810810810810811,0.0,0.0
duplicate_ngram_chr_fraction_9,0.0,0.0,0.0
duplicate_ngram_chr_fraction_10,0.0,0.0,0.0
top_ngram_chr_fraction_2,0.06068003487358326,0.004962323102370888,0.007284500202347228
top_ngram_chr_fraction_3,0.03260680034873583,0.008086748759419225,0.006677458518818292
top_ngram_chr_fraction_4,0.02005231037489102,0.008821907737548245,0.007284500202347228
oov_ratio,0.004728132387706856,0.1029263370332997,0.08791208791208792
first_order_coherence,0.7980762392282486,0.6398270330665743,0.6165146340216909
second_order_coherence,0.7577416698137919,0.6625395778453711,0.6218526651534964
entropy,14.637994838548778,14.859284450492996,14.892578218768943
perplexity,2276147.4083666243,2839914.3479015506,2936057.399514925
per_word_perplexity,1793.654380115543,2865.705699194299,3226.436702763654
dependency_distance_mean,5.967686019667105,3.0966232237134936,2.768031813524587
dependency_distance_std,4.702643503533034,0.9107410476396371,0.9859920942869088
prop_adjacent_dependency_relation_mean,0.3896340667757775,0.46298173193209136,0.4634611680189662
prop_adjacent_dependency_relation_std,0.12687252934748963,0.07668022829236926,0.0706452797541421
token_length_mean,5.069682151589242,5.200466200466201,5.258732212160414
token_length_median,5.0,4.0,5.0
token_length_std,2.203306061509358,2.9079746902224133,2.851715526793319
sentence_length_mean,74.36363636363636,24.514285714285716,21.47222222222222
sentence_length_median,57.0,23.0,22.5
sentence_length_std,73.31906948682057,10.637860763924909,9.844587094527043
syllables_per_token_mean,1.3960880195599021,1.3997668997668997,1.4424320827943078
syllables_per_token_median,1.0,1.0,1.0
syllables_per_token_std,0.6972417554924478,0.7447406530484124,0.7618730134317218
n_tokens,818,858,773
n_unique_tokens,467,535,515
proportion_unique_tokens,0.5709046454767727,0.6235431235431236,0.666235446313066
n_characters,4764,4601,4211
n_sentences,11,35,36
connectives,1,14,16
connectives_cap,1,2,4
pos_prop_SPACE,,0.015136226034308779,0.01978021978021978
pos_prop_X,,0.006054490413723511,0.0032967032967032967
