Completion time in Tokens per second,time of the call in H-M-S
27.363106964439414,21-18-29
31.165476589273172,21-18-54
26.755389283805936,21-19-25
27.57033194954781,21-19-47
27.14951983848934,21-20-11
27.48485723530025,21-20-36
27.26470715836402,21-21-21
28.162606245677708,21-21-44
27.292477271095724,21-22-06
29.342151237597943,21-22-33
