Completion time in Tokens per second:
38.22835879
37.29038025
35.2114699
39.0444623
38.83025942
39.01697507
35.00497269
37.90167447
28.74560095
38.90876103
36.52101206
38.54124639
34.33086738
38.38587811
40.41162912
39.02377163
36.34652236
35.2180646
39.06401588
26.7328663
34.67654789
36.01668523
34.36560149
40.19057663
37.57398014
37.22227735
34.18270185
36.73527683
38.84814659
38.691131
39.08143066
21.02276226
32.09147668
37.13402673
37.12685937
37.72458633
36.21459936
38.75896232
37.93084385
35.904969
38.36135103
37.77614514
38.73129736
38.16543302
38.45683244
39.42705764
36.94013964
36.96624711
35.79771715
34.38017658
34.46992226
36.77237769
37.88702501
39.98724231
37.94936717
40.08084491
36.636985
37.57166017
36.31778507
37.87224258
32.01641399
40.03191097
35.53964617
37.01136447
34.12121814
35.21356466
30.661631
39.72594069
35.87245799
36.43586522
38.2611085
36.73520134
30.31033783
37.34189662
34.38556548
39.861172
37.62450966
37.2324064
38.0469746
17.43963604
34.10865722
35.63135778
32.00747949
38.89717773
36.43918378
33.28129751
36.81214548
36.90904767
34.57182695
38.19512507
38.40844801
38.9083918
32.12425577
35.70912549
31.93095685
37.29418741
35.34099341
37.80500645
35.2431419
30.01205868
