Completion time in Tokens per second:
38.14512425929009
39.38252910237203
39.821027999164755
38.35676428306862
39.76316207703513
36.21176614098462
38.20872468659657
37.39745390721467
35.72363524970047
35.47857472367295
40.181337386827494
37.98741295097747
38.36404142503388
39.76589418331488
36.43304084386233
38.01661751012996
36.88105487679205
35.80153118606148
36.182721123568115
36.62728240853303
38.971959126142835
37.76239486627186
38.741751572105294
37.20066549394962
36.03366932678902
36.84976264114829
38.20105996533601
39.24009824901395
36.127101883345155
38.61560755033388
36.031756823868115
37.984024159081436
38.19561988006592
39.274375567619316
38.72965629205157
39.242642880224984
36.94424188696307
38.762527764656966
38.73572645010542
37.77368609478682
38.441108121445346
36.36423950106026
38.452451804313164
37.3904811116428
39.22544953200006
39.01469507804545
38.607647931928796
36.011252401503526
40.23070502444306
38.89277584935471
38.39891113521781
37.67899985709579
39.94466730292185
38.27285853477493
37.53186343170064
40.66591491641268
38.50468009809097
38.305407335252724
39.41038689677651
40.93466290411121
37.74613742392066
38.92681761773826
38.18969555308404
39.98530422465751
38.965146357742505
38.94061259888227
39.22591685554186
37.967321546865584
38.16826745548814
38.833357473449766
39.851589289856015
37.46460932440099
38.12302472663219
38.2515874154898
34.31486108361769
38.834217652225774
34.82070612657046
37.308872226477135
39.805070292060044
35.05421877718424
37.34379342562706
36.43061453795545
38.16359966372012
37.63535233545643
34.78535669691122
36.551419791416684
38.71459219347666
38.779248540747446
36.63122907199024
34.20440305571817
39.610069917448286
36.44647463347324
35.122740399302565
40.28994566197883
36.01622661548673
35.206978103205145
39.43422796069182
39.843872377830316
38.44697344445069
37.87360189466248
