lemma,shannon
der,1.7421342169953749
hoch,0.6931471805599453
können,1.308605387253449
ein,1.5670564424376174
sein,1.3522093992338284
werden,1.2963611597910565
weit,0.6931471805599453
praktisch,0.6931471805599453
klein,0.6931471805599453
groß,0.6931471805599453
dies,1.4677339293271525
synthetisch,0.5623351446188083
gesundheitlich,1.0397207708399179
haben,0.6365141682948128
positiv,0.6931471805599453
neu,0.6931471805599453
ihr,0.6931471805599453
unser,1.0549201679861442
tiefgreifend,0.6931471805599453
viel,1.0986122886681096
erst,1.0986122886681096
zeigen,0.6931471805599453
wir,0.6365141682948128
