lemma,shannon
der,1.6495436520678823
sein,1.6731183626432506
haben,1.0789922078775833
werden,1.6525902233018674
neu,1.0986122886681096
scheitern,0.6365141682948128
ein,1.2396593920543857
kein,0.6931471805599453
sollen,1.0114042647073518
leicht,0.6365141682948128
geben,0.9502705392332347
können,1.0397207708399179
dies,1.0397207708399179
hoch,1.0986122886681096
solch,0.6931471805599453
jed,0.6931471805599453
dürfen,0.6931471805599453
müssen,1.0397207708399179
direkt,1.0986122886681096
stellen,0.6931471805599453
